"front","back","cognitive_level"
"Qu’est-ce qu’une fracture du rocher ?","Solution de continuité de la pyramide pétreuse due à un choc violent, entraînant un risque neurosensoriel spécifique par lésion des organes de l’audition (cochlée), de l’équilibre et du nerf facial.","Recall"
"Quels sont les trois grands risques de la fracture du rocher ?","Risque vital, risque neurologique et risque infectieuse (car contact direct avec le cerveau).","Recall"
"Quel est le type de fracture du rocher le plus fréquent et sa fréquence ?","La fracture longitudinale isolée, représentant 70 à 80 % des cas.","Recall"
"Quel mécanisme lésionnel cause une fracture longitudinale du rocher ?","Un choc latéral, avec point d’impact temporo-pariétal.","Recall"
"Pourquoi la fracture longitudinale du rocher entraîne-t-elle toujours une hémorragie dans la caisse du tympan ?","Parce que le trait de fracture est parallèle à l’axe du rocher et extra-labyrinthique, ce qui provoque une hémorragie rétro-tympanique.","Understanding"
"Quels sont les signes cliniques d’une fracture longitudinale du rocher ?","Acouphène, hypoacousie de type transmission, otoliquorrhée ou rhinoliquorrhée, otorragie, épistaxis, vertige positionnel avec nystagmus, ecchymose ou déchirure du méat acoustique externe, hémotympan ou perforation tympanique, lésions ossiculaires, signe de Battle, trouble de l’articulé dentaire, paralysie oculo-motrice (VI), trouble de sensibilité de la face (V), paralysie faciale (20% des cas).","Recall"
"Qu’est-ce que le signe de Battle ?","Un hématome ou ecchymose rétro-auriculaire, situé au niveau de l’os mastoïde.","Recall"
"Quelle est la différence entre otoliquorrhée et rhinoliquorrhée ?","L’otoliquorrhée est une fuite de LCS au niveau de l’oreille ; la rhinoliquorrhée est une fuite de LCS au niveau du nez. Toutes deux peuvent survenir dans la fracture du rocher.","Recall"
"Quel examen paraclinique permet de visualiser le trait de fracture du rocher et les lésions ossiculaires ?","Le scanner du rocher.","Recall"
"Qu’est-ce qu’une fracture transversale isolée du rocher et quel est son mécanisme ?","Lésion transversale et translabyrinthique (10-30% des cas), perpendiculaire à l’axe du rocher passant par le labyrinthe, due à un choc frontal ou occipital.","Recall"
"Quels sont les trois signes cliniques caractéristiques de la fracture transversale du rocher ?","Vertige aigu, cophose (perte totale de l’audition, vraie surdité), acouphène et paralysie faciale.","Recall"
"Pourquoi la fracture transversale du rocher entraîne-t-elle une cophose ?","Parce que le trait de fracture est translabyrinthique, traversant le labyrinthe et lésant la cochlée de façon irréversible.","Understanding"
"Quelle fracture du rocher expose à une lésion de la carotide interne et pourquoi ?","La fracture mixte ou bilatérale, secondaire à un violent choc temporal latéral, car le canal carotidien traverse le rocher.","Understanding"
"Quelle atteinte neurologique est caractéristique de la fracture de la pointe du rocher ?","L’atteinte du VI (paralysie oculo-motrice). Si la lésion est plus large, atteinte du V (trouble de sensibilité de la face).","Recall"
"Pourquoi la fracture ouverte du rocher expose-t-elle à un risque infectieux majeur ?","Parce qu’elle est rare, secondaire à un trait par balle, et expose à la méningite, l’abcès cérébral et l’encéphalite.","Recall"
"Quand parle-t-on de fracture du rocher avec lésion cérébrale et quelle est la prise en charge ?","C’est une urgence neurochirurgicale. Clinique : coma. Bilan des lésions : nerveuses, méningées (hématome, brèche), encéphaliques. Signes : otorragie, otoliquorrhée, paralysie faciale.","Application"
"Quels sont les trois mécanismes étiologiques des fractures du rocher ?","1) Choc antéro-postérieur → fracture transversale ; 2) Choc latéral → fracture longitudinale ; 3) Choc occipito-mastoïdien.","Recall"
"Quel diagnostic différentiel évoquer devant une otorragie sans hématome rétro-tympanique ?","Lésion tympanale (os tympanal) : la lésion se trouve au niveau de l’os du conduit auditif externe, sans hématome rétro-tympanique.","Analysis"
"Quels sont les moyens thérapeutiques médicaux de la fracture du rocher ?","Corticothérapie, vasodilatateurs, antibiotiques, anti-vertigineux, diurétiques.","Recall"
"Quelles sont les indications chirurgicales dans la fracture du rocher ?","1) Paralysie faciale immédiate → exploration et décompression du nerf facial ; 2) Section totale du nerf facial → suture ou greffe ; 3) Perforation tympanique sans cicatrisation à 6 mois → myringoplastie ; 4) Lésion des osselets → ossiculoplastie ; 5) Fistule périlymphatique → colmatage chirurgical ; 6) Cophose bilatérale → implant cochléaire.","Application"
"Comment traiter une surdité de transmission par perforation tympanique dans la fracture du rocher ?","Attendre 6 mois pour une cicatrisation spontanée. Si absence de fermeture au-delà de 6 mois, myringoplastie.","Recall"
"Comment traiter une surdité de perception (lésion translabyrinthique) ?","Vasodilatateurs et corticoïdes.","Recall"
"Quel est le traitement d’une fistule périlymphatique ?","Colmatage de la fistule par chirurgie.","Recall"
"Un patient polytraumatisé présente une otorragie. Que devez-vous suspecter jusqu’à preuve du contraire ?","Fracture du rocher. Le document précise : « Otorragie (lors d’un traumatisme crânien, = fracture du rocher jusqu’à preuve du contraire) ».","Analysis"
"Quelles sont les deux séquelles fonctionnelles possibles après fracture du rocher ?","Séquelles au niveau du nerf facial et séquelles au niveau de la cochlée.","Recall"
