question,option1,option2,option3,option4,answer,explanation,difficulty
"Le rocher fait partie de quel os ?","Os frontal","Os temporal","Os pariétal","Os occipital","2","Le document indique : Rocher : os qui fait partie de l’os temporal.","Easy"
"La fracture longitudinale du rocher représente quel pourcentage des cas ?","50-60%","70-80%","30-40%","10-20%","2","Le document précise : Fracture longitudinale isolée : forme la plus fréquente, 70-80%.","Easy"
"Dans la fracture longitudinale du rocher, le trait de fracture est :","Parallèle à l’axe du rocher","Perpendiculaire à l’axe du rocher","Transversal par rapport au rocher","Vertical pur","1","Le document indique : Le trait de fracture est parallèle à l’axe du rocher et extra-labyrinthique.","Easy"
"L’otorragie lors d’un traumatisme crânien évoque jusqu’à preuve du contraire :","Une fracture du conduit auditif externe","Une fracture du rocher","Une rupture tympanique simple","Une hémorragie cérébrale","2","Le document précise : Otorragie (lors d’un traumatisme crânien, = fracture du rocher jusqu’à preuve du contraire).","Easy"
"L’ecchymose rétro-auriculaire au niveau de l’os mastoïde est appelée :","Signe de Battle","Signe de Claude Bernard","Signe de Kernig","Signe de Babinski","1","Le document indique : Hématome ou ecchymose rétro-auriculaire (au niveau de l’os mastoïde) = signe de BATTLE.","Easy"
"La fracture transversale du rocher représente quel pourcentage des cas ?","50-60%","30-40%","10-30%","5-10%","3","Le document indique : Fracture transversale isolée : 10-30% des cas.","Easy"
"Dans la fracture transversale du rocher, le trait de fracture est :","Parallèle à l’axe du rocher","Perpendiculaire à l’axe du rocher","Oblique par rapport au rocher","Circulaire","2","Le document précise : Lésion transversale et translabyrinthique, perpendiculaire à l’axe du rocher.","Easy"
"La cophose est définie comme :","Une perte partielle de l’audition","Une perte totale de l’audition, vraie surdité","Un bourdonnement d’oreille","Un vertige positionnel","2","Le document indique : Cophose (perte totale de l’audition, vraie surdité).","Easy"
"La fracture de la pointe du rocher entraîne typiquement une paralysie :","Du nerf facial (VII)","Du nerf optique (II)","Du nerf oculo-moteur (VI)","Du nerf trijumeau (V)","3","Le document précise : Fracture de la pointe du rocher : +++ atteinte du VI : paralysie oculo-motrice.","Easy"
"La fistule périlymphatique se manifeste cliniquement par :","Une otorragie","Une otoliquorrhée","Un vertige","Une cophose","3","Le document indique que le vertige peut être secondaire à une fistule périlymphatique.","Easy"
"Le signe de Battle est un(une) :","Ecchymose rétro-auriculaire","Hémotympan","Perforation tympanique","Paralysie faciale","1","Le document indique : Hématome ou ecchymose rétro-auriculaire (au niveau de l’os mastoïde) = signe de BATTLE.","Easy"
"L’hypoacousie de type transmission oriente vers :","Une fracture longitudinale","Une fracture transversale","Une fracture mixte","Une fracture de la pointe","1","Le document indique : Fracture longitudinale : Hypoacousie, de type transmission.","Easy"
"L’atteinte du nerf trijumeau (V) lors d’une fracture du rocher se manifeste par :","Une paralysie faciale","Un trouble de la sensibilité de la face","Une otorragie","Un vertige","2","Le document précise : Si lésion plus large (pointe du rocher) : atteinte du V : atteinte trijuminate = trouble de la sensibilité de la face.","Easy"
"La fracture ouverte du rocher est le plus souvent secondaire à :","Un choc latéral","Un choc frontal","Un trait par balle","Une chute de hauteur","3","Le document indique : Fracture ouverte du rocher : Rare, secondaire à un trait par balle.","Easy"
"Dans la fracture du rocher avec lésion cérébrale, il s’agit d’une urgence :","ORL","Neurochirurgicale","Médicale","Ophthalmologique","2","Le document précise : Fracture du rocher avec lésion cérébrale : URGENCE NEURO-CHIRURGICALE.","Easy"
"L’acoumétrie est un examen qui utilise :","Le scanner","Le diapason","L’otoscope","Le microscope","2","Le document indique : Acoumétrie (test au diapason pour déterminer si surdité de transmission ou de perception).","Easy"
"La fracture longitudinale du rocher est due à :","Un choc frontal","Un choc occipital","Un choc latéral point d’impact temporo-pariétal","Un choc vertical","3","Le document précise : Fracture longitudinale isolée : secondaire à un choc latéral : point d’impact temporo-pariétal.","Easy"
"L’hémotympan correspond à :","Une ecchymose rétro-auriculaire","Une hémorragie dans la caisse du tympan","Une perforation tympanique","Une fuite de LCS","2","Le document indique : Otoscopie : hémotympan (50-90% des cas si pas de perforation). L’hémotympan est du sang dans l’oreille moyenne visible derrière le tympan.","Easy"
"L’otoliquorrhée est définie comme :","Un écoulement de sang par l’oreille","Un écoulement de pus par l’oreille","Une fuite de LCS au niveau de l’oreille","Une fuite de LCS par le nez","3","Le document indique : Otoliquorrhée ou rhinoliquorrhée : fuite de LCS au niveau de l’oreille ou au niveau du nez.","Easy"
"Dans la fracture longitudinale, le trait est décrit comme :","Translabyrinthique","Extra-labyrinthique","Intra-labyrinthique","Péri-labyrinthique","2","Le document précise : Le trait de fracture est parallèle à l’axe du rocher et extra-labyrinthique.","Easy"
"La fracture transversale du rocher est due à :","Un choc latéral","Un choc temporo-pariétal","Un choc frontal ou occipital","Un choc direct sur l’oreille","3","Le document indique : Fracture transversale isolée : dû à un choc frontal ou occipital.","Easy"
