question, option1, option2, option3, option4, answer, explanation, difficulty
"Quelle est la définition d'une métrorragie ?", "Augmentation du volume des règles", "Hémorragie anormale d'origine utérine extériorisée entre les règles", "Cycle inférieur à 25 jours", "Règles anormalement abondantes et prolongées", "2", "Le document : 'Métrorragie : hémorragie anormale d'origine utérine, extériorisée par le col utérin entre les règles'", "Easy"
"Quelle est la définition d'une ménorragie ?", "Hémorragie entre les règles", "Augmentation du volume des règles", "Cycle inférieur à 25 jours", "Règles anormalement abondantes et prolongées", "2", "Le document : 'Ménorragie : Augmentation du volume des règles'", "Easy"
"Qu'est-ce que la polyménorrhée ?", "Augmentation du volume des règles", "Hémorragie entre les règles", "Augmentation de la fréquence des règles (cycle inférieur à 25 jours)", "Règles anormalement abondantes et prolongées", "3", "Le document : 'Polyménorrhée : augmentation de la fréquence des règles (cycle inférieur à 25 jours)'", "Easy"
"Qu'est-ce que l'hyperménorrhée ?", "Cycle inférieur à 25 jours", "Règles anormalement abondantes et prolongées", "Hémorragie entre les règles", "Augmentation du volume des règles", "2", "Le document : 'Hyperménorrhée : règles anormalement abondantes et prolongées'", "Easy"
"Quel est le score utilisé pour évaluer objectivement les pertes sanguines ?", "Score de Glasgow", "Score d'Apgar", "Score de Higham (PCBACS)", "Score de Karnofsky", "3", "Le document : 'Evaluation objective des pertes sanguines : PCBACS (Pictorial Blood Loss Assessment Chart Score) Score de Higham'", "Easy"
"Quel examen biologique est systématique devant une métrorragie ?", "CRP seule", "Dosage de b-HCG plasmatique ou TDG urinaire", "Bilan hépatique", "Ionogramme", "2", "Le document : 'Dosage de b-HCG plasmatique, ou TDG urinaire'", "Easy"
"Quelle est la cause de métrorragie la plus fréquente chez la petite fille en période pubertaire ?", "Tumeur oestrogéno-sécrétante", "Trouble de la coagulation", "Fonctionnelle par immaturité de l'axe hypothalamo-hypophysaire", "Prise d'œstrogènes accidentelle", "3", "Le document : 'Troubles du cycle : Fonctionnelle par immaturité de l'axe hypothalamo-hypophysaire'", "Medium"
"Quelle est l'étiologie cervicale de métrorragie ?", "Fibrome utérin", "Cervicite, cancer du col, polype accouché, tumeur ulcérante", "Hyperplasie de l'endomètre", "Salpingite", "2", "Le document : 'Col de l'utérus : Cervicite, Cancer du col, Tumeur ulcérante ou bourgeonnante, Polype accouché par le col'", "Easy"
"Quelle est l'étiologie utérine la plus fréquente de métrorragie ?", "Cancer de l'endomètre", "Fibrome utérin", "Hyperplasie de l'endomètre", "Polype utérin", "2", "Le document : 'Fibrome utérin' comme étiologie du corps utérin", "Easy"
"Quel est le terrain du cancer de l'endomètre ?", "Jeune femme", "HTA, diabète, obésité", "Femme ménopausée uniquement", "Femme tabagique", "2", "Le document : 'Terrain : HTA, diabète, obésité'", "Easy"
"Quel examen est obligatoire devant une métrorragie en période ménopausique ?", "IRM", "Curetage biopsique, hystéroscopie", "Scanner", "Échographie seule", "2", "Le document : 'Diagnostic : Curetage biopsique, hystéroscopie (OBLIGATOIRE)'", "Easy"
"Quelle contraception peut être responsable de spotting (métrorragies peu abondantes) ?", "DIU au cuivre", "Contraceptifs progestatifs (injectables, Implanon, Mirena)", "Pilule œstroprogestative", "Stérilet en place", "2", "Le document : 'Peu abondante (spotting) : contraceptif progestatif (injectables : Confiance, Depo provera, Implanon, Mirena)'", "Medium"
