"front","back","cognitive_level"
"Que sont les neuroblastomes ?","Ce sont des tumeurs embryonnaires malignes du tissu sympathique, se développant aux dépens de la crête neurale (de la région cervicale au petit bassin). La localisation abdominale est la plus fréquente.","Recall"
"Quelle est la fréquence et la répartition par âge des neuroblastomes ?","1/10 000 naissances. 95% se voient avant l'âge de 8 ans, 50% autour de l'âge de 2 ans.","Recall"
"Quelle est la particularité des neuroblastomes concernant les métastases au moment du diagnostic ?","Près de 60% sont métastatiques au moment du diagnostic. Il existe des cas qui ont déjà fait des métastases avant la période anténatale.","Recall"
"Quel est l'aspect macroscopique habituel du neuroblastome ?","Habituellement, la tumeur principale est mal limitée, infiltrante. Dans les formes néonatales, la tumeur est bien limitée, encapsulée, mollasse et d'exérèse facile.","Recall"
"Quelles sont les deux localisations possibles du neuroblastome selon le document ?","Latérale (dans la loge surrénalienne, ganglions latéro-aortiques ou latéro-caves) ou centrale (péri vasculaire, développée aux dépens du sympathique péri-aortique, au contact de l'AMS, du tronc cœliaque et de l'origine de la veine porte).","Recall"
"Quelles sont les variantes microscopiques du neuroblastome ?","Ganglioneuroblastome et ganglioneurome (lésion bénigne).","Recall"
"Comment peut-on diagnostiquer un neuroblastome en période anténatale ?","À partir de la 29 SA, l'échographie montre une lésion surrénalienne (kystique ou solide). Ces neuroblastomes fœtaux peuvent métastaser in utero sur le foie et le placenta.","Recall"
"Quels sont les signes révélateurs post-nataux du neuroblastome ?","Habituellement : masse abdominale, dure, souvent irrégulière, parfois très volumineuse, et surtout fixée. Plus rare : tableau de compression médullaire (tumeur en sablier). Exceptionnellement : métastases (douleurs osseuses, métastases orbitaires, gros foie), diarrhée motrice, syndrome oculo-cérébello-myoclonique.","Recall"
"Quels sont les aspects du neuroblastome à l'imagerie ?","Échographie : masse plus ou moins bien limitée, solide. TDM : extension tumorale. La tumeur présente des calcifications 8 fois sur 10, siège postérieur. ASP : images de calcification. IRM également.","Recall"
"Quel est le diagnostic biologique pathognomonique du neuroblastome ?","L'élévation des catécholamines urinaires (VMA, HVA et dopamine) se voit dans 95% des neuroblastomes – c'est PATHOGNOMONIQUE.","Recall"
"Quels autres marqueurs biologiques sont augmentés dans le neuroblastome ?","Ferritinémie, NSE, LDH (augmentation).","Recall"
"Quel examen est utilisé en cas de doute pour les métastases ?","La scintigraphie à la MIBG (Méta Iodo Benzyl Guanidine).","Recall"
"Quand utilise-t-on la ponction biopsie à l'aiguille fine dans le neuroblastome ?","Si tout est négatif (imagerie + marqueurs), on réalise une ponction biopsie à l'aiguille fine.","Recall"
"Quels éléments recherche-t-on dans le bilan d'extension du neuroblastome ?","Scanner : taille maximum, localisation par rapport à la ligne médiane, rapports avec gros vaisseaux, ADP satellites. Pour tumeurs très postérieures : rapports avec trous de conjugaison et prolongement intra-canalaire (IRM). Métastases médullaires : myélogrammes, biopsies médullaires. Amplification du proto-oncogène N-myc (intérêt pronostique).","Recall"
"Quels sont les trois objectifs de la chirurgie dans le neuroblastome ?","1. Exérèse complète de la tumeur principale et des adénopathies. 2. Éviter une mutilation. 3. Bilan rigoureux (traitement post-opératoire).","Recall"
"Quelles sont les voies d'abord chirurgicales pour le neuroblastome ?","Voie d'abord transversale, pouvant être agrandie en thoracophrénolaparotomie. Pour tumeur en sablier : laminectomie (ouverture de la colonne vertébrale).","Recall"
"Pourquoi la radiothérapie est-elle moins utilisée actuellement dans le neuroblastome ?","Car elle entraîne des séquelles : destruction des cartilages de conjugaison.","Recall"
"Quelles sont les indications thérapeutiques selon l'âge et le caractère métastatique ?","Chez l'enfant de moins de 1 an : chirurgie d'emblée (meilleur pronostic). Tumeurs non métastatiques : chirurgie d'emblée discutée – chimiothérapie. Tumeurs métastatiques : chimiothérapie puis chirurgie secondaire.","Recall"
"Quel est le pronostic global du neuroblastome ?","Pronostic réservé, encore grave.","Recall"
"Un enfant de 2 ans présente une masse abdominale dure, fixe, irrégulière. Les marqueurs urinaires montrent une élévation de VMA, HVA et dopamine. Quel diagnostic est quasi certain et quel examen d'imagerie montrerait des calcifications ?","Neuroblastome (élévation des catécholamines pathognomonique). L'ASP (abdomen sans préparation) ou la TDM montrerait des calcifications (8 fois sur 10).","Application"
"Qu'est-ce qu'une tumeur en sablier dans le neuroblastome ?","Tumeur qui s'étend dans le canal rachidien, responsable d'une compression médullaire.","Recall"
"Quel est le syndrome neurologique rare associé au neuroblastome ?","Syndrome oculo-cérébello-myoclonique.","Recall"
