"front","back","cognitive_level"
"Quelle est la durée d'incubation des oreillons ?","15 à 24 jours, moyenne 19 jours.","Recall"
"Quel est le signe clinique caractéristique de la parotidite ourlienne au niveau du lobule de l'oreille ?","Le lobule de l'oreille est refoulé en haut et en dehors. Le document précise : 'parotidite ourlienne refoulant le lobule de l'oreille en haut et en dehors'.","Recall"
"Qu'est-ce qui comble le sillon rétro-maxillaire dans la parotidite ourlienne ?","L'inflammation parotidienne, ce qui différencie la parotidite d'une adénite. Document : 'comblement du sillon rétro maxillaire (différentiel : adénite)'.","Recall"
"Quel aspect du visage peut donner la parotidite ourlienne bilatérale ?","Un aspect en forme de poire.","Recall"
"À quel âge les oreillons sont-ils rares ?","Avant 2 ans. Document : 'Infection rare avant 2 ans'.","Recall"
"Citez 3 complications fréquentes des oreillons chez l'enfant.","Orchite ourlienne, méningo-encéphalite, pancréatite.","Recall"
"Quelle est la fréquence de l'orchite ourlienne chez le sujet pubère ?","20% des cas.","Recall"
"Quel est le signe de Prehn et quelle est sa valeur dans l'orchite ourlienne ?","Le signe de Prehn est négatif dans l'orchite ourlienne. Document : 'Signe de Prehn (-)'. (Le signe de Prehn positif évoque une épididymite, négatif une torsion ou orchite)","Recall"
"Quelle est la fréquence de l'atrophie testiculaire séquellaire après orchite ourlienne ?","50% des cas. Document : 'Atrophie testiculaire séquellaire dans 50% des cas, stérilité rare'.","Recall"
"Quelle est la fréquence de la pancréatite ourlienne ?","4% des cas.","Recall"
"Quelle est la localisation extra-glandulaire la plus fréquente des oreillons ?","Les localisations neuroméningées (méningite lymphocytaire). Document : 'Localisations neuroméningées : les plus fréquentes des localisations extra-glandulaires'.","Recall"
"Quelle est la fréquence de la méningite ourlienne ?","1 à 10% des cas, souvent infraclinique.","Recall"
"Dans quel pourcentage des cas de méningite ourlienne n'y a-t-il pas d'atteinte glandulaire associée ?","Dans 1 cas sur 2 (50%). Document : 'sans atteinte glandulaire dans 1 cas sur 2'.","Recall"
"Quelle est la mortalité de l'encéphalite ourlienne ?","1 à 5% des cas. Document : 'Encéphalite rare 1/5000 à 1/10.000 cas, décès dans 1-5% des cas'.","Recall"
"Quelle séquelle définitive peut survenir après une encéphalite ourlienne ?","Surdité parfois définitive.","Recall"
"Quand les examens paracliniques sont-ils utiles dans les oreillons ?","En cas de doute diagnostique : atteinte unilatérale, récidivante (VIH), patient vacciné ; ou de localisation extra-parotidienne isolée.","Recall"
"Quel examen biologique simple oriente vers le diagnostic d'oreillons ?","Absence d'hyperleucocytose, hyperamilasémie. Document : 'Orientation diagnostique : absence d'hyperleucocytose, hyperamilasémie'.","Recall"
"Quel est l'examen de confirmation virologique des oreillons ?","RT-PCR (salive, sang, LCS dans les 4 premiers jours suivant le début des symptômes) ou sérologie (en l'absence de vaccination antérieure).","Recall"
"Citez 4 diagnostics différentiels de parotidite ourlienne.","1) Parotidite bactérienne suppurative ; 2) Parotidite due au VIH ; 3) Autres parotidites virales ; 4) Troubles métaboliques (urémie, diabète sucré) ; 5) Syndrome de Mikulicz ; 6) Tumeurs ; 7) Hypertrophie médicamenteuse. (Le document en cite plusieurs)","Recall"
"Quel est le réservoir du virus ourlien ?","Réservoir strictement humain.","Recall"
"Quel est le mode de transmission du virus ourlien ?","Par gouttelettes de salive.","Recall"
"Quel est le traitement des oreillons ?","Symptomatique : repos, antalgique (paracétamol), aliments mous (éviction des acides), hydratation correcte, port de suspensoir si orchite.","Recall"
"Quelle est la durée d'isolement recommandée pour un patient atteint d'oreillons ?","5 jours après l'apparition de la parotidite. Document : 'Isolement des patients infectés et précautions standard contre les gouttelettes respiratoires pendant 5 jours après l'apparition de la parotidite'.","Recall"
"Quel vaccin protège contre les oreillons et à quel âge est-il administré ?","Vaccin trivalent ROR (rougeole-oreillons-rubéole) dès 12 mois puis entre 16-18 mois.","Recall"
"Expliquez le mécanisme de la parotidite ourlienne.","Inflammation parotidienne due au virus ourlien (Paramyxoviridae), d'abord unilatérale puis bilatérale, refoulant le lobule de l'oreille en haut et dehors, comblant le sillon rétro-maxillaire, donnant un aspect en poire au visage.","Understanding"
"Comparez l'orchite ourlienne et la torsion testiculaire.","Orchite ourlienne : survient 4-8 jours après parotidite, recrudescence fébrile, douleurs testiculaires irradiant à l'abdomen, signe de Prehn négatif, tuméfaction très douloureuse, évolution 1-2 semaines, atrophie dans 50% des cas. Torsion testiculaire : douleur brutale sans antécédent de parotidite. Le document donne la torsion comme diagnostic différentiel.","Analysis"
"Quelle est la particularité de la méningite ourlienne par rapport à une méningite bactérienne ?","La méningite ourlienne est lymphocytaire (LCS clair, lymphocytes), d'évolution favorable sans séquelle, pas d'indication d'antiviral. La méningite bactérienne est purulente (polynucléaires).","Analysis"
