"question","answer","explanation","difficulty"
"Quels sont les quatre objectifs de l'apprentissage sur les oreillons selon le document ?","1. Connaître les arguments diagnostiques ; 2. Énumérer les complications les plus fréquentes ; 3. Connaître les indications de bilan paraclinique ; 4. Citer 4 diagnostics différentiels de parotidite ourlienne.","Document: OBJECTIFS","Easy"
"Décrivez la phase d'état de la parotidite ourlienne.","Inflammation parotidienne, d'abord unilatérale puis bilatérale, refoulant le lobule de l'oreille en bas et en dehors, comblement du sillon rétro maxillaire donnant un aspect en poire au visage. Turgescence de l'orifice du canal de Sténnon.","Document: 'Parotidite ourlienne'","Easy"
"Citez trois complications des oreillons.","Orchite/épididymite, pancréatite, méningite/encéphalite.","Document: 'Gravité : orchite ourlienne, méningo-encéphalite et pancréatite'","Easy"
"Quels sont les deux examens de confirmation diagnostique des oreillons ?","RT-PCR (salive, sang, LCS dans les 4 premiers jours) ou sérologie (en l'absence de vaccination antérieure).","Document: 'Confirmation diagnostique : Détection du virus par RT-PCR ... ou sérologie'","Easy"
"Citez quatre diagnostics différentiels de la parotidite ourlienne.","Parotidite bactérienne suppurative, parotidite due au VIH, autres parotidites virales, troubles métaboliques (urémie, diabète), syndrome de Mikulicz, tumeurs, hypertrophie médicamenteuse (au choix quatre).","Document: 'DIAGNOSTIC DIFFÉRENTIEL'","Easy"
"Quelle est la particularité de l'incubation des oreillons ?","Longue, de 15 à 24 jours avec une moyenne de 19 jours.","Document: 'Incubation : longue : 15-24 jours (moyenne=19 jours)'","Easy"
"Quels sont les signes généraux des oreillons chez l'adolescent par rapport au petit enfant ?","Plus marqués chez l'adolescent (fièvre modérée, AEG, refus d'alimentation) alors que peu marqués chez le petit enfant.","Document: 'SG peu marqués chez le petit enfant, plus marqués chez l'adolescent'","Easy"
"Quelle est l'évolution typique de l'orchite ourlienne ?","Recrudescence fébrile, douleurs testiculaires, tuméfaction douloureuse, signe de Prehn négatif, évolution favorable en 1-2 semaines, atrophie testiculaire dans 50% des cas.","Document: description de l'orchite","Easy"
"Expliquez pourquoi la méningite ourlienne est souvent infraclinique.","Elle est souvent asymptomatique ou peu symptomatique, ne nécessitant pas d'investigation, et survient dans 1 à 10% des cas.","Document: 'Souvent infraclinique, 1-10% des cas'","Medium"
"Quel est le tropisme du virus ourlien et quelles en sont les conséquences cliniques ?","Tropisme glandulaire (parotides, testicules, pancréas) et neurologique. Conséquences : parotidite, orchite, pancréatite, méningite, encéphalite.","Document: 'Virus à tropisme glandulaire (parotide, testicule, pancréas) et neurologique'","Medium"
"Comparez la parotidite ourlienne et l'adénite cervicale sur le plan sémiologique.","La parotidite ourlienne comble le sillon rétro maxillaire et refoule le lobule de l'oreille en bas et en dehors ; l'adénite ne comble pas ce sillon.","Document: 'comblement du sillon rétro maxillaire (différentiel : adénite)'","Medium"
"Quand faut-il réaliser des examens paracliniques pour une suspicion d'oreillons ?","En cas de doute diagnostique : atteinte unilatérale, récidivante (VIH), patient vacciné, ou localisation extra-parotidienne isolée.","Document: 'Inutiles qu'en cas de doute diagnostique : atteinte unilatérale, récidivante (VIH), patient vacciné ; ou de localisation extra-parotidienne isolée'","Medium"
"Quelle est l'utilité de l'hyperamilasémie dans les oreillons ?","C'est un examen d'orientation diagnostique, mais non spécifique.","Document: 'Orientation diagnostique : ... hyperamilasémie'","Medium"
"Décrivez le syndrome de Mikulicz.","Augmentation chronique du volume des parotides et des glandes lacrymales, indolore, d'étiologie inconnue, observée dans tuberculose, sarcoïdose, LED, leucémies ou lymphosarcomes.","Document: 'Syndrome de Mikulicz'","Medium"
"Quels sont les signes cliniques de la pancréatite ourlienne ?","Nausées intenses, vomissements et douleurs épigastriques vers la fin de la première semaine.","Document: 'Nausées intenses, vomissements et douleurs épigastriques vers la fin de la 1ère semaine'","Medium"
"Pourquoi l'orchite ourlienne peut-elle simuler une torsion testiculaire ?","Par la douleur testiculaire aiguë, l'œdème et l'irradiation abdominale. Le signe de Prehn négatif ne permet pas de différencier (il est négatif dans les deux).","Document: 'différentiel : torsion testiculaire' et 'Signe de Prehn (-)'","Difficult"
"Un enfant de 4 ans non vacciné présente une parotidite bilatérale typique. A-t-on besoin d'une RT-PCR ? Justifiez.","Non, car le diagnostic est clinique. Les examens paracliniques sont inutiles en cas de présentation typique.","Document: 'Inutiles qu'en cas de doute diagnostique'","Medium"
"Quelle est la conduite à tenir devant une méningite lymphocytaire avec hypoglycorachie chez un enfant non vacciné ?","Évoquer une méningite ourlienne, tuberculeuse ou à listéria. Faire une RT-PCR ourlienne sur LCS, et une recherche de tuberculose.","Document: 'Méningite lymphocytaire : comme listériose, tuberculose' et RT-PCR ourlienne","Difficult"
"Un adolescent a une orchite droite sans parotidite préalable. Quels diagnostics évoquez-vous ?","Orchite ourlienne (forme isolée), torsion testiculaire, épididymite bactérienne.","Document: 'Localisations extra-glandulaires pouvant apparaître avant la parotidite ou être isolées' et 'différentiel : torsion testiculaire'","Difficult"
"Quel est l'intérêt de la vaccination ROR dans la prévention des oreillons ?","Protection efficace, modifie l'épidémiologie, réduit les complications.","Document: 'Protection vaccinale efficace' et 'épidémiologie transformée depuis la vaccination'","Easy"
"Un patient vacciné par ROR présente une parotidite unilatérale. Quel est le diagnostic le plus probable ?","Parotidite due au VIH, ou autre cause non ourlienne, car la vaccination protège.","Document: 'atteinte unilatérale, récidivante (VIH)' dans indications des examens","Medium"
