"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'hyperkaliémie selon le document ?","Potassium plasmatique > 4,5 mmol/l","Potassium plasmatique > 5 mmol/l","Potassium plasmatique > 5,5 mmol/l","Potassium plasmatique > 6 mmol/l","2","Le document définit : ''Potassium plasmatique > 5mmol/l''.","Easy"
"Quel est le seuil de potassium théoriquement létal selon le document ?","6 mmol/l","7 mmol/l","8 mmol/l","9 mmol/l","3","Le document indique : ''en théorie : K 8mmol/l = létal''.","Easy"
"Quel est le délai d'action du chlorure ou gluconate de calcium à 10% par voie IV ?","1 à 3 minutes","30 à 60 minutes","1 à 2 heures","1 à 4 heures","1","Le document précise : ''Agit en 1 à 3 minutes''.","Easy"
"Quel est le délai d'action de l'insuline dans le traitement de l'hyperkaliémie ?","1 à 3 minutes","30 à 60 minutes","1 à 2 heures","1 à 4 heures","3","Le document indique : ''Agit en 1 à 2 heures'' pour l'insuline.","Easy"
"Quel est le délai d'action du salbutamol dans le traitement de l'hyperkaliémie ?","1 à 3 minutes","30 à 60 minutes","1 à 2 heures","Non précisé","4","Le document ne précise pas le délai d'action du salbutamol, contrairement aux autres traitements.","Easy"
"Quel est le délai d'action du soluté bicarbonaté isotonique (1,4 g%) ?","1 à 3 minutes","30 à 60 minutes","1 à 2 heures","1 à 4 heures","2","Le document précise : ''Délai d'action : entre 30 et 60 minutes''.","Easy"
"Quel est le délai d'action des diurétiques de l'anse (furosémide, bumétamide) ?","1 à 3 minutes","30 à 60 minutes","1 à 2 heures","1 à 4 heures","4","Le document indique : ''Délai d'action : 1 à 4h''.","Easy"
"Quelle est la dose de salbutamol en nébulisation pour le traitement de l'hyperkaliémie ?","5 mg","10 mg","20 mg","40 mg","3","Le document précise : ''= 20mg en nébulisation'', soit 4 fois celle de l'asthme.","Easy"
"Quelle est la principale contre-indication du salbutamol dans l'hyperkaliémie ?","Insuffisance rénale","Sujets coronariens","Diabète","Asthme","2","Le document indique : ''Contre-indication : sujets coronariens''.","Easy"
"Quelle est la dose de Kayexalate (résine échangeuse d'ions) per os selon le document ?","15 à 30 g toutes les 4 à 6 heures","30 à 60 g toutes les 6 heures","5 à 10 g toutes les 8 heures","50 à 100 g par jour","1","Le document précise : ''Kayexalate : 15 à 30 g toutes les 4 à 6 heures en p.o''.","Easy"
