"front","back","cognitive_level"
"À quel âge un enfant tient-il sa tête selon le document ?","3-4 mois. Le document indique : '3-4 mois : tient la tête'.","Recall"
"Quel est le repère pour définir un retard de la marche ?","18 mois. Le document précise : '18 mois : sans marche = retard de la marche'.","Recall"
"À 6 mois, que signifie une préférence manuelle droite ou gauche ?","C'est une latéralisation précoce, anormale. Le document dit : '6 mois : commence à attraper, sans préférence D ou G sinon = latéralisation précoce'.","Understanding"
"Quels sont les signes d'alerte comportementaux à rechercher à 12 mois ?","Absence de pointage du doigt, absence de gestes sociaux (coucou, bye bye), absence de rire aux éclats quand le visage est caché. Document : 'Absence à 12 mois : pointage du doigt, gestes sociaux : coucou, bye bye, visage caché -> rire aux éclats'.","Recall"
"À quel âge un enfant doit-il associer 2 mots, et quel est le retard correspondant ?","2 ans. Le document indique : '2 ans : n'associe pas 2 mots = retard (pipi zah, lasa izy)'.","Recall"
"Expliquez ce qu'est le signe de Gowers et sa valeur clinique.","Le signe de Gowers (+) indique un problème neuromusculaire : l'enfant n'arrive pas à se lever d'un coup. Document : 'Signe de Gowers (+) : problème neuro musculaire, n'arrive pas à se lever d'un coup'.","Understanding"
"Quelles sont les trois origines étiologiques du retard de développement psychomoteur selon le document ?","Origine périnatale (asphyxie périnatale, souffrance aiguë), origine prénatale (maladie chromosomique, infection materno-fœtale), origine post-natale (traumatisme, carences majeures, sévices majeurs, psychopathologie parentale marquée).","Understanding"
"Si un enfant de 9 mois ne se déplace pas à 4 pattes, s'agit-il d'un retard de DPM ?","Non. Le document précise : '9-10 mois : capable de se déplacer (le déplacement à 4 patte ne fait pas partie de retard de DPM)'. Donc l'absence de déplacement à 4 pattes n'est pas un signe de retard.","Analysis"
"Quels bilans sensoriels sont recommandés en cas de suspicion de trouble du langage ou de lecture ?","Acuité visuelle, acuité auditive (audiogramme +++), dépistage simple des troubles du langage ou de lecture. Document : 'Bilan sensoriel : acuité visuelle, acuité auditive (audiogramme+++), dépistage simples troubles du langage ou de lecture'.","Application"
"Quelles sont les conditions d'examen requises pour évaluer le développement psychomoteur d'un enfant ?","Pièce calme, sur les genoux d'une personne connue, activités ludiques, collaboration avec les parents, responsables de crèche, orphelinat, instituteurs.","Recall"
"À la naissance, décrivez la posture normale en décubitus dorsal (DD).","Hypertonie des membres et hypotonie axiale. Document : 'DD : Hypertonie des membres, Hypotonic axiale'.","Recall"
"Quels examens paracliniques sont indiqués en cas de régression des acquisitions ?","Bilan métabolique. Document : 'Bilan métabolique (régression des acquisitions)'.","Recall"
