"question","answer","explanation","difficulty"
"L’exophtalmie est définie comme une protrusion du globe oculaire en dehors de l’orbite.","True","Le document indique : « Protrusion du globe oculaire en dehors de l’orbite, due à une augmentation de volume de son contenu ».","Easy"
"La valeur normale à l’exophtalmomètre de Hertel est de 25 mm.","False","Le document précise : « Normal à 18mm environ ».","Easy"
"Une exophtalmie est retenue si la différence entre les deux yeux est supérieure à 2 mm.","True","Le document indique : « Exophtalmie si > 21 mm ou si différence > 2 mm entre les deux yeux ».","Easy"
"Le scanner centré sur l’orbite est demandé en deuxième intention après l’IRM.","False","Le document précise : « Scanner centré sur l’orbite systématique et demandé en première intention ».","Easy"
"La compression du nerf optique dans l’exophtalmie expose à une atrophie optique irréversible.","True","Le document indique : « Risque d’atrophie optique irréversible ».","Easy"
"L’exophtalmie basedowienne est toujours bilatérale.","False","Le document précise : « NB : Basedow peut rester unilatérale ».","Easy"
"La fistule carotido-caverneuse est caractérisée par une exophtalmie non pulsatile.","False","Le document indique : « Fistule carotido-caverneuse : Exophtalmie pulsatile +++ ».","Easy"
"Le rhabdomyosarcome est une tumeur bénigne de l’enfant.","False","Le document précise : « Rhabdomyosarcome : tumeur musculaire striée, la plus fréquente des tumeurs malignes orbitaires de l’enfant ».","Easy"
"Le kyste dermoïde siège typiquement au niveau de l’angle supéro-externe de l’orbite.","True","Le document indique : « siège au niveau de l’angle supéro-externe de l’orbite (queue du sourcil) ».","Easy"
"Les varices orbitaires provoquent une exophtalmie fixe et indolore.","False","Le document précise : « Varices orbitaires : exophtalmie variable, en accordéon, augmente à l’effort, Valsalva ».","Easy"
"La radiothérapie orbitaire est indiquée en première intention dans toute exophtalmie.","False","Le document mentionne la radiothérapie uniquement « en cas d’exophtalmie maligne de Basedow ».","Easy"
"La myopie forte est un diagnostic différentiel de l’exophtalmie.","True","Le document liste : « Myopie forte (longueur axiale > 25-27 mm) » parmi les diagnostics différentiels.","Easy"
"L’exorbitisme correspond à une augmentation du volume orbitaire.","False","Le document indique : « Exorbitisme : protrusion par diminution du volume orbitaire ».","Easy"
"La buphtalmie est un glaucome congénital pouvant simuler une exophtalmie.","True","Le document cite « Buphtalmie par glaucome congénital » comme diagnostic différentiel.","Easy"
"Le fond d’œil peut montrer un œdème papillaire en cas de compression du nerf optique.","True","Le document indique : « Œdème papillaire = HTIC/ compression du nerf optique ».","Easy"
"La vitamine A pommade ophtalmique est utilisée pour lubrifier la cornée.","True","Le document précise : « Vitamine A pommade ophtalmique (régénère la cornée) » dans le traitement symptomatique.","Easy"
"La blépharorraphie est le traitement médical de première intention de l’exposition cornéenne.","False","Le document indique : « Blépharorraphie : si échec du traitement médical ». Le traitement médical de première intention est les larmes artificielles.","Easy"
"Le lymphome orbitaire touche préférentiellement l’enfant.","False","Le document précise : « Lymphome de l’orbite : Sujet âgé ».","Easy"
"Les métastases orbitaires peuvent révéler un cancer du poumon, du rein ou du sein.","True","Le document indique : « recherche primitive : cancers du poumon, du rein, du sein ».","Easy"
"La cellulite orbitaire est une urgence thérapeutique.","True","Le document précise : « traitement repose sur une hospitalisation avec antibiothérapie d’urgence ».","Easy"
"L’interrogatoire oriente le diagnostic étiologique dans 9 cas sur 10.","True","Le document indique : « Interrogatoire : Important, oriente dans 9/10 ».","Easy"
"Le kyste hydatique orbitaire est fréquent en France métropolitaine.","False","Le document précise : « Kyste hydatique exceptionnel (surtout en Afrique du Nord) ».","Easy"
"Le gliome du nerf optique évolue rapidement.","False","Le document indique : « Gliome du nerf optique : Evolution lente ».","Easy"
"Une exophtalmie axile est une protrusion du globe vers l’avant sans déviation.","True","Par opposition à l’exophtalmie oblique, l’axile est directe.","Easy"
