"question","answer","explanation","difficulty"
"Expliquez pourquoi l’interrogatoire est capital dans la démarche étiologique d’une exophtalmie, selon le document.","L’interrogatoire oriente le diagnostic dans 9 cas sur 10. Il précise l’âge, les antécédents (traumatiques, tumoraux, endocriniens), les circonstances d’apparition, l’évolution (comparaison avec photos anciennes) et les signes associés (généraux ou oculaires).","Le document indique que l’interrogatoire « oriente dans 9/10 » et liste les éléments clés à rechercher.","Easy"
"Décrivez les deux risques principaux de l’exophtalmie sur le pronostic fonctionnel de l’œil.","1) Exposition de la cornée pouvant mener à ulcère, perforation et perte de l’œil. 2) Compression du nerf optique pouvant mener à une atrophie optique irréversible.","Le document détaille ces complications dans le diagnostic de gravité.","Easy"
"Quels sont les trois caractères de l’exophtalmie à évaluer à l’inspection clinique ?","1) Uni- ou bilatérale. 2) Axile (directe) ou oblique. 3) Inflammatoire ou non.","Le document liste ces trois caractères lors de l’inspection dans l’examen clinique.","Easy"
"Citez trois diagnostics différentiels de l’exophtalmie mentionnés dans le document.","1) Myopie forte (longueur axiale >25-27 mm). 2) Buphtalmie (glaucome congénital). 3) Rétraction palpébrale (cicatrice de brûlure ou Basedow). Ou 4) Enophtalmie controlatérale. 5) Exorbitisme.","Le document consacre une section entière aux diagnostics différentiels.","Easy"
"Quels sont les trois éléments de l’examen clinique palpatoire d’une exophtalmie ?","1) Réductible ou non. 2) Pulsatilité. 3) Frémissement (thrill). 4) Tumeur. 5) Adénopathie. 6) Cadre orbitaire.","Le document liste l’ensemble des données palpatoires.","Easy"
"Nommez deux examens complémentaires morphologiques cités dans le document pour explorer une exophtalmie.","1) Scanner centré sur l’orbite (première intention). 2) IRM orbitaire (en complément).","Le document mentionne clairement ces deux examens.","Easy"
"Quels sont les deux types d’hémangiomes orbitaires décrits, avec leur population respective ?","1) Hémangiome capillaire : chez l’enfant. 2) Hémangiome caverneux : chez l’adulte, peu évolutif.","Le document différencie ces deux entités par l’âge et l’évolution.","Easy"
"Citez trois complications générales de la cellulite orbitaire engageant le pronostic vital.","1) Abcès orbitaire. 2) Méningite. 3) Thrombophlébite suppurée du sinus caverneux (décès 30%). 4) Septicémie.","Le document énumère ces complications graves.","Easy"
"Quels sont les deux traitements symptomatiques médicamenteux cités pour protéger la cornée dans l’exophtalmie ?","1) Larmes artificielles ou gel (lubrification). 2) Vitamine A pommade ophtalmique (régénération cornéenne).","Le document précise ces deux traitements dans la section traitement médical.","Easy"
"Quelle tumeur orbitaire congénitale est siégeant à l’angle supéro-externe et quelle est sa particularité évolutive ?","Le kyste dermoïde. Sa particularité : l’exophtalmie est rare, il est présent à la naissance.","Document : « Kyste dermoïde : siège angle supéro-externe, exophtalmie rare ».","Easy"
