"question","answer","explanation","difficulty"
"Tout médicament est à potentiel néphrotoxique selon le document.","True","Le document l'affirme.","Easy"
"Les AINS provoquent une IRA fonctionnelle par vasodilatation de l'artère efférente.","False","Les AINS inhibent les prostaglandines, entraînant une prédominance des vasoconstricteurs (afférents).","Easy"
"Les IEC provoquent une IRA fonctionnelle par vasodilatation de l'artère efférente.","True","Le document le confirme.","Easy"
"La nécrose tubulaire aiguë toxique est la forme la plus fréquente des néphropathies médicamenteuses.","True","Le document le précise.","Easy"
"L'éosinophilurie est pathognomonique des néphropathies interstitielles aiguës immuno-allergiques.","True","Le document le confirme.","Easy"
"Dans les néphropathies immuno-allergiques, la réintroduction du médicament est possible à dose réduite.","False","Le document précise : ''Contre-indication définitive de la classe de molécule car non dose dépendante''.","Easy"
"Le lithium peut provoquer un diabète insipide néphrogénique.","True","Le document le confirme.","Easy"
"La néphropathie des analgésiques se manifeste par une nécrose papillaire.","True","Le document le confirme.","Easy"
"L'aspect TDM des reins dans la néphropathie des analgésiques est celui de reins augmentés de taille.","False","Le document décrit : ''petits reins, contours irréguliers (reins bosselés ou en fleur fanée)''.","Easy"
"Les AINS peuvent provoquer un syndrome néphrotique avec LGM réversible à l'arrêt.","True","Le document le confirme.","Easy"
"Les sels d'or peuvent provoquer une GEM avec baisse lente de la protéinurie après arrêt.","True","Le document le confirme.","Easy"
"La vitamine D peut provoquer des lithiases par oxalurie.","False","La vitamine D provoque une hypercalciurie ; la vitamine C provoque une oxalurie.","Easy"
"Le principe de Galien 'primum non nocere' est la base de la prévention.","True","Le document le mentionne.","Easy"
"Les IEC doivent être introduits en cas de déshydratation.","False","Le document indique : ''Pas d'introduction si hypoperfusion (déshydratation, décompensation)''.","Easy"
"Le patient sous IEC doit arrêter son traitement en cas de diarrhée ou vomissements.","True","Le document le préconise.","Easy"
"Les AINS sont contre-indiqués si DFG < 20 ml/mn.","True","Le document le confirme.","Easy"
"Entre 20 et 60 ml/mn, les AINS peuvent être prescrits sans limitation de durée.","False","Le document indique : ''< 5 jours (+ surveillance biologique)''.","Easy"
"Les biguanides et sulfonylurés sont contre-indiqués à partir de MRC4.","True","Le document le confirme.","Easy"
"Le dosage des aminosides doit être réalisé avant la première injection.","False","Le document précise : ''après 2 injections avant la 3ème''.","Easy"
"Dans la toxicité directe, les manifestations extra-rénales sont fréquentes.","False","Le document indique : NON pour toxique, OUI pour immuno-allergique.","Easy"
"Dans l'hypovolémie efficace, il y a une hypervolémie globale.","True","Le document l'explique : IC avec hypervolémie mais hypovolémie efficace.","Medium"
"La N-acétyl-cystéine a une efficacité prouvée dans la prévention des néphropathies aux PCI.","False","Le document précise : ''efficacité discutée''.","Medium"
"L'association AINS + IEC est particulièrement dangereuse car les deux ferment l'artère efférente.","False","L'un ferme l'AA, l'autre ouvre l'AE.","Medium"
"Les IPP (oméprazole, lansoprazole) sont cités comme cause de néphropathie immuno-allergique.","True","Le document les liste.","Medium"
"Les bêtabloqueurs sont cités comme cause de fibrose rétropéritonéale.","True","Le document les liste avec l'ergotamine.","Medium"
"Le tenofovir est cité comme cause de néphropathie tubulo-interstitielle chronique.","True","Le document le liste.","Medium"
"La ciclosporine est citée comme cause de microangiopathie thrombotique.","True","Le document le confirme.","Medium"
"Le clopidogrel est cité comme cause de fibrose rétropéritonéale.","False","Il est cité comme cause de microangiopathie thrombotique.","Medium"
"L'ifosfamide est cité comme cause de toxicité tubulaire directe.","True","Le document le liste.","Medium"
"La ciprofloxacine est citée comme cause de néphropathie immuno-allergique.","True","Le document la liste.","Medium"
"Les diurétiques sont cités comme cause de néphropathie immuno-allergique.","True","Le document les liste.","Medium"
"Dans les néphropathies toxiques, les signes récidivent si nouvelle administration.","False","Cette caractéristique est celle des immuno-allergiques.","Medium"
"Dans les néphropathies immuno-allergiques, la relation dose/atteinte est toujours présente.","False","Elle est absente.","Medium"
"L'hypovolémie relative correspond à une vasodilatation (choc anaphylactique).","True","Le document l'explique.","Medium"
"L'hypovolémie efficace correspond à une déshydratation.","False","Elle correspond à une IC avec hypervolémie.","Medium"
"Le monitoring des aminosides a une valeur médico-légale.","True","Le document le précise.","Difficult"
"La fibrose rétropéritonéale médicamenteuse peut entraîner une urétéro-hydronéphrose.","True","Le document le confirme.","Difficult"
"Les dérivés de l'ergot de seigle sont utilisés dans le traitement de la migraine.","True","Le document le précise.","Difficult"
"La nécrose tubulaire aiguë toxique est dose-indépendante.","False","Le document précise : ''Dose dépendante''.","Difficult"
"Les corticoïdes dans les NIA immuno-allergiques sont codifiés avec des protocoles stricts.","False","Le document indique : ''Non codifié : selon le cas''.","Difficult"
"La néphropathie des analgésiques nécessite une dose cumulée importante (années).","True","Le document le confirme.","Difficult"
"Le syndrome de Fanconi peut être induit par certains médicaments (tox tubulaire).","True","Le document mentionne la toxicité tubulaire avec perte de glucose, phosphates, etc.","Difficult"
"L'arrêt des AINS dans les LGM induites fait disparaître la protéinurie en quelques semaines.","True","Le document le confirme.","Difficult"
"La grossesse est un facteur de risque de néphropathie médicamenteuse.","False","Non cité dans les facteurs de risque.","Difficult"
"La rifampicine peut provoquer une hémolyse.","True","Le document classe rifampicine dans ''Par hémolyse''.","Difficult"
"Le méthotrexate peut provoquer une cristallurie.","True","Le document le classe dans ''Par cristallurie''.","Difficult"
"L'indinavir peut provoquer une cristallurie.","True","Le document le confirme.","Difficult"
"Le foscarnet peut provoquer une cristallurie.","True","Le document le confirme.","Difficult"
"Le cisplatine est néphrotoxique par mécanisme immuno-allergique.","False","Il est classé dans toxicité tubulaire directe.","Difficult"
"La ciclosporine provoque une vasoconstriction afférente.","True","Le document mentionne ''AINS, IEC, ARA 2, Ciclosporine, Tacrolimus'' dans hypoperfusion rénale.","Difficult"
"La gemcitabine est citée comme cause de microangiopathie thrombotique.","True","Le document le confirme.","Difficult"
