"front","back","cognitive_level"
"Quel est le principe fondamental concernant le potentiel néphrotoxique des médicaments ?","Tout médicament est à potentiel néphrotoxique.","Recall"
"Quels médicaments sont responsables d'une hypoperfusion rénale (IRA fonctionnelle) par mécanisme hémodynamique ?","AINS, IEC, ARA2, ciclosporine, tacrolimus.","Recall"
"Expliquez le mécanisme par lequel les AINS induisent une hypoperfusion rénale.","Blocage de COX1 ou COX2 → inhibition des prostaglandines → prédominance des vasoconstricteurs → vasoconstriction artériolaire afférente.","Recall"
"Expliquez le mécanisme par lequel les IEC induisent une hypoperfusion rénale.","Blocage du SRAA → inhibition de la vasoconstriction de l'artère efférente → vasodilatation efférente → baisse de la pression de filtration glomérulaire.","Recall"
"Citez cinq médicaments responsables de toxicité tubulaire directe.","Aminosides, produits de contraste iodés (PCI), dextran, cisplatine, ifosfamide, tacrolimus, Ig IV, ciclosporine.","Recall"
"Citez trois médicaments responsables de toxicité tubulaire indirecte par rhabdomyolyse.","Fibrates, statines.","Recall"
"Citez trois médicaments responsables de toxicité tubulaire indirecte par cristallurie.","Méthotrexate, aciclovir, foscarnet, indinavir, sulfonamide.","Recall"
"Citez quatre médicaments responsables de néphropathie tubulo-interstitielle immuno-allergique.","AINS, bêta-lactamines, rifampicine, cimétidine, ciprofloxacine, diurétiques, allopurinol, IPP.","Recall"
"Quels sont les cinq facteurs de risque de néphrotoxicité liés à l'état du patient (facteurs mémotechniques AMPI A) ?","Âge >60 ans, Myélome, Posologie trop forte, IRC ou néphropathie préexistante (Diabète), Association d'autres néphrotoxiques.","Recall"
"Quel est le type de nécrose tubulaire aiguë toxique le plus fréquent et le plus grave ?","La nécrose tubulaire aiguë toxique (NTA) dose-dépendante.","Recall"
"Quels sont les trois signes biologiques de la néphropathie interstitielle aiguë immuno-allergique ?","IRA rapide (<3 semaines), protéinurie faible (<1g/L), leucocyturie sans germe, éosinophilurie (pathognomonique).","Recall"
"Quel examen biologique est pathognomonique de la néphropathie interstitielle aiguë immuno-allergique ?","L'éosinophilurie (après formule de la leucocyturie).","Recall"
"Quelle est la contre-indication définitive après une néphropathie interstitielle aiguë immuno-allergique ?","Contre-indication définitive de la classe de molécule car non dose-dépendante.","Recall"
"Quelle est la néphropathie spécifique du lithium ?","Diabète insipide néphrogénique (les reins ne répondent pas à l'ADH car tubules distaux et collecteurs lésés), avec risque d'évolution vers l'IRC.","Recall"
"Quel est l'aspect TDM caractéristique de la néphropathie des analgésiques ?","Petits reins, contours irréguliers (reins bosselés ou en « fleur fanée ») par nécrose papillaire.","Recall"
"Quelle est la conduite à tenir (CAT) devant une IRA hémodynamique (IEC, ARA2, AINS) ?","Arrêt de la molécule, expansion volémique (réhydratation).","Recall"
"Quelle est la CAT devant une nécrose tubulaire aiguë toxique ?","Arrêt de la molécule, maintien de la volémie (difficile car anurique → risque d'OAP), épuration extra-rénale si besoin.","Recall"
"Quelle est la CAT devant une néphropathie interstitielle aiguë immuno-allergique ?","Arrêt de la molécule, corticothérapie (car autonomisation de l'inflammation si non traitée → IRT en quelques mois).","Recall"
"Quelle est la CAT devant une atteinte glomérulaire médicamenteuse (syndrome néphrotique) ?","Arrêt de la molécule. Pour LGM : disparition de la protéinurie en quelques jours à semaines. Pour GEM : baisse lente de la protéinurie.","Recall"
"Quelle est la prévention de la néphrotoxicité des produits de contraste iodés (PCI) ?","Hydratation abondante (NaCl ou bicarbonate isotonique 1 ml/kg/h 12h avant et 12h après), arrêt des diurétiques, N-acétyl-cystéine 600 mg x2 24h avant/après (efficacité discutée).","Recall"
"Quelle est la conduite à tenir pour prescrire des IEC/ARA2 chez un patient à risque (IC, IRC, >60 ans, diurétique) ?","Augmentation progressive de la posologie. Éduquer le patient à l'auto-arrêt en toute situation de déshydratation (diarrhée, vomissements).","Recall"
"Quelle est la contre-indication des AINS selon le degré d'IRC ?","IRC <20 ml/min : contre-indication formelle. Entre 20 et 60 ml/min : <5 jours + surveillance biologique.","Recall"
"Comparez la toxicité rénale des IEC/ARA2 et des AINS sur le plan hémodynamique.","IEC/ARA2 : bloquent le SRAA → vasodilatation de l'artère efférente → baisse de la pression de filtration. AINS : bloquent les prostaglandines → vasoconstriction de l'artère afférente. Les deux réduisent le DFG mais par des mécanismes opposés sur les artérioles glomérulaires.","Analysis"
"Comparez une NTA toxique et une NIA immuno-allergique sur les critères : relation dose/atteinte, manifestations extra-rénales, éosinophilie, histologie, évolution.","Toxique : relation dose oui, pas de manifestations extra-rénales, pas d'éosinophilie, histologie tubulaire, évolution favorable. Immuno-allergique : relation dose non, manifestations extra-rénales (prurit, rash, arthralgies), éosinophilie/éosinophilurie, histologie interstitielle, chronicisation fréquente.","Analysis"
