"question","option1","option2","option3","option4","answer","explanation","difficulty"
"La cholécystite aiguë est définie comme une inflammation aiguë de la paroi vésiculaire. Dans plus de 90% des cas, elle est en relation avec quoi ?","Une infection bactérienne","Une lithiase","Un traumatisme","Une tumeur","2","Le document : 'en relation avec une lithiase dans plus de 90%'","Easy"
"Quel est le pourcentage de cultures positives dans les premiers jours d’une cholécystite aiguë ?","25%","50%","75%","80%","1","Le document : '25% des cultures positives dans les premiers jours'","Easy"
"Quels sont les trois types d’atteinte anatomique de la cholécystite aiguë ?","Catarrhale, suppurée, gangréneuse","Oedémateuse, phlegmoneuse, nécrotique","Superficielle, profonde, perforée","Aiguë, subaiguë, chronique","1","Le document : 'Cholecystite catarrhale, Cholecystite suppurée, Cholecystite gangréneuse'","Easy"
"Dans la forme typique de cholécystite aiguë, quel est le niveau de fièvre observé ?","37-38°C","38-39°C","39-40°C",">40°C","2","Le document : 'Fièvre à 38 à 39°'","Easy"
"Quel signe clinique est spécifiquement recherché à l’examen physique dans la cholécystite aiguë ?","Signe de McBurney","Signe de Murphy","Signe de Courvoisier","Signe de Rovsing","2","Le document : 'Signe de Murphy positif'","Easy"
"Quel est l’aspect échographique d’une paroi vésiculaire normale ?","< 2 mm","< 3 mm","> 3 mm","> 5 mm","2","Le document : 'Epaississement de la paroi vésiculaire > 3mm' ; paroi normale < 3 mm","Easy"
"Quel antibiotique de la famille des C3G est cité pour le traitement médical de la cholécystite aiguë ?","Amoxicilline","Gentamycine","Ceftriaxone","Ciprofloxacine","3","Le document : 'C3G type ceftriaxon (1g en IV en 24h)'","Easy"
"Quel est le traitement chirurgical idéal de la lithiase vésiculaire symptomatique ?","Cholecystostomie","Cholecystendèse","Cholecystectomie","Lithotritie","3","Le document : 'La cholecystectomie est le traitement idéal de la lithiase vésiculaire symptomatique'","Easy"
"Dans le traitement dissolvant par acides biliaires, quelle est la taille maximale du calcul ?","5 mm","10 mm","15 mm","20 mm","1","Le document : 'Le calcul ne doit pas mesurer plus de 5mm de diamètre'","Easy"
"Quelle est la durée minimale du traitement par acide ursodésoxycholique ?","1 mois","3 mois","6 mois","1 an","3","Le document : 'pendant 6 mois minimum'","Easy"
"Quelle est la voie d’administration recommandée pour les antibiotiques dans la cholécystite aiguë ?","Orale","Intraveineuse","Intramusculaire","Sous-cutanée","2","Le document : 'Antibiotique intraveineuse'","Easy"
"Quel germe n’est PAS cité parmi les bactéries souvent responsables de complications infectieuses ?","Escherichia coli","Bacteroides fragilis","Streptococcus pneumoniae","Pseudomonas species","3","Le document cite E. coli, Bacteroides fragilis, Klebsiella, Enterococcus, Pseudomonas species.","Medium"
"Quel est le délai recommandé pour une chirurgie précoce dans la cholécystite aiguë ?","Dans les 24h","Dans les 48h","Dans les 72h","Dans la semaine","3","Le document : 'Traitement chirurgical : précoce (dans les 72h)'","Medium"
"Quel examen peropératoire permet de rechercher un calcul résiduel dans les voies biliaires ?","Échographie peropératoire","Cholangiographie peropératoire","IRM","Scanner","2","Le document : 'Cholangiographie peropératoire pour rechercher un calcul résiduel'","Medium"
