"question","answer","explanation","difficulty"
"Quel est le type histologique le plus fréquent du cancer du pancréas et sa fréquence ?","Adénocarcinome canalaire (75%).","Le document : '75% : Adénocarcinome canalaire'","Easy"
"Quelle est la localisation la plus fréquente et le pourcentage ?","Tête du pancréas (2/3 des cas).","Le document : '2/3 des cas au niveau de la tête'","Easy"
"Quels sont les signes fonctionnels (SF) du cancer de la tête du pancréas ?","Ictère cholestatique progressif sans rémission, prurit précédant souvent l’ictère, pas de douleur sauf extension postérieure.","Le document : 'SF : ictère cholestatique progressif et sans rémission ; Prurit qui précède souvent l’apparition de l’ictère ; Pas de douleur'","Easy"
"Quel est le signe physique caractéristique du cancer de la tête ?","Grosse vésicule (vésicule palpable).","Le document : 'SP : Grosse vésicule'","Easy"
"Quel marqueur tumoral est le plus fréquemment augmenté ?","Ca 19-9.","Le document : 'Ca 19-9 fréquemment augmenté'","Easy"
"Quel examen morphologique détecte les tumeurs de petite taille (<2cm) ?","L’échoendoscopie pancréatique.","Le document : 'Echoendoscopie pancréatique : Détection d’une tumeur pancréatique de petite taille < 2cm'","Easy"
"Quel est le diagnostic différentiel principal ?","Pancréatite chronique.","Le document : 'Diagnostic différentiel : Pancréatite chronique'","Easy"
"Quel pourcentage de patients peut bénéficier d’une exérèse curative ?","10 à 15%.","Le document : 'Exérèse à visée curatrice n’est possible que dans 10 à 15%'","Easy"
"Quelles sont les deux interventions chirurgicales à visée curative selon la localisation ?","A droite : duodénopancréatectomie céphalique (DPC) ; A gauche : splénopancréatectomie caudale (SPC).","Le document donne ces deux interventions.","Easy"
"Quelle est la médiane de survie après l’apparition des signes cliniques ?","6 mois.","Le document : 'médiane de survie est de 6 mois'","Easy"
"Comparez les signes cliniques du cancer de la tête versus cancer du corps/queue.","Tête : ictère cholestatique, prurit, grosse vésicule, selles décolorées, pas de douleur (sauf extension). Corps/queue : pas d’ictère, douleur épigastrique transfixiante irradiant aux épaules, position antalgique en chien de fusil, masse épigastrique.","Le document détaille les deux.","Medium"
"Expliquez pourquoi le pronostic du cancer du pancréas est catastrophique.","Diagnostic tardif (longtemps asymptomatique), ganglions touchés tôt, résécabilité faible (10-15%), absence de progrès thérapeutiques, médiane de survie de 6 mois après diagnostic.","Le document : 'longtemps asymptomatique' ; 'Ganglions touchés tôt' ; 'Exérèse possible que dans 10-15%' ; 'Aucun progrès' ; 'médiane de survie 6 mois'","Medium"
"Quels sont les moyens du traitement palliatif ?","Antalgiques (aspirine, morphiniques, analgésie péridurale), dérivation chirurgicale biliaire et/ou digestive, prothèse biliaire endoscopique ou drainage externe, radiothérapie antalgique, chimiothérapie (inefficace actuellement).","Le document les énumère.","Medium"
"Quelles sont les indications du traitement curatif ?","Tumeurs peu évoluées (<5 cm), sans envahissement des organes de voisinage, sans métastase, patient en bon état général.","Le document : 'Le traitement curatif est réservé : Tumeurs peu évoluées < 5 cm de diamètre, Sans envahissement, Sans métastase, Malades avec un bon état général'","Medium"
"Quelles sont les indications du traitement palliatif ?","Malade très fatigué et très âgé, ou lésion très évoluée ou métastatique.","Le document : 'Le traitement palliatif est réservé : Malade très fatigué et très âgé, Malade qui présente une lésion très évoluée ou avec des métastases'","Medium"
"Pourquoi le bilan d’extension ne permet-il pas une prédiction parfaite de l’extirpabilité ?","Car il ne permet pas de prévoir l’étendue des lésions, et l’estimation de l’extirpabilité reste incertaine.","Le document : 'Le bilan d’extension ne permet pas de prévoir l’étendue des lésions' et 'ne permet qu’une estimation de l’extirpabilité'","Difficult"
"Quel est l’intérêt de l’échoendoscopie par rapport à l’échographie abdominale ?","L’échographie abdominale détecte les tumeurs >2cm, tandis que l’échoendoscopie détecte les tumeurs <2cm et explore les ganglions de proximité.","Le document donne ces différences.","Difficult"
"Pourquoi la majorité des patients décèdent-ils dans l’année suivant le diagnostic ?","Parce que le diagnostic est tardif (asymptomatique longtemps), la tumeur est souvent déjà localement avancée ou métastatique, et les traitements curatifs sont rarement possibles.","Le document : 'longtemps asymptomatique' ; 'quand les premiers signes apparaissent, le traitement est malheureusement impossible' ; 'décèdent dans l’année'","Difficult"
"Quel est l’état des progrès thérapeutiques du cancer du pancréas ?","Aucun progrès depuis de très nombreuses années.","Le document : 'Aucun progrès du traitement de cette affection depuis de très nombreuses années'","Difficult"
"Quelle est la particularité de l’atteinte ganglionnaire dans le cancer du pancréas ?","Les ganglions sont touchés tôt dans leur évolution, quelle que soit la localisation, ce qui explique la difficulté de traitement.","Le document : 'Ganglions touchés tôt dans leur évolution, quel que soit la localisation d’où la difficulté de traitement'","Difficult"
