"question","answer","explanation","difficulty"
"Quelle est la définition anatomo-pathologique de la cirrhose du foie ?","La cirrhose est une maladie du foie caractérisée par la présence de deux éléments : une fibrose extensive et des nodules de régénération (amas d'hépatocytes non fonctionnels à cause d'une perte de connexion vasculaire et biliaire).","Document introduction.","Easy"
"Citez les trois complications redoutables de la cirrhose mentionnées dans l'introduction.","Hémorragies digestives, infection, cancer du foie.","Document : 'complications redoutables : 1. Hémorragies digestives 2. Infection 3. Cancer du foie'.","Easy"
"Quelle est la durée de la phase compensée de la cirrhose ?","La phase compensée dure de 1 à 10 ans.","Document : 'Période allant de 1 à 10 ans'.","Easy"
"Quels sont les deux types d'évaluations non invasives de la fibrose hépatique cités ?","Le fibroactitest (prélèvement sanguin, mesure activité nécrotico-inflammatoire et fibrose) et l'élastométrie ou fibroscan (mesure de la vitesse de propagation d'une onde, apprécie l'élasticité).","Document dans 'Evaluations non invasives'.","Easy"
"Quels sont les trois groupes de signes de la cirrhose décompensée ?","1. Foie cirrhotique, 2. Signes d'hypertension portale (HTP), 3. Signes d'insuffisance hépatocellulaire (IHC).","Document : 'Clinique : triade'.","Easy"
"Citez trois signes d'insuffisance hépatocellulaire.","Œdèmes des membres inférieurs, angiomes stellaires, érythroses palmaires, hippocratisme digital, ictère, signes endocriniens (gynécomastie, aménorrhée).","Document liste.","Easy"
"Quel est l'aspect du foie cirrhotique à la palpation ?","Dur, bord inférieur tranchant, indolore (au stade compensé). En décompensation, difficile à examiner à cause de l'ascite.","Document.","Easy"
"Quelle est la définition du liquide d'ascite cirrhotique ?","Liquide transsudatif, pauvre en protides (<25 g/l), pauvre en cellules, stérile.","Document.","Easy"
"Quel est le germe le plus fréquent de l'infection spontanée du liquide d'ascite ?","Escherichia coli (E. Coli).","Document : 'Germe : E. Coli +++'.","Easy"
"Quelle est la complication la plus fréquente de la cirrhose ?","L'ascite.","Document : 'Ascite : Complication la plus fréquente'.","Easy"
"Quelle est la première cause de mortalité chez le cirrhotique ?","L'encéphalopathie hépatique.","Document : 'Encéphalopathie hépatique : premier motif de décès'.","Easy"
"Quels sont les cinq paramètres du score de Child-Pugh ?","Bilirubinémie, albuminémie, taux de prothrombine (TP), ascite, encéphalopathie.","Document : 'T.A.B.A.Cerveau'.","Easy"
"Donnez les trois stades de Child-Pugh avec leurs scores.","Stade A : 5-6 points, Stade B : 7-9 points, Stade C : 10-15 points.","Document.","Easy"
"Quelle est l'étiologie la plus fréquente de cirrhose à Madagascar ?","L'étiologie alcoolique (plus de 50% des cas).","Document : 'Alcoolique : 50-90% ; > 50% à Madagascar'.","Easy"
"Quel est le risque alcoolique quotidien pour développer une cirrhose chez l'homme et chez la femme ?","Chez l'homme : 60 g/j, chez la femme : 40 g/j.","Document.","Easy"
"Quel est le rapport des transaminases dans la cirrhose alcoolique ?","ASAT > ALAT.","Document.","Easy"
"Quels sont les marqueurs sérologiques systématiquement recherchés devant une cirrhose ?","Ag HBs (pour VHB) et Ac anti-VHC.","Document.","Easy"
"Quels anticorps sont recherchés pour le diagnostic de cholangite biliaire primitive ?","Ac anti-mitochondrie de type M2.","Document.","Easy"
"Quel est le seuil d'alpha-foeto-protéine évocateur d'un carcinome hépato-cellulaire ?",">400 ng/ml (ou >400 UI/ml).","Document.","Easy"
"Quelle est la proportion de cirrhotiques développant un carcinome hépato-cellulaire ?","Environ 10%.","Document : 'Touche ~ 10% des cirrhotiques'.","Easy"
"Quel examen confirme le diagnostic de carcinome hépato-cellulaire ?","La ponction biopsie hépatique (PBH).","Document : 'Confirmation : PBH'.","Easy"
"Quels sont les quatre critères du syndrome hépato-rénal ?","1. Créatininémie >130 µmol/l ou clairance <40 ml/min, 2. Absence d'autres causes d'insuffisance rénale, 3. Pas d'anomalie du sédiment urinaire (protéinurie <0,5 g/24h), 4. Pas d'amélioration après expansion volémique.","Document.","Easy"
"Quelle est la survie médiane du syndrome hépato-rénal de type 1 et de type 2 ?","Type 1 : 15 jours, type 2 : 6 mois.","Document.","Easy"
"Qu'est-ce que le syndrome hépato-pulmonaire ?","Association d'une affection hépatique (cirrhose), d'une hypoxie artérielle et de dilatations vasculaires intrapulmonaires.","Document.","Easy"
"Quels sont les signes échographiques d'hypertension portale ?","Dilatation du tronc porte (>12 mm), dilatation de la veine splénique, perméabilisation de la veine ombilicale, ascite, splénomégalie.","Document.","Easy"
"Quels sont les signes endoscopiques d'hypertension portale ?","Varices œsophagiennes, varices gastriques, gastropathie congestive.","Document.","Easy"
"Quelles sont les contre-indications à la ponction biopsie hépatique transpariétale ?","TP < 50%, plaquettes < 100.000, ascite.","Document.","Easy"
"Quelle voie d'abord est utilisée dans ces cas ?","La voie transjugulaire.","Document.","Easy"
"Quels sont les facteurs de décompensation de la cirrhose ?","Infection, traumatisme, poursuite de l'intoxication éthylique, évolution naturelle de la maladie.","Document.","Easy"
"Quels sont les signes d'appel de l'infection du liquide d'ascite ?","Douleur abdominale, fièvre, diarrhée.","Document.","Easy"
