"front","back","cognitive_level"
"Quelle est la définition d'un purpura ?","Érythème ou tache violacée, punctiforme, ne s'effaçant pas à la vitropression.","Recall"
"Qu'est-ce qu'un purpura infectieux ?","Syndrome infectieux (fièvre ou hypothermie) + au moins un élément purpurique.","Recall"
"Quels sont les 3 critères du purpura infectieux sévère ?","1) Rapidement extensif en taille et en nombre ; 2) Associé à un sepsis sévère (hypotension artérielle, trouble de conscience, défaillance multiviscérale) ; 3) Accompagne une méningite.","Recall"
"Qu'est-ce que le purpura fulminans ?","Syndrome infectieux, forme extrêmement sévère de la septicémie qui provoque la coagulation du sang et nécrose tissulaire.","Recall"
"Quels sont les 2 critères supplémentaires pour définir le purpura fulminans ?","1) Au moins un élément nécrotique supérieur ou égal à 3mm ou ecchymotique large ; 2) CIVD ou choc septique (sepsis sévère persistant après 2 remplissages).","Recall"
"Quelle est la mortalité du purpura fulminans ?","Jusqu'à 20-25%.","Recall"
"Quel pourcentage des survivants nécessitent une amputation ou chirurgie reconstructrice ?","Plus de 6%.","Recall"
"Citez 6 signes cliniques du purpura fulminans.","Purpura extensif et nécrotique (élément ≥3mm), fièvre ou hypothermie/AEG, signes de sepsis (tachycardie, marbrures, TRC allongé), hypertension (début), signes neurologiques, signes de gravité surajoutée (âge <12 mois, fièvre >39°C, teint gris, tachy/tachypnée, choc septique).","Recall"
"Pourquoi l'hypotension artérielle est-elle un signe tardif dans le purpura fulminans ?","Car l'organisme a pu réagir par la corticosurrénale. L'hypotension indique un traitement très en retard.","Recall"
"Quels sont les 3 bilans biologiques de première intention devant un purpura fulminans ?","NFS, CRP, Procalcitonine (bilan inflammatoire et bactériologique) ; Hémoculture (ne doit jamais retarder l'antibiothérapie) ; Bilan d'hémostase (recherche CIVD).","Recall"
"La ponction lombaire est-elle indiquée en cas d'état de choc ou de CIVD ?","Non, elle est contre-indiquée.","Recall"
"Quand peut-on discuter une origine virale du purpura ?","Si purpura pétéchial non extensif ou associé à un exanthème, avec état général et hémodynamique corrects, et bilan inflammatoire normal (NFS, CRP, PCT n'évoquant pas une origine bactérienne).","Recall"
"Quel diagnostic différentiel néonatal faut-il évoquer devant un purpura ?","Purpura lié à un déficit congénital homozygote en protéine C et S (période néonatale ou 1er mois de vie).","Recall"
"Quel est l'agent étiologique le plus fréquent du purpura fulminans ?","Méningocoque (sérotype B 55%, C 35%, W135 6%).","Recall"
"Citez 3 autres causes bactériennes rares de purpura fulminans.","Streptococcus pneumoniae, Haemophilus influenzae, Staphylococcus aureus.","Recall"
"Citez 3 facteurs de risque de purpura fulminans ou d'infection invasive à méningocoque.","Asplénie (anatomique ou drépanocytaire homozygote), déficit en properdine/complément/protéine C, traitement par Eculizimab, facteurs génétiques (immunité innée).","Recall"
"Quelle est la prise en charge préhospitalière immédiate d'un purpura fulminans ?","1) Mise en condition : VVP de bon calibre (ou voie intra-osseuse) ; 2) Remplissage par SSI 0,9% ou RL 20 ml/kg en 20 min ; 3) Ceftriaxone 50 mg/kg (ou céfotaxime, amoxicilline, ampicilline 100 mg/kg) IV ou IM ; 4) Transfert en réanimation pédiatrique.","Recall"
"Quel est le traitement antibiotique probabiliste de première intention en préhospitalier ?","Ceftriaxone 50 mg/kg IV ou IM (ou céfotaxime, amoxicilline, ampicilline 100 mg/kg).","Recall"
"Quelle est la posologie de la ceftriaxone en traitement curatif (après la première dose) ?","Ceftriaxone 50 mg/kg/j (ou céfotaxime 100 mg/kg/j en 3-4 fois, 200 mg/kg/j si méningite associée).","Recall"
"Quel est le traitement du choc septique dans le purpura fulminans ?","Remplissage 20 ml/kg de SSI, O2, inotropes (adrénaline à dose continue en PSE, noradrénaline, dopamine), hémisuccinate d'hydrocortisone, assistance ventilatoire.","Recall"
"Quelle est la chimioprophylaxie recommandée autour d'un cas de purpura fulminans à méningocoque ?","Rifampicine pendant 2 jours : 10 mg/kg x2/j chez l'enfant, 5 mg/kg x2/j chez le nouveau-né, 600 mg x2/j chez l'adulte. À réaliser entre H48 et J10.","Recall"
"Quelle est l'alternative à la rifampicine en cas d'insuffisance hépatocellulaire sévère ?","Spiramycine (750.000 UI/kg x2/j enfant, 3 MUI x2/j adulte pendant 5 jours) ou ceftriaxone ou ciprofloxacine.","Recall"
"Quand doit être débutée la vaccination anti-méningococcique autour d'un cas ?","À débuter avant J10, chez les sujets justifiant une chimioprophylaxie et appartenant à l'entourage familial.","Recall"
"Quel est le délai de réalisation de la chimioprophylaxie après le diagnostic ?","Entre H48 et J10.","Recall"
"Pourquoi n'y a-t-il aucun diagnostic différentiel d'urgence face à un purpura extensif en moins d'une heure ?","Car l'extension rapide est caractéristique du purpura fulminans, qui nécessite une prise en charge immédiate.","Understanding"
"Expliquez la physiopathologie du purpura fulminans.","Septicémie extrêmement sévère qui provoque la coagulation du sang (CIVD) et une nécrose tissulaire, associée à un sepsis sévère ou un choc septique.","Understanding"
