"front","back","cognitive_level"
"Donnez la définition de l'asthme selon le document.","Maladie inflammatoire chronique des bronches entraînant une obstruction bronchique et une contraction musculaire parabronchique (bronchospasme) réversible spontanément ou sous traitement.","Recall"
"Quelle est la différence entre une crise d'asthme et une exacerbation d'asthme ?","- Crise d'asthme : difficulté expiratoire, accès paroxystique, durée BREVE.
- Exacerbation d'asthme : signes respiratoires persistant au-delà de 24h, quel que soit le mode de début (brutal ou progressif).","Understanding"
"Définissez l'asthme aigu grave (AAG).","Crise ne répondant pas au traitement habituel ou dont l'intensité est inhabituelle dans son évolution ou sa symptomatologie. L'AAG est une urgence thérapeutique.","Recall"
"Quelle est la prévalence de l'asthme chez l'enfant ?","10% de la population pédiatrique. C'est la maladie chronique la plus fréquente chez l'enfant, avec une augmentation de la fréquence et de la sévérité.","Recall"
"Citez six stimuli pouvant déclencher une hyperréactivité bronchique (HRB).","- Infections : virales +++ ou bactérienne
- Allergies
- Tabagisme passif
- Stress
- Effort
- Changement climatique","Recall"
"Quelles sont les trois conséquences anatomiques de la réaction inflammatoire dans l'asthme ?","1. Réaction inflammatoire œdémateuse locale avec production de mucus = hypersécrétion bronchique
2. Spasme des muscles lisses bronchiques = bronchospasme
Conséquences : réduction du calibre bronchique et limitation de l'écoulement de l'air.","Understanding"
"Quels sont les trois signes cliniques cardinaux de la crise d'asthme ?","Sibilances, dyspnée (+++ expiratoire), toux grasse.","Recall"
"Quels éléments faut-il rechercher à l'anamnèse devant une suspicion de crise d'asthme ?","- Atopie familiale ou personnelle
- Antécédent de crise et notion d'hospitalisation antérieure
- Traitement de fond déjà entreprise
- Facteurs déclenchants : contact récent avec allergène, virus, stress, effort","Recall"
"Citez les prodromes de la crise d'asthme (quelques heures à 2 jours avant).","- Prurit nasal/oculaire
- Rhinorrhée
- Accès de toux +/- quinteuse","Recall"
"Quels sont les signes d'inspection thoracique lors d'une crise d'asthme ?","- Enfant angoissé ou agité
- Thorax distendu
- Polypnée ou bradypnée expiratoire
- Signes de lutte (SDL) selon la gravité","Recall"
"Quels signes auscultatoires peut-on trouver dans la crise d'asthme ?","- Râles sibilants ou freinage expiratoire
- Wheezing (sifflement audible à distance)
- Râles bronchiques
- Murmure vésiculaire (MV) : présent ou diminué selon la gravité","Recall"
