"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'asthme selon le document ?","Infection aiguë des bronches","Maladie inflammatoire chronique des bronches avec obstruction et bronchospasme réversible","Maladie obstructive fixe","Tumeur bronchique","2","Le document définit l'asthme comme 'maladie inflammatoire chronique des bronches -> obstruction bronchique + contraction musculaire parabronchique (bronchospasme) réversible spontanément ou sous traitement'.","Easy"
"Quelle est la différence entre une crise d'asthme et une exacerbation ?","La crise dure plus de 24h","L'exacerbation persiste au-delà de 24h","Il n'y a pas de différence","La crise est plus sévère","2","Le document : 'Crise d’asthme : difficulté expiratoire, accès paroxystique, durée BREVE' et 'Exacerbation d’asthme : signes respiratoires persistant au-delà de 24h'.","Easy"
"Quel est le pourcentage d'enfants atteints d'asthme dans la population pédiatrique ?","5%","10%","15%","20%","2","Le document indique : '10% chez la population pédiatrique'.","Easy"
"Quel est le principal facteur déclenchant infectieux de l'hyperréactivité bronchique ?","Infections bactériennes","Infections virales","Infections fongiques","Parasitoses","Infections virales","Le document : 'Infections : virales +++ ou bactérienne'.","Easy"
"Quels sont les trois mécanismes de l'obstruction bronchique dans l'asthme ?","Œdème, mucus, spasme","Inflammation, fibrose, tumeur","Hyperventilation, hypoxie, acidose","Toux, sibilances, dyspnée","1","Le document décrit : 'Réaction inflammatoire œdémateuse locale avec production de mucus = Hypersécrétion bronchique' et 'Spasme des muscles lisses bronchiques = Bronchospasme'.","Easy"
"Quel est le signe auscultatoire caractéristique de la crise d'asthme ?","Râles crépitants","Râles sibilants ou freinage expiratoire","Matité","Souffle bronchique","2","Le document : 'Auscultation : Râles sibilants ou freinage expiratoire'.","Easy"
"Quel examen paraclinique est recommandé lors de la première crise d'asthme ?","EFR","Radiographie thoracique","Gaz du sang","Scanner","2","Le document : 'Radiographie thoracique (Incidence de face) si 1ère crise d’asthme'.","Easy"
"À partir de quel âge l'EFR est‑il réalisable chez l'enfant ?","> 4 ans","> 6 ans","> 8 ans","> 10 ans","2","Le document : 'EFR : Réalisable chez l’enfant > 6 ans'.","Easy"
"Quel est le critère d'augmentation après test de réversibilité aux β-2-mimétiques ?","> 10%","> 12%","> 15%","> 20%","2","Le document : 'Augmentation > 12% après test de réversibilité'.","Easy"
"Quel est le diagnostic différentiel le plus urgent à éliminer devant une dyspnée sibilante ?","Mucoviscidose","Corps étranger","RGO","Dyskinésie ciliaire","2","Le document cite 'CE (syndrome de pénétration)' comme premier diagnostic différentiel.","Easy"
"Quel est le traitement de fond de première intention dans l'asthme persistant léger ?","Antileucotriènes","Corticostéroïdes inhalés (CSI)","β-2-mimétiques de longue durée d'action","Corticoïdes oraux","2","Le document : 'Asthme persistant léger : CSI'.","Easy"
"Quelle est la dose faible de corticostéroïdes inhalés (béclometasone) ?","100 µg/j","250 µg/j","500 µg/j",">500 µg/j","2","Le document : 'Faibles doses : 250µg/jour'.","Easy"
"Quel est le score de PRAM pour une crise d'asthme sévère ?","0-3","4-7","8-12","12-15","8-12","Le document : '8-12 : Sévère' pour le score de PRAM.","Easy"
"Dans l'asthme intermittent, quel traitement de fond est recommandé ?","CSI à faible dose","Antileucotriènes","Pas de traitement de fond","BDLA","3","Le document : 'Asthme intermittent : pas de traitement de fond'.","Easy"
"Quel est le seuil de VEMS pour un asthme persistant sévère ?","< 60%","< 70%","< 80%","< 90%","1","Le document : 'EFR : VEMS ou DEP < 60%' pour asthme persistant sévère.","Easy"
"Quel est le critère de variation nycthémérale du DEP pour un asthme persistant modéré ?","< 20%","20-30%","> 30%","> 40%","2","Le document donne '20-30%' pour persistant modéré.","Easy"
"Quelle est la fréquence des symptômes dans l'asthme persistant léger ?","< 1x/semaine","1 fois par semaine","Quotidien","Plusieurs fois par jour","2","Le document : 'Persistant léger : Symptômes 1 fois par semaine'.","Easy"
"Quel est le signe d'hypercapnie lors d'une crise d'asthme aigu grave ?","Cyanose","HTA, tachycardie, sueurs, somnolence","Polypnée","Silence auscultatoire","2","Le document liste ces signes comme 'Signes d’hypercapnie'.","Easy"
"Quel est le traitement de l'asthme persistant sévère selon le document ?","CSI seul","CSI + BDLA","CSI + BDLA + antileucotriènes","Corticoïdes oraux seuls","3","Le document : 'Sévère : CSI + BDLA + antileucotriènes'.","Easy"
"Quelle est la durée minimale de suivi avant d'envisager l'arrêt du traitement de fond ?","6 mois","1 an","2 ans","3 ans","3","Le document : 'Durée du traitement, arrêt du traitement : Suivi de 2 ans au minimum'.","Easy"
"Quelle est la conséquence de l'hyperréactivité bronchique sur le calibre bronchique ?","Augmentation","Réduction","Stabilité","Dilatation","2","Le document : 'Conséquences : Réduction du calibre bronchique'.","Medium"
"Quels sont les trois prodromes de la crise d'asthme ?","Fièvre, douleur thoracique, hémoptysie","Prurit nasal/oculaire, rhinorrhée, accès de toux +/- quinteuse","Cyanose, sueurs, somnolence","Polypnée, tirage, wheezing","2","Le document liste ces prodromes survenant 'quelques heures à 2 jours avant la crise'.","Medium"
"Quel est l'aspect radiologique typique de la première crise d'asthme ?","Opacité alvéolaire","Distension thoracique","Pneumothorax","Atélectasie","2","Le document : '1ère crise d’asthme : distension thoracique'.","Medium"
"Quels sont les trois éléments du bilan allergologique ?","Dosage des IgE totales, NFS, CRP","Test cutané, dosage des IgE spécifiques, recherche de pneumallergènes","Radiographie, EFR, gaz du sang","Éosinophiles, IgA, IgG","2","Le document : 'Test cutané, dosage des IgE spécifiques d’un pneumallergène'.","Medium"
"Quels sont les critères diagnostiques de l'asthme du nourrisson ?","1 épisode de bronchiolite avant 6 mois","2 épisodes de bronchiolite + atopie avant 12 mois, ou 3 épisodes avant 12 mois","Toux nocturne pendant 1 mois","Sibilances récurrentes après 2 ans","2","Le document : 'Asthme du nourrisson : 2 épisodes de bronchiolite + atopie avant 12 mois ou 3 épisodes de bronchiolite avant 12 mois'.","Medium"
"Quels sont les signes d'hypoxie dans l'asthme aigu grave ?","HTA, tachycardie","Cyanose","Sueurs","Somnolence","Cyanose","Le document : 'Signes d’hypoxie : cyanose'.","Medium"
