"question","answer","explanation","difficulty"
"Quelle est la différence entre une crise d'asthme, une exacerbation et un asthme aigu grave ?","Crise d'asthme : accès paroxystique bref. Exacerbation : signes respiratoires persistant au-delà de 24h. Asthme aigu grave : crise ne répondant pas au traitement habituel ou d'intensité inhabituelle.","Le document donne ces trois définitions.","Easy"
"Quels sont les trois mécanismes physiopathologiques de l'obstruction bronchique dans l'asthme ?","1. Œdème inflammatoire de la muqueuse bronchique. 2. Hypersécrétion de mucus. 3. Bronchospasme (contraction des muscles lisses bronchiques).","Le document décrit 'Réaction inflammatoire œdémateuse locale avec production de mucus' et 'Spasme des muscles lisses bronchiques'.","Easy"
"Citez cinq facteurs déclenchants de l'hyperréactivité bronchique.","Infections virales, allergies, tabagisme passif, stress, effort, changement climatique (au choix cinq).","Le document liste ces facteurs.","Easy"
"Quels sont les trois prodromes de la crise d'asthme ?","Prurit nasal/oculaire, rhinorrhée, accès de toux +/- quinteuse.","Le document les cite.","Easy"
"Quels sont les trois signes auscultatoires de la crise d'asthme ?","Râles sibilants, freinage expiratoire, wheezing (sifflement audible à distance), râles bronchiques.","Le document mentionne ces signes.","Easy"
"Quelles sont les trois indications de la radiographie thoracique dans l'asthme ?","1. Première crise d'asthme. 2. Doute diagnostique (corps étranger, malformation). 3. Recherche de complications (pneumothorax, pneumomédiastin, atélectasie).","Le document les énumère.","Easy"
"Quels sont les trois critères du bilan allergologique ?","Test cutané, dosage des IgE spécifiques d'un pneumallergène, identification des facteurs déclenchants.","Le document le précise.","Easy"
"Quels sont les critères diagnostiques de l'asthme du nourrisson ?","Soit 2 épisodes de bronchiolite associés à une atopie avant 12 mois, soit 3 épisodes de bronchiolite avant 12 mois.","Le document donne ces critères.","Easy"
"Quels sont les trois éléments du terrain favorisant l'asthme aigu grave ?","Jeune âge < 4 ans ou adolescent, antécédent d'hospitalisation en réanimation pour crise sévère, corticodépendance ou sevrage récent de corticoïdes.","Le document les liste.","Easy"
"Quels sont les trois signes d'hypercapnie dans l'asthme aigu grave ?","HTA, tachycardie, sueurs, somnolence (au choix trois).","Le document les cite.","Easy"
"Quel est l'intérêt du score de PRAM et quels sont ses seuils de gravité ?","Le score de PRAM évalue la sévérité de la crise d'asthme. Légère : 0-3, Modéré : 4-7, Sévère : 8-12.","Le document donne ces informations.","Medium"
