"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de la néphropathie tubulo-interstitielle chronique (NTIC) selon le document ?","Néphropathie durant < 3 mois touchant le tube et l'interstitium","Néphropathie durant > 3 mois touchant le tube et l'interstitium","Néphropathie glomérulaire chronique","Néphropathie vasculaire chronique","2","Le document définit : ''Néphropathie durant > 3 mois touchant le tube et l'interstitium''.","Easy"
"Quelle est la particularité de la tension artérielle dans la NTIC selon le document ?","HTA sévère","TA normalement basse pour un sujet hyperurémique","TA élevée","TA labile","2","Le document indique : ''La tension artérielle est anormalement basse pour un sujet hyperurémique''.","Easy"
"Quels sont les signes cliniques de la NTIC cités dans le document ?","HTA, œdèmes, protéinurie","Déshydratation extracellulaire, hypotension orthostatique, polyurie et nycturie","Fièvre, douleur lombaire, hématurie","Anémie, asthénie, anorexie","2","Le document liste : ''Déshydratation extra-cellulaire, Hypotension orthostatique, Polyurie et nycturie''.","Easy"
"Quel est l'aspect échographique des reins dans la pyélonéphrite chronique selon le document ?","Reins augmentés de taille","Reins atrophiés, bosselés","Reins de taille normale","Reins kystiques","2","Le document précise : ''Reins atrophiés, bosselés (si pyélonéphrite chronique)''.","Easy"
"Quel est le type de protéinurie observé dans la NTIC selon le document ?","Protéinurie glomérulaire > 3g/24h","Protéinurie faible ou absente, de type tubulaire avec albuminurie minoritaire (<25%)","Protéinurie de type orthostatique","Protéinurie de type néphrotique","2","Le document indique : ''Protéinurie faible ou absente, de type tubulaire : Albuminurie minoritaire (<25%)''.","Easy"
"Quel marqueur d'atteinte tubulaire est cité dans le document ?","N-acétyl-glucosaminidase","Albumine","IgG","Alpha-1-antitrypsine","1","Le document liste : ''N-actétyl-glucosaminidase'' parmi les marqueurs.","Easy"
"Quelle est la cause la plus fréquente de NTIC selon le document (50%) ?","Médicaments/tabac","Anomalie métabolique","Obstacle prolongé et/ou reflux vésico-urétéral","Maladies systémiques","3","Le document indique : ''OBSTACLE PROLONGE (> 5 Semaines) et/ou REFLUX VESICO-URETERAL : (50% : le plus fréquent)''.","Easy"
"Quel médicament est cité comme cause de NTIC avec la mention ''tant qu'on ne fait pas de crise de goutte, on ne prend pas d'allopurinol'' ?","Aspirine","Paracétamol","Allopurinol","AINS","3","Le document mentionne : ''Allopurinol 'tant qu'on ne fait pas de crise de goutte, on ne prend pas d'allopurinol'''','''.","Easy"
"Quel est le pourcentage des NTIC dues aux anomalies métaboliques selon le document ?","16%","34%","50%","20%","2","Le document indique : ''ANOMALIE METABOLIQUE (34%)''.","Easy"
"Quel est le pourcentage des NTIC dues aux médicaments/toxiques selon le document ?","16%","34%","50%","10%","1","Le document indique : ''MEDICAMENT/TOXIQUE (16%)''.","Easy"
