"front","back","cognitive_level"
"Qu’est-ce que l’ictère néonatal ?","Coloration jaune de la peau et des muqueuses par hyperbilirubinémie. Fréquence : 30-60 % (2/3 des prématurés, 1/3 des bébés à terme).","Recall"
"Quels sont les deux risques principaux de l’ictère néonatal ?","Risque de neurotoxicité (ictère nucléaire – bilirubine libre) ; risque de cirrhose (atrésie des voies biliaires – syndrome cholestatique majeur).","Recall"
"Quelles sont les quatre causes d’augmentation de la bilirubine non liée chez le nouveau-né ?","Hypoxie, hypothermie, acidose métabolique, jeûne, hypoalbuminémie.","Recall"
"Quels sont les éléments clés de l’anamnèse devant un ictère néonatal ?","Antécédent familial d’incompatibilité (groupe mère et fratrie, RAI, antécédent de transfusion, gestité/parité) ; sérologies, infection maternelle ; terme, médicaments, souffrance fœtale aiguë, mode d’allaitement ; début.","Recall"
"À partir de quel seuil de bilirubinémie les signes cliniques d’ictère apparaissent-ils ?","Dès 70 µmol/l.","Recall"
"Quels sont les signes cliniques de l’ictère néonatal ?","Peau et conjonctives jaunes ; urines foncées ou non ; selles décolorées (cholestase) ou non ; pâleur cutanée, hépatomégalie, splénomégalie, anasarque.","Recall"
"Quels examens paracliniques sont réalisés devant un ictère néonatal ?","Hyperbilirubinémie totale (N=10 µmol/l), bilirubine libre et/ou conjuguée ; anémie régénérative, test de Coombs direct, groupage mère et bébé ; CRP/procalcitonine si suspicion infection ; échographie abdominale (voies biliaires) si suspicion atrésie.","Recall"
"Quelles sont les caractéristiques d’un ictère à bilirubine libre ?","Urines claires (défaut de conjugaison), selles non décolorées, bilirubine libre augmentée.","Recall"
"Quelles sont les caractéristiques d’un ictère à bilirubine conjuguée ?","Urines foncées, selles décolorées, bilirubine conjuguée augmentée.","Recall"
"Quels sont les facteurs de gravité de l’ictère néonatal ?","Prématurité, syndrome hémorragique, infection, bosse séro-sanguine.","Recall"
"Quels sont les signes de l’ictère nucléaire ?","Ictère +++, crise convulsive, choréo-athétose, hypertonie, paralysie oculaire, attitude en opisthotonos.","Recall"
"Quels sont les seuils biologiques de gravité pour la bilirubine totale ?","BT > 310 µmol/l (à terme) ou > 200 µmol/l (prématuré).","Recall"
"Quelles sont les causes d’ictère à bilirubine libre avec hémolyse précoce (<24h) ?","Immunisation fœto-maternelle (système Rh) ; infection materno-fœtale ; hémolyses constitutionnelles (déficit G6PD, pyruvate kinase, maladie de Minkowski-Chauffard – sphérocytose) ; accidents transfusionnels.","Recall"
"Quels sont les signes cliniques de l’immunisation fœto-maternelle (incompatibilité Rh) ?","Ictère + pâleur, hépato-splénomégalie, anasarque fœto-placentaire, mort fœtale in utero.","Recall"
"Quel examen confirme une immunisation fœto-maternelle ?","Test de Coombs direct positif.","Recall"
"Quelles sont les causes d’ictère à bilirubine conjuguée (syndrome cholestatique) ?","Atrésie des voies biliaires (urgence diagnostique et thérapeutique), sténose des VB, kyste du cholédoque, paucité ductulaire ; souffrance fœtale aiguë (anoxie hépatique) ; mucoviscidose, galactosémie, tyrosinémie, déficit en alpha-1-antitrypsine ; cholestase bénigne d’alimentation parentérale ; syndromes infectieux (hépatites, infection urinaire, septicémie).","Recall"
"Quelle est l’urgence diagnostique et thérapeutique parmi les causes d’ictère conjugué ?","Atrésie des voies biliaires (échographie abdominale en urgence).","Recall"
"Quelles sont les indications de l’exsanguino-transfusion ?","Si J1 : BT > 170 µmol/l ; si J3 : BT > 340 µmol/l ; si BNL (bilirubine non liée) > 1,5 µmol/l.","Recall"
"Quelle est l’indication de l’albumine dans l’ictère néonatal ?","Si hypoalbuminémie < 30 g/l (prématuré) ou BNL > 0,8 µmol/l.","Recall"
"Que faire si un ictère est suspecté dû au lait maternel ?","Arrêt transitoire de l’allaitement maternel pour confirmer le diagnostic.","Recall"
"Un nouveau-né à terme a un ictère apparaissant dans les 12 heures de vie. Quelle est la conduite ?","Début <24h = toujours pathologique. Évoquer en premier lieu une hémolyse (immunisation fœto-maternelle) ou une infection materno-fœtale.","Application"
"Quels sont les deux types de gravité majeure de l’ictère néonatal ?","Ictère nucléaire (bilirubine libre) et cirrhose (atrésie des voies biliaires).","Recall"
