"front","back","cognitive_level"
"Quels sont les deux virus responsables de l’herpès cutanéomuqueux ?","Herpes simplex virus de type 1 (HSV1) et de type 2 (HSV2).","Recall"
"Quelle est la prévalence de l’infection à HSV2 chez les personnes ayant une IST ?","50% des personnes ayant une infection sexuellement transmissible (IST).","Recall"
"Quel est le tableau clinique typique de la primo-infection à HSV1 chez l’enfant ?","Gingivo-stomatite aiguë herpétique : incubation 3-6 jours, fièvre 38-39°C, odynophagie, hypersialorrhée, gencives tuméfiées et saignantes douloureuses, vésicules groupées en bouquet en région péribuccale, puis érosions et ulcérations confluentes, adénopathies cervicales douloureuses. Évolution favorable en 10-15 jours.","Recall"
"Quelle est la localisation préférentielle du HSV2 ?","Herpès génital (IST).","Recall"
"Quels sont les signes de la primo-infection herpétique génitale chez la femme ?","Apparition 7 jours après rapport sexuel infectant : vulvo-vaginite aiguë œdémateuse et érosive, début brutal douloureux, fièvre, malaise général, vésicules sur muqueuse génitale tuméfiée puis érosions polycycliques, ADP inguinales sensibles, mictions très douloureuses, cicatrisation en 2-3 semaines. Complication : dysurie, rétention urinaire.","Recall"
"Qu’est-ce que le prodrome d’une récurrence herpétique ?","Sensation de brûlure ou de cuisson à l’endroit de la poussée, survenant 24 à 48 heures avant l’éruption.","Recall"
"Quelle est la complication ophtalmologique grave de l’herpès oculaire ?","Kératite, kérato-conjonctivite, ulcération dendritique avec risque de cécité.","Recall"
"Quel est le pronostic de l’herpès disséminé sans traitement ?","Mortalité à 80% en l’absence de traitement.","Recall"
"Qu’est-ce que le syndrome de Kaposi-Juliusberg ?","Surinfection virale d’une dermatite atopique ou dermatite herpétiforme par HSV1 (ou HSV2) pendant la primo-infection ou une récurrence.","Recall"
"Quel est l’examen cytologique de diagnostic rapide de l’herpès ?","Cytodiagnostic de Tzanck : frottis mettant en évidence un effet cytopathogène viral (dégénérescence ballonisante de Unna).","Recall"
"Citez trois diagnostics différentiels de la primo-infection herpétique orale.","Stomatite aphteuse, herpangine, érythème polymorphe.","Recall"
"Où le virus HSV reste-t-il latent après la primo-infection ?","Dans les ganglions rachidiens sensitifs (ganglions sensitifs des nerfs crâniens et vertébraux).","Recall"
"Quels sont les facteurs favorisants les récurrences herpétiques ?","Immunodépression (VIH, immunosuppresseurs), infections bactériennes/virales, exposition solaire ou au froid, menstruations (herpès cataménial), traumatisme physique, stress, fatigue.","Recall"
"Quel est le traitement antiviral de première intention de l’herpès ?","Aciclovir (ou valaciclovir) par voie systémique. Ne pas utiliser d’AINS ni d’anti-inflammatoires.","Recall"
"Quelle est la définition de la varicelle ?","Primo-infection par le virus varicelle-zona (VZV), très contagieuse, survenant chez l’enfant de 2-10 ans.","Recall"
"Quel est le délai d’incubation de la varicelle ?","14 jours en moyenne (10 à 20 jours).","Recall"
"Quel est l’aspect typique des lésions de varicelle ?","Macules érythémateuses, puis vésicules, pustules (2e-4e jour), puis croûtes brunâtres (8e jour). Coexistence d’éléments d’âges différents (2 à 3 poussées successives). Prurit intense.","Recall"
"Quelle est la complication neurologique fréquente de la varicelle chez l’enfant de 2-4 ans ?","Ataxie cérébelleuse, survenant 3 à 10 jours après le début de l’éruption.","Recall"
"Qu’est-ce que le zona ?","Ganglioradiculite postérieure aiguë due à la réactivation du VZV quiescent dans les ganglions sensitifs. Éruption érythémato-vésiculeuse unilatérale hyperalgique, dans le territoire d’un dermatome.","Recall"
"Quel est l’âge le plus fréquent du zona ?","Adulte après 50 ans.","Recall"
"Quel est le territoire le plus fréquent du zona ?","Zona intercostal (thoracique).","Recall"
"Décrivez le prodrome du zona intercostal.","3-4 jours : douleur à type de brûlure, hyperesthésie cutanée, adénopathie satellite, signes généraux (fièvre, céphalée).","Recall"
"Qu’est-ce que le zona ophtalmique ?","Atteinte du territoire du nerf ophtalmique (V1), avec risque de complications oculaires graves (uvéite, kératite) – URGENCE.","Recall"
"Quelle est la définition des algies post-zostériennes ?","Douleurs persistant plus d’un mois après l’éruption, peu sensibles aux antalgiques, plus fréquentes et intolérables chez le sujet âgé.","Recall"
"Quel est l’agent des verrues cutanées ?","Human papillomavirus (HPV).","Recall"
"Quels sont les types HPV responsables des verrues vulgaires ?","HPV 1, 2, 4, 26.","Recall"
"Quel est l’aspect clinique de la verrue vulgaire ?","Papule ferme de 1-10 mm, hyperkératosique, surface crevassée végétante, siégeant sur les zones de traumatisme (mains, doigts, genoux).","Recall"
"Quel est l’aspect des verrues plantaires ?","Plaque à surface rugueuse hypertonique avec points marron-noirs, interruption des dermatoglyphes, douleur importante. La confluence donne des verrues en mosaïque.","Recall"
"Quel est l’agent du molluscum contagiosum ?","Poxvirus MCV (molluscum contagiosum virus).","Recall"
"Quel est l’aspect clinique typique du molluscum contagiosum ?","Papules de 1-2 mm ou nodules de 5-10 mm, blanc nacré ou couleur peau normale, ronds, ovales, hémisphériques, ombiliquées. Lésions isolées, multiples ou confluentes en mosaïque.","Recall"
"Quel est l’agent des condylomes acuminés ?","HPV 6, 11, 30, 42, 43, 44, 45, etc.","Recall"
"Quel est l’aspect clinique des condylomes acuminés ?","Formations charnues pédiculées, roses ou rouges vif, confluant en masse molle exubérante sur muqueuse, ou lésions végétantes brunâtres en chou-fleur sur peau. Localisation ano-génitale.","Recall"
"Quels types HPV sont associés à un risque de transformation en cancer spinocellulaire ?","HPV 16, 18, 31, 33.","Recall"
"Pourquoi l’herpès néonatal est-il grave ?","Contamination lors de l’accouchement (HSV2 dans 90%), pouvant donner des formes cutanéomuqueuses, généralisées (oculaire, digestive, pulmonaire, neurologique grave) avec séquelles.","Understanding"
"Expliquez la différence entre varicelle et zona.","Varicelle = primo-infection par VZV, éruption généralisée avec vésicules à différents stades, très contagieuse. Zona = réactivation du VZV latent, éruption unilatérale métamérique douloureuse, non contagieuse pour les immunisés mais peut transmettre la varicelle aux non immunisés.","Understanding"
"Pourquoi ne doit-on pas utiliser d’AINS dans le traitement de l’herpès ?","Le document mentionne : antalgique = paracétamol, jamais d’AINS ni d’anti-inflammatoires (risque d’aggravation ou de complication non précisé mais implicite).","Application"
"Quelle est la conduite à tenir devant un zona ophtalmique ?","Urgence ophtalmologique en raison du risque de kératite, uvéite, névrite optique.","Application"
"Chez un patient VIH+ présentant des lésions péri-anales ulcérées et douloureuses, quel diagnostic évoquer ?","Herpès du sujet immunodéprimé : début péri-anal, érosions, ulcérations profondes, surinfection, rectite douloureuse.","Analysis"
"Un enfant présente des vésicules sur le cuir chevelu, le visage, le tronc, avec des croûtes et des vésicules fraîches concomitantes. Quel est le diagnostic ?","Varicelle typique (coexistence d’éléments d’âges différents).","Analysis"
