"question","answer","explanation","difficulty"
"Quels sont les deux types d'Herpes simplex virus et leurs localisations respectives ?","HSV1 : herpès oro-facial. HSV2 : herpès génital (IST).","Document.","Easy"
"Quel est le mode de transmission de l'herpès ?","Contact direct.","Document.","Easy"
"Quelle est la prévalence de l'infection à HSV2 dans la population générale ?","15-30%.","Document.","Easy"
"Quelle est la présentation clinique de la primo-infection à HSV1 chez l'enfant ?","Gingivo-stomatite aiguë herpétique : fièvre, odynophagie, gencives tuméfiées saignantes, vésicules en bouquet péribuccales, adénopathies cervicales.","Document.","Easy"
"Quelle est la durée d'évolution de la gingivo-stomatite herpétique ?","10-15 jours.","Document.","Easy"
"Quels sont les signes de la primo-infection à HSV2 chez la femme ?","Vulvo-vaginite aiguë œdémateuse et érosive, début brutal, fièvre, vésicules puis érosions polycycliques, ADP inguinales, miction douloureuse.","Document.","Easy"
"Quel est le prodrome de la récurrence herpétique ?","Sensation de brûlure ou cuisson à l'endroit de la poussée.","Document.","Easy"
"Quelle est la durée de guérison spontanée d'une récurrence herpétique ?","7 jours.","Document.","Easy"
"Citez trois formes topographiques de l'herpès.","Herpès oculaire, herpès thoracique (simulant un zona), herpès digital, méningo-encéphalite, herpès disséminé.","Document.","Easy"
"Quel est le risque de l'herpès oculaire ?","Cécité par kératite, kérato-conjonctivite, ulcération dendritique.","Document.","Easy"
"Quelle est la mortalité de l'herpès disséminé non traité ?","80%.","Document.","Easy"
"Quel est le syndrome de Kaposi-Juliusberg ?","Surinfection virale par HSV d'une dermatite atopique ou herpétiforme.","Document.","Easy"
"Quel examen cytologique permet de diagnostiquer rapidement l'herpès ?","Frottis de Tzank (cytodiagnostic).","Document.","Easy"
"Citez trois diagnostics différentiels de l'herpès génital.","Chancre syphilitique, chancre mou, candidose, lésion traumatique, érythème pigmenté fixe.","Document.","Easy"
"Où le virus herpès reste-t-il latent ?","Dans les ganglions rachidiens sensitifs.","Document.","Easy"
"Citez trois facteurs favorisants la récurrence herpétique.","Immunodépression, exposition solaire ou au froid, menstruations, stress, fatigue.","Document.","Easy"
"Quel est le traitement antiviral de première intention de l'herpès ?","Aciclovir (ou valaciclovir).","Document.","Easy"
"Quel antalgique est contre-indiqué dans l'herpès ?","Les AINS.","Document.","Easy"
"Quelle est la posologie de l'aciclovir pour la primo-infection herpétique génitale chez l'adulte ?","200 mg x 5/jour pendant 5-10 jours.","Document.","Easy"
"Quand indique-t-on un traitement préventif de l'herpès génital récurrent ?","Si plus de 6 récurrences par an.","Document.","Easy"
"Quel virus cause la varicelle et le zona ?","VZV (Varicelle Zona Virus).","Document.","Easy"
"Quelle est la différence entre varicelle et zona ?","Varicelle : primo-infection ; zona : réactivation du virus latent.","Document.","Easy"
"Quelle est la tranche d'âge typique de la varicelle ?","Enfants de 2 à 10 ans.","Document.","Easy"
"Quel est le mode de transmission de la varicelle ?","Voie aérienne.","Document.","Easy"
"Quelle est la durée d'incubation de la varicelle ?","14 jours (10-20 jours).","Document.","Easy"
"Quel signe clinique est caractéristique de la varicelle ?","Coexistence de macules, vésicules, pustules et croûtes (éléments d'âge différent).","Document.","Easy"
"Quelle est la forme de varicelle chez l'adulte ?","Tableau bruyant avec fièvre, AEG, éruption profuse, risque de pneumopathie.","Document.","Easy"
"Quelle est la fréquence de la pneumopathie varicelleuse chez l'adulte ?","1-4%.","Document.","Easy"
"Quelle complication nerveuse de la varicelle survient chez l'enfant de 2-4 ans ?","Ataxie cérébelleuse.","Document.","Easy"
"Quel est le zona ?","Ganglioradiculite postérieure aiguë due à la réactivation du VZV.","Document.","Easy"
"Quelle est la topographie de l'éruption du zona ?","Unilatérale, en hémi-ceinture, métamérique.","Document.","Easy"
"Quelle est la tranche d'âge la plus touchée par le zona ?","Adultes après 50 ans.","Document.","Easy"
"Un zona peut-il transmettre la varicelle ?","Oui, à un sujet non immunisé.","Document.","Easy"
"Quel est le prodrome du zona ?","Douleur type brûlure, hyperesthésie cutanée, parfois adénopathie satellite.","Document.","Easy"
"Quelle est la durée de l'éruption du zona jusqu'à la croûte ?","5 à 15 jours.","Document.","Easy"
"Quelle est la forme topographique du zona qui constitue une urgence ophtalmologique ?","Zona ophtalmique (V1).","Document.","Easy"
"Quel syndrome associe zona géniculé et paralysie faciale périphérique ?","Syndrome de Ramsay Hunt.","Document.","Easy"
"Qu'est-ce que l'algie post-zostérienne ?","Douleur persistant plus d'un mois après l'éruption, peu sensible aux antalgiques.","Document.","Easy"
"Citez trois diagnostics différentiels du zona.","Infection à HSV, dermatite phyto-allergique, dermatite de contact allergique, impétigo bulleux, fasciite nécrosante.","Document.","Easy"
"Quels virus causent les verrues cutanées ?","HPV (Human Papillomavirus).","Document.","Easy"
"Quels sont les HPV des verrues plantaires ?","HPV 1, 2, 63.","Document.","Easy"
"Quel est l'aspect des verrues vulgaires ?","Papules hyperkératosiques, surface crevassée, siégeant sur les zones de traumatisme (mains, doigts, genoux).","Document.","Easy"
"Quel est l'aspect des verrues plantaires ?","Plaque rugueuse avec points marron-noirs, douleur à la marche, interruption des dermatoglyphes.","Document.","Easy"
"Quel virus cause le molluscum contagiosum ?","Poxvirus MCV.","Document.","Easy"
"Quel est l'aspect des lésions de molluscum contagiosum ?","Papules blanc nacré, ombiliquées, de 1-10 mm.","Document.","Easy"
"Quel est l'agent des condylomes acuminés ?","HPV 6, 11, 30, 42-45.","Document.","Easy"
"Quel est l'aspect des condylomes acuminés ?","Lésions végétantes, pédiculées, en crêtes de coq ou chou-fleur, rosées ou brunâtres.","Document.","Easy"
"Quels HPV sont à risque de transformation cancéreuse ?","HPV 16, 18, 31, 33.","Document.","Easy"
"Quelles lésions cervicales sont associées aux HPV à risque ?","Condylomes plans cervicaux avec koïlocytes, dysplasie cervicale.","Document.","Easy"
"Expliquez la différence entre HSV1 et HSV2.","HSV1 est surtout responsable de l'herpès oro-facial, HSV2 de l'herpès génital. HSV2 est plus souvent sexuellement transmis.","Document.","Medium"
"Décrivez la gingivo-stomatite herpétique.","Fièvre 38-39°C, odynophagie, hypersialorrhée, gencives tuméfiées saignantes, vésicules en bouquet en région péribuccale, érosions, adénopathies cervicales. Évolution 10-15 jours.","Document.","Medium"
"Décrivez la vulvo-vaginite herpétique primitive.","Début brutal, douleur intense, fièvre, malaise, vésicules puis érosions polycycliques sur muqueuse génitale tuméfiée, ADP inguinales, miction douloureuse, cicatrisation en 2-3 semaines.","Document.","Medium"
"Quels sont les facteurs favorisants la récurrence herpétique ?","Immunodépression (VIH, immunosuppresseurs), infections intercurrentes, exposition solaire ou froid, menstruations, traumatisme physique, stress, fatigue.","Document.","Medium"
"Quel est le traitement de la primo-infection herpétique génitale ?","Aciclovir 200 mg x 5/jour per os pendant 5-10 jours. Formes sévères : IV 5 mg/kg/8h. Valaciclovir 500 mg x 2/j 10 jours.","Document.","Medium"
"Quel est l'intérêt du traitement curatif des récurrences herpétiques génitales ?","Il diminue la durée de l'excrétion virale (donc la contagiosité) et raccourcit la guérison de 1-2 jours, mais ne diminue pas la douleur.","Document.","Medium"
"Quand propose-t-on un traitement préventif de l'herpès génital récurrent ?","Si plus de 6 récurrences par an, ou retentissement socio-professionnel.","Document.","Medium"
"Décrivez l'éruption de la varicelle typique.","Macules érythémateuses, puis vésicules, pustules, croûtes brunâtres. Prurit intense. 2-3 poussées successives → éléments d'âge différent. Début au cuir chevelu, face, tronc, puis généralisation.","Document.","Medium"
"Quelles sont les formes graves de varicelle ?","Varicelle hémorragique de l'immunodéprimé, varicelle congénitale, varicelle néonatale, varicelle de l'adulte avec pneumopathie.","Document.","Medium"
"Décrivez le zona intercostal typique.","Prodrome douloureux (brûlure, hyperesthésie) 3-4 jours, puis éruption érythémato-vésiculeuse unilatérale en hémi-ceinture, douleur intense neuropathique, évolution vers des croûtes en 5-15 jours.","Document.","Medium"
"Quelles sont les complications du zona ophtalmique ?","Kératite, uvéite, névrite optique, risque de cécité. Urgence.","Document.","Medium"
