"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quels sont les deux types d'Herpes simplex virus ?","HSV1 et HSV2","HSV1 et VZV","VZV et CMV","EBV et HSV1","1","'Herpès simples virus 1 et 2'","Easy"
"Quelle est la localisation typique du HSV1 ?","Herpès génital","Herpès oro-facial","Herpès oculaire","Herpès digital","2","'HSV1 : herpes oro-facial'","Easy"
"Quelle est la localisation typique du HSV2 ?","Herpès oro-facial","Herpès génital (IST)","Herpès thoracique","Herpès disséminé","2","'HSV2 : herpès génital (IST)'","Easy"
"Quel est le mode de transmission principal de l'herpès ?","Contact direct","Voie aérienne","Transfusion sanguine","Alimentaire","1","'Transmission : contact directe +++'","Easy"
"Quelle est la prévalence de l'infection à HSV2 dans la population générale ?","5-10%","15-30%","40-50%","60-70%","2","'Prévalence de l’infection à HSV2 : 15 – 30% de la population générale'","Easy"
"Quelle est la prévalence de l'infection à HSV2 chez les personnes ayant une IST ?","25%","50%","70%","85%","2","'50% de la personne ayant une IST'","Easy"
"Quelle est la prévalence de l'infection à HSV2 chez les homosexuels ?","50%","60%","70%","80%","3","'70% des homosexuels'","Easy"
"Dans quel pourcentage des cas la primo-infection à HSV1 est-elle asymptomatique ?","50%","70%","90%","99%","3","'Asymptomatique dans 90% des cas'","Easy"
"Quelle est la tranche d'âge typique de la primo-infection à HSV1 ?","Nourrisson < 3 mois","Petits enfants de 6 mois à 3 ans","Adolescents","Adultes > 40 ans","2","'Chez petits enfants de 6 mois à 3 ans'","Easy"
"Quelle est la forme clinique la plus fréquente de la primo-infection à HSV1 ?","Herpès génital","Gingivo-stomatite aiguë herpétique","Kératite herpétique","Méningo-encéphalite","2","'Gingivo-stomatite aigue herpétique +++'","Easy"
"Quelle est la durée d'incubation de la primo-infection herpétique ?","1-2 jours","3-6 jours","7-10 jours","14 jours","2","'Incubation 3 – 6 jours'","Easy"
"Quels sont les signes généraux de la gingivo-stomatite herpétique ?","Fièvre 38-39°C, odynophagie, hypersialorrhée","Prurit intense","Douleur abdominale","Toux","1","'T° : 38 – 39°C, Prodrome : odynophagie, hyper sialorrhée'","Easy"
"Comment sont les gencives dans la gingivo-stomatite herpétique ?","Atrophiques","Tuméfiées et saignantes","Pâles","Nécrotiques","2","'Gencives tuméfiées et saignante, douleur +++'","Easy"
"Quel est l'aspect des vésicules dans l'herpès péribuccal ?","Isolées","Groupées en bouquet","Confluentes en bulles","Linéaires","2","'Vésicule groupées en bouquet en région péribuccale'","Easy"
"Quelle est l'évolution de la gingivo-stomatite herpétique ?","1-3 jours","5-7 jours","10-15 jours","3 semaines","3","'Evolution favorable en 10 – 15 jours'","Easy"
"Dans quel pourcentage des cas la primo-infection à HSV2 est-elle asymptomatique chez l'adulte jeune ?","1%","10%","25%","50%","2","'Adulte jeune, asymptomatique dans 10% des cas'","Easy"
"Quel est le délai d'apparition des symptômes après un rapport sexuel infectant pour HSV2 ?","24h","3 jours","7 jours","14 jours","3","'7 jours après le rapporte sexuel infectant'","Easy"
