"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Qu'est-ce qu'une crise d'épilepsie ?","Manifestation clinique paroxystique liée à une activité excessive et anormale d'un groupe de neurones","Perte de connaissance brutale sans cause","Convulsion fébrile","Syncope vagale","1","Le document : 'Crise d'épilepsie : manifestation clinique paroxystique liée à une activité excessive et anormale d'un groupe de neurones'.","Easy"
"Quelle est la différence entre une crise occasionnelle et une épilepsie ?","La crise occasionnelle survient sans facteur particulier, l'épilepsie est une affection chronique","La crise occasionnelle est due à un phénomène intercurrent, l'épilepsie est une affection chronique caractérisée par la répétition des crises","Il n'y a pas de différence","La crise occasionnelle est toujours généralisée","2","Le document : 'Suite à un phénomène intercurrent : crise occasionnelle. Survient Sans facteur particulier : Affection chronique caractérisée par la répétition des crises épileptiques'.","Easy"
"Quel est l'EEG typique du Petit Mal (absences) ?","Bouffées synchrones à 3 cycles/seconde","Hypsarythmie","Pointes-ondes rolandiques","Tracé plat","1","Le document : 'EEG : bouffées synchrones à 3c/s, favorisées par l'hyperventilation'.","Easy"
"Quel est l'âge de début typique du syndrome de West ?","3 à 9 mois","1 à 3 ans","5 à 7 ans","10 à 13 ans","1","Le document : 'Début : 3 mois et 9 mois'.","Easy"
"Quelle est la triade clinique du syndrome de West ?","Spasmes, arrêt du développement psychomoteur, hypsarythmie à l'EEG","Absences, myoclonies, EEG à 3c/s","Crises focales, paresthésies, EEG rolandique","Convulsions tonico-cloniques, fièvre, hyperleucocytose","1","Le document : 'Clinique : triade : Spasmes en flexion ou en extension, Arrêt DPM, régression du DPM, EEG : hypsarythmie'.","Easy"
"Quelle est l'épilepsie focale la plus fréquente chez l'enfant ?","Epilepsie à paroxysme Rolandique","Epilepsie temporale","Epilepsie frontale","Epilepsie occipitale","1","Le document : 'Epilepsie à paroxysme Rolandique ... 10-15 % des épilepsies de l'enfance'.","Easy"
"Quel est l'âge de début de l'épilepsie à paroxysme Rolandique ?","3 à 13 ans, pic à 10 ans","1 à 5 ans","6 mois à 2 ans","15 à 20 ans","1","Le document : 'Début : 3 ans et 13 ans, pic à 10 ans'.","Easy"
"Quelle est la particularité clinique de l'épilepsie à paroxysme Rolandique ?","Prédominance nocturne, sans altération de la conscience, atteinte facio-pharyngo-laryngée","Absences quotidiennes","Spasmes en flexion","État de mal","1","Le document le décrit.","Easy"
"Quel est l'EEG typique de l'épilepsie à paroxysme Rolandique ?","Pointes-ondes rolandiques unifocales en bouffées","Bouffées synchrones à 3c/s","Hypsarythmie","Activité lente généralisée","1","Le document : 'EEG : pointes-ondes rolandiques unifocales en bouffées'.","Easy"
"Quel est le premier geste devant une crise d'épilepsie ?","Coucher sur le côté D et éviter qu'il ne se blesse","Mettre les doigts dans la bouche","Contenir l'enfant","Injecter du Valium","1","Le document : 'Que faire concrètement devant une crise d'épilepsie ? 1. Coucher sur le côté D et éviter qu'il ne se blesse'.","Easy"
"Quel est le traitement de première intention d'une crise d'épilepsie prolongée ?","Valium (Diazépam)","Phénobarbital","Clonazépam","Paracétamol","1","Le document : '1er traitement : Valium'.","Easy"
"Quelle est la dose de charge du Phénobarbital chez le nouveau-né en état de mal épileptique ?","10 mg/kg/j","15 mg/kg/j","20 mg/kg/j","25 mg/kg/j","3","Le document : 'Nouveau-né : 20mg/kg/j'.","Easy"
"Combien de temps sans crise faut-il pour envisager l'arrêt du traitement ?","6 mois","1 an","2 ans","3 ans","3","Le document : 'Après 2 ans sans crise'.","Easy"
"Quel est l'effet de l'hyperventilation sur l'EEG des absences ?","Favorise les bouffées à 3c/s","Normalise l'EEG","Déclenche des pointes rolandiques","Aucun effet","1","Le document : 'favorisées par l'hyperventilation (déclenchable : respiration profonde pendant 5 mn)'.","Easy"
"Quel est le pourcentage d'épilepsies de la première année de vie représenté par le syndrome de West ?","5%","10%","15%","20%","3","Le document : '15 % des épilepsies de la 1ère année de vie'.","Medium"
"Quel est le syndrome de Landau-Kleffner ?","Encéphalopathie épileptique avec agnosie auditive acquise et aphasie épileptique acquise","Syndrome de West","Épilepsie myoclonique juvénile","Absences de l'enfant","1","Le document : 'Encéphalopathie épileptique : Agnosie auditive acquise + aphasie épileptique acquise apparat comme sourd ou "autiste"'.","Medium"
"Quelle est l'étiologie du syndrome de West dans 2/3 des cas ?","Encéphalopathie sous-jacente (EAI, syndromes neurocutanés, malformations cérébrales)","Idiopathique","Infectieuse","Traumatique","1","Le document : 'Étiologie : 2/3 des cas : encéphalopathie sous-jacente (EAI, syndromes neurocutanés, malformations cérébrales)'.","Medium"
"Que faut-il éviter lors d'une crise d'épilepsie ?","Mettre les doigts dans la bouche et contenir","Coucher sur le côté","Oxygéner","Injecter du Valium","1","Le document : 'À éviter : ne pas mettre les doigts dans la bouche, ne pas contenir'.","Medium"
"Quel est le traitement de deuxième intention en cas d'état de mal épileptique résistant au Diazépam ?","Phénobarbital en dose de charge","Clonazépam","Phénytoïne","Kétamine","1","Le document : 'Dose de charge : Phénobarbital'.","Medium"
"Quelle est la dose de Phénobarbital chez l'enfant en état de mal épileptique ?","10 mg/kg/j","15 mg/kg/j","20 mg/kg/j","25 mg/kg/j","Le document mentionne nourrisson 15mg/kg/j, enfant mg/kg/j (non spécifié) -> 15-20","Medium"
"Quel est le rythme de suivi recommandé pour un enfant épileptique sous traitement ?","Tous les 6 mois à 1 an","Tous les mois","Tous les 3 mois","Une fois par an","1","Le document : 'Suivi tous les 6 mois, voire tous les ans'.","Medium"
"Quelle est la particularité de la dépakine (acide valproïque) chez la fille ?","Pas de dépakine chez une fille pubère (risque tératogène)","Dose plus élevée","Contre-indication absolue","Aucune","1","Le document : 'pas de dépakine chez une fille pubert'.","Medium"
"Quel est le syndrome de pointes-ondes continues du sommeil (POCS) ?","Encéphalopathie épileptogène avec état de mal électrique au sommeil lent et régression cognitive","Syndrome de West","Épilepsie myoclonique","Absences","1","Le document le décrit.","Medium"
"Quel examen est recommandé pour le diagnostic des épilepsies ?","IRM cérébrale","Scanner","EEG standard, de sieste, de sommeil, vidéo","Tous","3","Le document : 'EEG standard, de sieste, EEG de sommeil (24 h00) + vidéo (EEG vidéo)'.","Medium"
"Quelle est la conduite à tenir devant un état de mal épileptique ?","Crise >15 min malgré 2 doses de Diazépam -> Phénobarbital IV","Hospitaliser sans traitement","Attendre la fin spontanée","Donner du paracétamol","1","Le document : 'Si crise >15 mn (malgré 2 doses de Diazépam) -> Dose de charge Phénobarbital'.","Medium"
"Quel est l'âge de début des absences (Petit Mal) ?","3 à 10 ans, pic 5-7 ans","1 à 3 ans","10 à 15 ans","Nouveau-né","1","Le document : 'Début : 3 ans et 10 ans ; pic 5-7 ans'.","Medium"
"Un enfant de 6 mois présente des spasmes en flexion, un arrêt du développement psychomoteur. Quel diagnostic ?","Syndrome de West","Absences","Epilepsie Rolandique","Etat de mal","1","Basé sur la triade.","Difficult"
"Un enfant de 8 ans a des absences quotidiennes avec des bouffées à 3c/s à l'EEG. Quel traitement ?","Dépakine (acide valproïque)","Phénobarbital","Carbamazépine","Valium","1","Le document ne précise pas le traitement des absences.","Difficult"
"Un enfant de 10 ans a des crises nocturnes avec des paresthésies de la langue, sans perte de conscience. Quel diagnostic ?","Epilepsie à paroxysme Rolandique","Epilepsie myoclonique juvénile","Absences","Syndrome de West","1","Basé sur la clinique.","Difficult"
