"question","answer","explanation","difficulty"
"Quel est le type histologique prédominant du cancer du colon et sa fréquence ?","Adénocarcinome (94%).","Le document : 'Adénocarcinome dans 94% des cas'","Easy"
"Quelle est la localisation la plus fréquente du cancer du colon ?","La sigmoïde (66%).","Le document : 'sigmoïde (66%)'","Easy"
"Quels sont les trois sous-types d’adénocarcinome avec leurs fréquences ?","Lieberkhunien (73%), colloïde ou mucineux (17%), anaplasique (4%).","Le document donne ces pourcentages.","Easy"
"Quel est l’examen de référence pour le diagnostic et quel geste est associé ?","La colonoscopie totale avec biopsies multiples pour examen anatomopathologique.","Le document : 'Colonoscopie ou coloscopie +++ qui doit être totale + biopsie + examen anatomopathologique'","Easy"
"Quel est le marqueur tumoral utilisé dans la surveillance ?","L’ACE (antigène carcino-embryonnaire).","Le document : 'Dosage des marqueurs tumoraux (ACE)'","Easy"
"Quelle est la complication la plus fréquente au moment du diagnostic ?","L’occlusion (+++).","Le document : 'Découverte souvent au stade de complication : Occlusion +++'","Easy"
"Quels sont les trois groupes à risque définis dans le document ?","Risque moyen (45-50 ans), risque élevé (ATCD d’adénome, familiaux, MICI), risque très élevé (PAF et HNPCC).","Le document : '03 Groupes à risque'","Easy"
"Quel est le traitement d’une tumeur superficielle Tis ou T2 ?","La résection endoscopique (mucosectomie) avec examen anatomopathologique.","Le document : 'Tumeurs superficielles Tis ou T2 : résection endoscopique (mucosectomie)'","Easy"
"Quelle est la survie à 5 ans du cancer du colon ?","50-60%.","Le document : 'Survie à 5 ans : 50 - 60%'","Easy"
"Décrivez la classification TNM pour T (de Tis à T4).","Tis : intra-épithéliale ; T1 : sous-muqueuse ; T2 : musculeuse ; T3 : sous-séreuse ou séreuse ; T4 : envahissant les organes de voisinage.","Le document détaille Tis à T4.","Medium"
"Décrivez la classification TNM pour N et M.","N0 : pas de métastase ganglionnaire ; N1 : 1 à 3 ganglions ; N2 : 4 ganglions ou plus. M0 : absence de métastase ; M1 : métastase.","Le document donne ces définitions.","Medium"
"Quels sont les signes fonctionnels du cancer du sigmoïde (TDD) ?","Hémorragie digestive basse, douleurs abdominales vagues (spastiques ou paroxystiques), trouble du transit (constipation, diarrhée ou alternance).","Le document : 'Troubles fonctionnels'","Medium"
"Quels sont les signes généraux (AEG) du cancer du colon ?","Anémie, amaigrissement, asthénie, anorexie, parfois fièvre.","Le document : 'Altération de l’état général (anémie, amaigrissement, asthénie, anorexie)'","Medium"
"Quels sont les facteurs protecteurs alimentaires et non alimentaires ?","Alimentaires : légumes et fibres. Non alimentaires : activité physique régulière, aspirine/AINS, traitement hormonal substitutif >10 ans.","Le document les énumère.","Medium"
"Quels sont les facteurs de risque alimentaires et environnementaux ?","Excès calorique (viande rouge, graisses saturées), obésité, sédentarité, tabac, alcool, amines aromatiques.","Le document : 'Facteurs de risque néoplasique'","Medium"
"Quels sont les syndromes héréditaires prédisposant au cancer du colon ?","HNPCC (hereditary non polyposis colorectal cancer) et polypose adénomateuse familiale (PAF).","Le document : 'HNPCC' et 'Polypose adénomateuse familiale (PAF)'","Medium"
"Quel est le traitement chirurgical curatif (principes) ?","Exploration complète, ligature première des vaisseaux, exérèse en monobloc, marges de résection R0 de plus de 5 cm.","Le document : 'Principes'","Medium"
"Quel est le traitement d’un cancer en occlusion par endoprothèse ?","Pose d’une endoprothèse colique d’attente pour améliorer l’état général, puis chirurgie programmée.","Le document : 'endoprothèse colique d’attente (stunt) puis chirurgie'","Medium"
"Quelle est la surveillance à long terme après traitement curatif ?","Clinique (état général), échographie ou scanner, coloscopie (6 mois, 1 an, 3 ans, puis tous les 5 ans), dosage de l’ACE (3 mois, 6 mois, puis tous les ans), TEP-scan si suspicion.","Le document détaille la surveillance.","Medium"
"Quel est le pronostic selon le stade TNM (survie à 5 ans) ?","Global 50-60%, mais dépend du stade : stade I >90%, stade II 70-80%, stade III 40-60%, stade IV <10% (valeurs approximatives non données dans le document, mais le document donne la globale).","Le document donne la survie globale.","Difficult"
"Quelle est la définition de R1 ?","Résection macroscopiquement saine mais microscopiquement tumorale (marge passant par la tumeur).","Le document : 'R1 (on a pensé qu’on est à distance de la tumeur, mais au microscope : la résection passe par la tumeur)'","Medium"
"Qu’est-ce que l’intervention de Hartmann ?","Résection colique avec colostomie, sans rétablissement immédiat de la continuité.","Le document : 'Intervention de Hartmann (résection + colostomie)'","Medium"
"Quel est le traitement d’un cancer colique perforé ?","Résection colique sans rétablissement (colostomie) ; si perforation diastatique, colectomie subtotale sans rétablissement.","Le document donne ces deux options.","Difficult"
"Quel est le rôle de la chimiothérapie adjuvante ?","Indiquée si ganglions positifs (N+) ou résection R1/R2.","Le document : 'Chimiothérapie adjuvante si N+ ou résection R1 ou R2'","Medium"
"Quel est le taux de fistule anastomotique et de mortalité opératoire ?","Fistule <5%, mortalité 2-6%.","Le document donne ces chiffres.","Easy"
"Quel est le délai de récidive le plus fréquent ?","Dans les 2 ans.","Le document : 'Récidive dans 2 ans'","Medium"
"Quels sont les diagnostics différentiels du cancer du colon ?","Maladie de Crohn, amibiase intestinale, appendicite pseudo-tumorale, tuberculose intestinale, sigmoïdite diverticulaire, tumeurs bénignes (polypes).","Le document liste ces diagnostics.","Medium"
"Quel est le traitement préventif pour un patient à risque élevé ?","Coloscopie régulière (ex : tous les 2 ans) et résection des polypes.","Le document : 'Coloscopie régulière(ex : tous les 2 ans) et résection des polypes'","Medium"
"Quelle est la fistule la plus fréquente et son symptôme ?","Fistule sigmoïdo-vésicale, se manifestant par une fécalurie et des infections urinaires récidivantes.","Le document : 'fécalurie et infections urinaires récidivantes'","Medium"
"Quel est le traitement des métastases hépatiques résécables ?","Métastasectomie en deuxième temps après résection de la tumeur primitive.","Le document : 'métastasectomie en 2ème temps après résection de la primitive'","Medium"
"Quelle est la signification de l’élévation de l’ACE ?","Signe de récidive.","Le document : 'élévation de l’ACE = récidive'","Medium"
"Quel est le traitement d’un cancer synchrone (droit et gauche) ?","Colectomie subtotale.","Le document : 'colectomie subtotale'","Medium"
"Quel est le rôle de l’endoprothèse colique ?","Palliative ou traitement d’attente en cas d’occlusion.","Le document : 'endoprothèse colique : palliative ou traitement d’attente'","Medium"
"Quel est le pourcentage d’adénocarcinome lieberkhunien ?","73%.","Le document : 'Lieberkhunien (73%)'","Easy"
"Quel est le pourcentage d’adénocarcinome colloïde ?","17%.","Le document : 'Colloïde ou mucineux (17%)'","Easy"
"Quel est le pourcentage d’adénocarcinome anaplasique ?","4%.","Le document : 'Anaplasique (4%)'","Easy"
"Quelle est la définition de Tis ?","Intra-épithéliale (ne dépasse pas la sous-muqueuse).","Le document : 'Tis : intra-épithéliale'","Easy"
"Quel est le stade IIA ?","T3/N0/M0.","Le document : 'Stade IIA : T3/N0/M0'","Medium"
"Quel est le stade IIB ?","T4/N0/M0.","Le document : 'Stade IIB : T4/N0/M0'","Medium"
"Quel est le stade IIIA ?","T1-T2/N1/M0.","Le document : 'Stade IIIA : T1-T2/N1/M0'","Medium"
"Quel est le stade IIIB ?","T3-T4/N1/M0.","Le document : 'Stade IIIB : T3-T4/N1/M0'","Medium"
"Quel est le stade IIIC ?","Tout T/N2/M0.","Le document : 'Stade IIIC : tout T/N2/M0'","Medium"
"Quel est le stade IV ?","Tout T/ tout N/ M1.","Le document : 'Stade IV : tout T/ Tout N/ M1'","Easy"
"Quel est le facteur protecteur lié à l’aspirine ?","Protection sur les polypes adénomateux.","Le document : 'Aspirine et AINS sur les polypes'","Medium"
"Quel est le facteur protecteur hormonal ?","Traitement hormonal substitutif pendant plus de 10 ans.","Le document : 'traitement hormonal substitutif pendant plus de 10 ans'","Medium"
"Quel est le risque lié à l’obésité ?","Facteur de risque néoplasique.","Le document : 'obésité' dans facteurs de risque","Medium"
"Quelle est l’incidence annuelle chez la femme ?","12 à 15/100.000.","Le document donne ce chiffre.","Easy"
"Quel est le rang du cancer du colon en mortalité ?","2ème cause de mortalité par cancer.","Le document : '2ème en mortalité'","Easy"
"Quel est l’intérêt de la RCP ?","Discussion pluridisciplinaire pour décider du traitement personnalisé.","Le document : 'Réunion de Concertation Pluridisciplinaire (RCP)'","Medium"
"Quelle est la définition de R2 ?","Résection macroscopiquement tumorale (passant par la lésion).","Le document : 'R2 : Macroscopiquement, la résection passe par la lésion tumorale'","Difficult"
