"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le type histologique le plus fréquent du cancer du colon ?","Adénocarcinome (94%)","Carcinome épidermoïde","Lymphome","Sarcome","1","Le document : 'Diagnostic histologique : Adénocarcinome dans 94% des cas'","Easy"
"Quel est le premier cancer digestif en fréquence dans le monde ?","Cancer de l’estomac","Cancer du colon","Cancer de l’œsophage","Cancer du pancréas","2","Le document : 'Premier cancer digestif en fréquence dans le monde'","Easy"
"Quelle est l’incidence annuelle du cancer du colon chez l’homme ?","13 à 24/100.000","12 à 15/100.000","20 à 30/100.000","5 à 10/100.000","1","Le document : '13 à 24/100.000 chez l’homme'","Easy"
"Quelle est la localisation la plus fréquente du cancer du colon ?","Caecum","Colon ascendant","Sigmoïde (66%)","Colon descendant","3","Le document : 'Topographie : sigmoïde (66%)'","Easy"
"Quel est le sous-type d’adénocarcinome le plus fréquent (73%) ?","Colloïde ou mucineux","Anaplasique","Lieberkhunien","Carcinome épidermoïde","3","Le document : 'Lieberkhunien (73%)'","Easy"
"Quel est le site métastatique le plus fréquent du cancer du colon par voie sanguine portale ?","Poumon","Foie","Os","Péritoine","2","Le document : 'Par voie sanguine portale à distance (métastases): foie'","Easy"
"Selon la classification TNM, que signifie T1 ?","Atteinte de la musculeuse","Atteinte de la sous-muqueuse","Atteinte de la séreuse","Envahissement des organes voisins","2","Le document : 'T1: sous-muqueuse'","Easy"
"Quelle est la définition de N1 dans le cancer du colon ?","1 à 3 ganglions envahis","4 ganglions ou plus","Pas de ganglions","Plus de 10 ganglions","1","Le document : 'N1 : 1 à 3 ganglions envahis'","Easy"
"Quel examen est l’examen clé pour le diagnostic du cancer du colon ?","Lavement baryté","Colonoscopie totale avec biopsies","Scanner abdominal","Échographie","2","Le document : 'Colonoscopie ou coloscopie +++ qui doit être totale + biopsie'","Easy"
"Quel est le marqueur tumoral cité pour le cancer du colon ?","CA 19-9","ACE","CA 125","AFP","2","Le document : 'Dosage des marqueurs tumoraux (ACE)'","Easy"
"Quel est le stade 0 selon la classification TNM ?","Tis","T1N0M0","T2N0M0","T3N0M0","1","Le document : 'Stade 0 : Tis'","Easy"
"Quel est le stade I du cancer du colon ?","T1-T2/N0/M0","T3/N0/M0","T4/N0/M0","T1-T2/N1/M0","1","Le document : 'Stade I : T1-T2/N0/M0'","Easy"
"Quelle complication est la plus fréquente au moment du diagnostic ?","Perforation","Occlusion +++","Hémorragie","Fistule","2","Le document : 'Découverte souvent au stade de complication : Occlusion +++'","Easy"
"Quelle est la forme topographique souvent longtemps latente ?","Cancer du sigmoïde","Cancer du caecum","Cancer de l’angle droit","Cancer du colon descendant","2","Le document : 'Cancer du caecum (longtemps latent)'","Easy"
"Quel est un facteur protecteur alimentaire ?","Viande rouge","Légumes +++, fibres alimentaires","Graisses saturées","Amines aromatiques","2","Le document : 'Facteurs protecteurs alimentaires : légumes +++, fibres alimentaires'","Easy"
"Quelle maladie inflammatoire est un facteur de risque ?","Maladie de Crohn et RCH","Pancréatite","Gastrite","Hépatite","1","Le document : 'Maladies inflammatoires (Crohn, RCH)'","Easy"
"Quel est le syndrome héréditaire non polyposique ?","PAF","HNPCC","Lynch (HNPCC)","FAP","2","Le document : 'HNPCC (hereditary non polyposis colorectal cancer)'","Easy"
"Quel est le diagnostic différentiel le plus fréquent avec un cancer du colon ?","Amibiase","Sigmoïdite diverticulaire","Maladie de Crohn","Tumeurs bénignes (polypes)","4","Le document : 'Tumeurs bénignes (polypes+++)'","Easy"
"Dans le traitement chirurgical curatif, quelle marge de résection est recommandée ?","Plus de 1 cm","Plus de 5 cm","Plus de 2 cm","Plus de 10 cm","2","Le document : 'Respect des marges de résection R0 et plus de 5 cm'","Easy"
"Quel est le traitement palliatif d’un cancer sténosant avec occlusion ?","Résection endoscopique","Colostomie","Chimiothérapie","Radiothérapie","2","Le document : 'Colostomie : devant un cancer sténosant avec tableau d’occlusion'","Easy"
"Quel est le traitement préventif pour un patient à risque moyen (âge > 50 ans) ?","Coloscopie annuelle","Recherche de sang dans les selles (Hémoccult) tous les 2 ans","Dosage de l’ACE","Scanner annuel","2","Le document : 'Risque moyen (âge > 50 ans) : recherche de sang dans les selles (Hémoccult*) tous les 2 ans'","Easy"
"Quelle est la mortalité opératoire du cancer du colon ?","2 à 6%","10%","15%","1%","1","Le document : 'Mortalité opératoire : 2 à 6%'","Easy"
"Quelle est la survie à 5 ans du cancer du colon ?","30-40%","50-60%","70-80%","90%","2","Le document : 'Survie à 5 ans : 50 - 60%'","Easy"
