"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Qu'est-ce qu'un néphroblastome ?","Tumeur rénale bénigne","Tumeur rénale maligne embryonnaire","Tumeur surrénalienne","Tumeur vésicale","2","Le document : ''Tumeur rénale maligne embryonnaire, c'est de loin la plus fréquente''.","Easy"
"Quelle est la tranche d'âge la plus fréquente pour le néphroblastome ?","0-1 an","1-5 ans","5-10 ans","10-15 ans","2","Le document : ''Enfants de 1 à 5 ans, avec un maximum vers l'âge de 3ans 1/2''.","Easy"
"Quel syndrome associe Wilms, aniridie, malformations génito-urinaires et retard mental ?","Syndrome de Beckwith-Wiedemann","Syndrome de WAGR","Syndrome de Drash","Hémi-hypertrophie corporelle","2","Le document : ''association de WAGR (Wilms, aniridie, malformation génito-urinaire et retard mental)''.","Easy"
"Quelle est la présentation clinique la plus fréquente du néphroblastome ?","Hématurie macroscopique","Augmentation rapide du volume de l'abdomen","Douleur lombaire","Fièvre","2","Le document : ''Les CDD sont univoques : pratiquement toujours devant l'apparition d'une augmentation de volume de l'abdomen très rapide''.","Easy"
"À l'examen, comment se présente la tumeur de Wilms ?","Ferme, lisse, indolore, plus ou moins mobile","Dure, irrégulière, douloureuse, fixe","Molle, nodulaire, sensible","Kystique, fluctuante","1","Le document : ''on découvre une tumeur ferme, lisse, indolore, plus ou moins mobile''.","Easy"
"Quel est l'examen d'imagerie de première intention pour le néphroblastome ?","TDM","IRM","Échographie","Radiographie abdominale","3","Le document : ''L'échographie : masse solide, volumineuse, intra-rénale''.","Easy"
"Quels marqueurs biologiques doivent être négatifs pour traiter sans confirmation histologique ?","VMA-HVA-Dopamine","Alpha-foetoprotéine","HCG","ACE","1","Le document : ''La négativité des marqueurs biologiques VMA-HVA-Dopamine : traitement sans avoir de confirmation histologique+++''.","Easy"
"Quel est le traitement habituel du néphroblastome ?","Néphrectomie partielle","Néphrectomie totale élargie","Radiothérapie exclusive","Chimiothérapie exclusive","2","Le document : ''La chirurgie : néphrectomie totale élargie est le traitement habituel''.","Easy"
"Dans quels cas pratique-t-on une chirurgie conservatrice ?","Tumeur de petite taille","NB sur rein unique et NB bilatéraux","Formes métastatiques","Récidive locale","2","Le document : ''La chirurgie conservatrice : dans les NB sur rein unique et les NB bilatéraux''.","Easy"
"Quel est le pourcentage de survie pour les stades I du néphroblastome ?","58%","75%","85%","93%","4","Le document : ''La survie varie entre 58% pour les stades IV et 93 % pour les stades I''.","Easy"
"Quelle est la tumeur rénale maligne la plus fréquente chez l'enfant ?","Néphrome mésoblastique","Tumeur de Wilms (néphroblastome)","Sarcome rénal","Carcinome rénal","2","Le document : ''Tumeur rénale maligne embryonnaire, c'est de loin la plus fréquente''.","Medium"
"Quelle est l'âge maximal de survenue du néphroblastome ?","1 an","2 ans","3 ans 1/2","5 ans","3","Le document : ''maximum vers l'âge de 3ans 1/2''.","Medium"
"Le syndrome de Drash associe :","Aniridie, malformations, retard mental","Ambiguïté sexuelle et glomérulopathie","Hémi-hypertrophie","Macroglossie, omphalocèle","2","Le document : ''syndrome de Drash avec ambiguïté sexuelle et glomérulopathie''.","Medium"
"Quelles sont les trois composantes microscopiques du néphroblastome ?","Blastémateuse, épithéliale, stroma","Kystique, solide, nécrotique","Musculaire, nerveuse, graisseuse","Vasculaire, glomérulaire, tubulaire","1","Le document : ''Triple composante : blastémateuse, épithéliale, et le stroma''.","Medium"
"Quel type de néphroblastome est considéré comme défavorable sur le plan pronostique ?","Formes multi-kystiques","Formes épithéliales","Néphrome mésoblastique","NB anaplasique","4","Le document : ''Les formes défavorables : NB anaplasique''.","Medium"
"Quelle complication rare peut révéler un néphroblastome ?","HTA","Hématurie microscopique","Rupture tumorale traumatique","Anémie","3","Le document : ''Rarement : une hématie, anémie d'apparition rapide, rupture tumorale (traumatique)''.","Medium"
"Quel examen permet d'évaluer l'extension tumorale ?","Échographie","TDM abdominale","Radiographie thoracique","IRM cérébrale","2","Le document : ''TDM abdominale : extension tumorale''.","Medium"
"Quelles métastases doivent être recherchées ?","Pulmonaires, hépatiques, osseuses, cérébrales","Ganglionnaires, péritonéales","Pleurales, péricardiques","Cutannées, musculaires","1","Le document : ''Recherche de métastases : pulmonaires (RX thorax), hépatiques (écho et scanner), osseuses et cérébrales''.","Medium"
"Quelle est la cause de l'HTA dans les formes particulières de néphroblastome ?","Compression de l'artère rénale","Sécrétion de rénine par la tumeur","Métastase surrénalienne","Insuffisance rénale","2","Le document : ''Les formes avec HTA (liée à une sécrétion de rénine par la tumeur)''.","Medium"
"Quels sont les moyens de traitement du néphroblastome ?","Chimiothérapie, chirurgie, radiothérapie","Radiothérapie seule","Chirurgie seule","Immunothérapie","1","Le document liste : ''Chimiothérapie, chirurgie, radiothérapie''.","Medium"
"Quelle est l'indication pour les formes métastatiques d'emblée ?","Chirurgie d'emblée puis chimiothérapie","Chimiothérapie puis chirurgie","Radiothérapie puis chirurgie","Chirurgie conservatrice","2","Le document : ''Formes métastatiques d'emblée : chimiothérapie puis chirurgie''.","Difficult"
"Pourquoi la radiothérapie est-elle utilisée avec réserve chez le petit enfant ?","Peu efficace","Séquelles importantes","Résistance tumorale","Coût élevé","2","Le document : ''mais la radiothérapie, surtout chez le petit enfant : séquelles importantes''.","Difficult"
