"front","back","cognitive_level"
"Qu'est-ce que le néphroblastome (tumeur de Wilms) ?","C'est une tumeur rénale maligne embryonnaire, de loin la plus fréquente chez l'enfant.","Recall"
"Quelle est la tranche d'âge typique du néphroblastome et l'âge de maximum de fréquence ?","Enfants de 1 à 5 ans, avec un maximum vers l'âge de 3 ans et demi.","Recall"
"Quelles sont les populations à risque de néphroblastome citées dans le document ?","Hémi-hypertrophie corporelle, syndrome de Wiedemann Beckwith, aniridie, association WAGR (Wilms, aniridie, malformation génito-urinaire et retard mental), syndrome de Drash (avec ambiguïté sexuelle et glomérulopathie).","Recall"
"Quel est l'aspect macroscopique typique du néphroblastome ?","Tumeurs souvent très volumineuses, d'apparition explosive, habituellement parfaitement bien limitées par une pseudo-capsule qui la sépare du parenchyme rénal sain. Habituellement unique, mais peut être multiples (néphroblastomatose), synchrone ou asynchrone.","Recall"
"Quelle est la triple composante histologique du néphroblastome ?","Composante blastémateuse, épithéliale et stroma.","Recall"
"Quels sont les trois types de néphroblastomes sur le plan pronostic ?","Formes favorables (multi-kystiques, formes épithéliales, néphrome mésoblastique ou tumeur de Bolande), formes intermédiaires (NB blastémateux, NB mésenchymateux), formes défavorables (NB anaplasique).","Recall"
"Quels sont les circonstances diagnostiques cliniques typiques du néphroblastome ?","Augmentation de volume de l'abdomen très rapide. À l'examen : tumeur ferme, lisse, indolore, plus ou moins mobile. Rarement : hématie, anémie d'apparition rapide, rupture tumorale (traumatique).","Recall"
"Quel est l'aspect échographique du néphroblastome ?","Masse solide, volumineuse, intra-rénale.","Recall"
"Quels marqueurs biologiques sont négatifs dans le néphroblastome, permettant un traitement sans confirmation histologique ?","VMA, HVA, dopamine (négativité).","Recall"
"Quels sont les éléments du bilan d'extension loco-régional du néphroblastome ?","Échographie et TDM : adénopathies (ADP), extension aux organes de voisinage (foie, colon, duodénum, pancréas, rate – rares). Recherche de thrombose de la veine rénale et de la veine cave.","Recall"
"Quelles sont les localisations des métastases à rechercher dans le néphroblastome ?","Pulmonaires (RX thorax), hépatiques (écho et scanner), osseuses et cérébrales.","Recall"
"Quelle complication particulière peut être associée au néphroblastome et par quel mécanisme ?","Hypertension artérielle (HTA), liée à une sécrétion de rénine par la tumeur.","Recall"
"Quels sont les moyens thérapeutiques du néphroblastome ?","Chimiothérapie (actinomycine, vincristine, épirubicine, ifosfamide, étoposide, carboplatine), chirurgie (néphrectomie totale élargie ou conservatrice), radiothérapie (tumeur radiocurable mais séquelles importantes chez le petit enfant).","Recall"
"Quelle est l'indication chirurgicale pour les néphroblastomes bilatéraux ou sur rein unique ?","Chirurgie conservatrice.","Recall"
"Quelle est la stratégie thérapeutique selon le caractère métastatique ou non du néphroblastome ?","Formes métastatiques d'emblée : chimiothérapie puis chirurgie. Formes non métastatiques : chirurgie d'emblée puis chimiothérapie.","Recall"
"Quels sont les résultats de survie pour les stades I et IV du néphroblastome ?","Survie : 93% pour le stade I, 58% pour le stade IV.","Recall"
"Un enfant de 3 ans présente une augmentation rapide du volume abdominal. À l'examen, on palpe une tumeur ferme, lisse, indolore. Quel diagnostic suspectez-vous et quel examen d'imagerie confirmerait une masse solide intra-rénale ?","Néphroblastome (tumeur de Wilms). L'échographie montrerait une masse solide, volumineuse, intra-rénale.","Application"
"Qu'est-ce que l'association WAGR ?","Association de Wilms (néphroblastome), aniridie, malformation génito-urinaire et retard mental. C'est une population à risque.","Recall"
"Qu'est-ce que la néphroblastomatose ?","Forme multiple du néphroblastome (tumeurs multiples), qui peut être synchrone ou asynchrone.","Recall"
"Quel est le rôle de la négativité des marqueurs VMA-HVA-dopamine dans la prise en charge du néphroblastome ?","Elle permet un traitement sans avoir de confirmation histologique.","Understanding"
