"front","back","cognitive_level"
"Quel est l'agent causal de la rubéole ?","Un virus à ARN : ribovirus.","Recall"
"Quels sont les deux modes de transmission de la rubéole ?","Transmission directe par voie aérienne (rubéole acquise) ou transplacentaire (rubéole congénitale).","Recall"
"Quelle est la durée d'incubation de la rubéole ?","15 à 21 jours.","Recall"
"Quelle est la période de contagiosité de la rubéole ?","1 semaine avant jusqu'à 2 semaines après le début de l'éruption.","Recall"
"Jusqu'à quel âge gestationnel la rubéole maternelle est-elle dangereuse pour le fœtus ?","Avant 18 semaines d'aménorrhée (18 SA). Si rubéole <18 SA, ITG indiqué car risque de polymalformations.","Recall"
"Qu'appelle-t-on syndrome de rubéole congénitale ?","L'ensemble des malformations chez le nouveau-né consécutives à une contamination d'une femme enceinte non immunisée avant 18 SA.","Recall"
"Quels sont les signes de la phase d'invasion de la rubéole ?","Fièvre modérée, état général conservé, absence de catarrhe, signes associés : céphalées, courbatures (irritabilité), pharyngite.","Recall"
"Quelle est la durée de la phase d'invasion de la rubéole ?","1 semaine.","Recall"
"Quand débute la phase éruptive de la rubéole ?","15 à 20 jours après le contage.","Recall"
"Quel est l'aspect de l'éruption de la rubéole ?","Exanthème maculo-papuleux, macules et macropapules plus petites que celles de la rougeole.","Recall"
"Quelle est la topographie et l'évolution de l'éruption rubéoleuse ?","Début au visage puis extension au thorax. Une seule poussée sur 72 heures, puis disparition (fugace).","Recall"
"Citez 3 complications de la rubéole.","Hématologique : purpura thrombopénique post-éruptif ; Articulaires : arthrites, arthralgies (chez l'adulte) ; Neurologiques (rares) : encéphalite, méningo-encéphalites.","Recall"
"Quelles sont les indications du dosage des IgM spécifiques sériques pour la rubéole ?","En phase aiguë (pendant 2 mois), dans les formes atypiques ou compliquées, lors d'un contact avec une femme enceinte non immune (chez l'enfant et suivi sérologique de la femme enceinte).","Recall"
"Quel est le traitement de la rubéole ?","En ambulatoire, symptomatique (antipyrétiques, pas d'antibiotiques).","Recall"
"Quelles sont les mesures préventives de la rubéole ?","2 doses de vaccin avant l'âge de 2 ans, éviter le contact avec la femme enceinte, éviction scolaire non nécessaire (sauf si enseignante enceinte).","Recall"
"Pourquoi faut-il éviter tout contact d'un enfant avec une maladie éruptive chez une femme enceinte non immunisée ?","Car la rubéole chez la femme enceinte non immunisée avant 18 SA peut entraîner un syndrome de rubéole congénitale avec polymalformations.","Understanding"
"Comparez l'éruption de la rubéole avec celle de la rougeole.","Rubéole : exanthème maculo-papuleux avec macules et papules plus petites que celles de la rougeole, une seule poussée sur 72h, fugace. Rougeole : exanthème maculopapuleux non prurigineux, début derrière les oreilles, extension descendante en 24-48h, persistance 5-6j.","Analysis"
"Quel est le signe d'absence de catarrhe dans la phase d'invasion de la rubéole ?","Contrairement à la rougeole, la rubéole n'a pas de catarrhe oculo-respiratoire (pas de larmoiement, conjonctivite, rhinorrhée).","Recall"
"Quelle est la durée de positivité des IgM spécifiques après une rubéole ?","Pendant 2 mois (phase aiguë).","Recall"
"L'éviction scolaire est-elle nécessaire pour un enfant atteint de rubéole ?","Non, sauf si l'enseignante est enceinte.","Recall"
