"question","answer","explanation","difficulty"
"La rubéole est due à un virus à ADN.","False","Document: 'virus à ARN : ribovirus'","Easy"
"L'incubation de la rubéole est de 15 à 21 jours.","True","Document: 'Incubation : 15-21 jours'","Easy"
"La rubéole confère une immunité durable.","True","Document: 'Immunité durable'","Easy"
"La phase d'invasion de la rubéole associe une fièvre élevée et un catarrhe oculo-respiratoire.","False","Document: 'Fièvre modérée, EG conservée, absence de catarrhe'","Easy"
"L'éruption de la rubéole dure 72 heures.","True","Document: 'sur 72 h'","Easy"
"La rubéole est plus grave chez l'enfant que chez l'adulte.","False","Document: Les arthrites/arthralgies surviennent chez l'adulte, mais pas de mention de gravité enfant","Medium"
"Le purpura thrombopénique post-éruptif est une complication possible de la rubéole.","True","Document: 'purpura thrombopénique post-éruptif'","Medium"
"Le diagnostic de rubéole se fait par dosage des IgM spécifiques en phase aiguë.","True","Document: 'dosage des IgM spécifiques sériques en phase aiguë (pendant 2 mois)'","Medium"
"La rubéole nécessite une hospitalisation systématique.","False","Document: 'Mesures thérapeutiques : en ambulatoire'","Medium"
"La vaccination contre la rubéole se fait en 2 doses avant 2 ans.","True","Document: '2 doses de vaccin avant l'âge de 2 ans'","Medium"
"L'éviction scolaire est obligatoire en cas de rubéole.","False","Document: 'Éviction scolaire non nécessaire (sauf si enseignante enceinte)'","Medium"
"La rubéole congénitale survient lors d'une contamination maternelle avant 18 SA.","True","Document: 'Si contamination d'une femme enceinte non immunisée avant 18 SA : syndrome de rubéole congénitale'","Medium"
"Une ITG est indiquée si rubéole maternelle avant 18 SA.","True","Document: 'Si rubéole <18SA : ITG indiqué'","Difficult"
"Les macules de la rubéole sont plus grandes que celles de la rougeole.","False","Document: 'Macules et macropapules plus petites que celles de la rougeole'","Difficult"
