"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est l'agent causal de la rubéole ?","Virus à ADN (herpès virus)","Virus à ARN (ribovirus)","Bactérie (streptocoque)","Parasite","2","Document: 'Agent causal : virus à ARN : ribovirus'","Easy"
"Quelle est la durée d'incubation de la rubéole ?","5-10 jours","10-14 jours","15-21 jours","21-28 jours","3","Document: 'Incubation : 15-21 jours'","Easy"
"Quelle est la période de contagiosité de la rubéole ?","1 semaine avant jusqu'à 2 semaines après l'éruption","Uniquement pendant l'éruption","5 jours avant et 5 jours après","Pendant l'incubation seulement","1","Document: 'Contagiosité : 1 semaine avant jusqu'à 2 semaines après le début de l'éruption'","Easy"
"Quel est le risque de contamination d'une femme enceinte non immunisée avant 18 semaines d'aménorrhée (SA) ?","Syndrome de Guillain-Barré","Syndrome de rubéole congénitale","Toxoplasmose congénitale","Anasarque fœto-placentaire","2","Document: 'Si contamination d'une femme enceinte non immunisée avant 18 SA : syndrome de rubéole congénitale'","Easy"
"Quel est le signe clinique de la phase d'invasion de la rubéole ?","Fièvre élevée, catarrhe oculo-respiratoire","Fièvre modérée, absence de catarrhe, état général conservé","Signe de Köplik","Éruption prurigineuse","2","Document: 'Invasion : Fièvre modérée, EG conservée, absence de catarrhe'","Easy"
"Quelle est la durée de la phase éruptive de la rubéole ?","24 heures","72 heures","5-6 jours","8-10 jours","2","Document: 'Une seule poussée, sur 72 h, puis disparition (fugace)'","Easy"
"Quelle est la complication hématologique de la rubéole ?","Anémie hémolytique","Purpura thrombopénique post-éruptif","Leucémie","Hémophilie","2","Document: 'Complications Hématologique : purpura thrombopénique post-éruptif'","Medium"
"Quel examen biologique permet le diagnostic de rubéole en phase aiguë ?","NFS","Dosage des IgM spécifiques sériques","PCR sur selles","Ionogramme","2","Document: 'Indications du dosage des IgM spécifiques sériques en phase aiguë (pendant 2 mois)'","Medium"
"Quel est le traitement de la rubéole ?","Antibiothérapie","Traitement symptomatique ambulatoire (antipyrétique)","Corticothérapie","Hospitalisation systématique","2","Document: 'Mesures thérapeutiques : en ambulatoire, symptomatique (sans ATB, antipyrétique)'","Medium"
"Quel est le schéma vaccinal préventif contre la rubéole chez l'enfant ?","1 dose à 12 mois","2 doses avant l'âge de 2 ans","1 dose à 5 ans","3 doses","2","Document: 'Mesures préventives : 2 doses de vaccin avant l'âge de 2 ans'","Medium"
"Quelle est la recommandation concernant l'éviction scolaire en cas de rubéole ?","Éviction systématique 5 jours","Éviction non nécessaire, sauf si enseignante enceinte","Éviction 10 jours","Aucune éviction","2","Document: 'Éviction scolaire non nécessaire (sauf si enseignante enceinte)'","Medium"
"Quel est le mode de transmission de la rubéole acquise ?","Voie sanguine","Voie aérienne directe","Contact cutané","Alimentation","2","Document: 'Transmission directe par voie aérienne (acquise)'","Easy"
"Une femme enceinte non immunisée contracte la rubéole à 15 SA. Quelle est la conduite à tenir selon le document ?","Aucune mesure","Interruption thérapeutique de grossesse (ITG) indiquée","Surveillance échographique","Corticoïdes","2","Document: 'Si rubéole <18SA : ITG indiqué, car poly malformation'","Difficult"
"Quelle est la différence entre l'éruption de la rubéole et celle de la rougeole ?","Les macules sont plus grandes dans la rubéole","Les macules sont plus petites dans la rubéole","La rubéole a un signe de Köplik","La rougeole n'a pas de fièvre","2","Document: 'Macules et macropapules plus petites que celles de la rougeole'","Difficult"
