"question","answer","explanation","difficulty"
"Quels sont les trois critères diagnostiques positifs de l'érythrodermie ?","1) Érythème confluent généralisé, 2) Desquamation intéressant >=90% de la surface corporelle, 3) Évolution prolongée (plusieurs semaines).","'Erythème confluante généralisé, Associé à une desquamation intéressant l’ensemble du tégument (>= 90%), Et qui est d’évolution prolongée (plusieurs semaines)'.","Easy"
"Citez quatre complications de l'érythrodermie.","Trouble hydro-électrolytique, complications infectieuses (cutanées ou systémiques), complications de décubitus (escarres, dénutrition), dysrégulation thermique.","'Complication potentielles : trouble hydro électrolytique, infectieuse, de décubitus, dysrégulation thermique'.","Easy"
"Quel est le délai d'apparition moyen d'une toxidermie érythrodermique ?","7 à 21 jours après le début de la prise du médicament suspecté.","'Délai d’apparition moyen : 7 – 21 jours après début de la prise du médicament suspecté'.","Easy"
"Nommez trois médicaments ou classes pouvant induire une toxidermie érythrodermique.","Carbamazépine, anti-infectieux (anti-tuberculeux, bêta-lactamines), allopurinol, sulfamides.","'carbamzépine +++, anti-infectieux (anti-tuberculé, béta-lactamines), allopurinol, sulfamides'","Easy"
"Quels sont les signes du DRESS syndrome ?","Délai 4-6 semaines, fièvre, exanthème maculo-papuleux puis érythrodermie, œdème du visage et des extrémités, adénopathies, hyperéosinophilie (>1500/mm3), cytolyse hépatique.","'Délai d’apparition plus long (4 – 6 semaines), Fièvre, Exanthème maculo-papuleuse puis érythrodermie, Œdème : visage et extrémité, ADP +++, PNE > 1500/mm3, cytolyse hépatique'","Easy"
"Quelles sont les trois étiologies d'érythrodermie chez le nourrisson de moins de 3 mois ?","Ichtyose érythrodermie congénitale (bébé collodion), érythrodermie desquamante de Leiner-Moussous, épidermolyse staphylococcique du nouveau-né (bébé ébouillanté).","Document section 'nourrisson < 3 mois'.","Easy"
"Quels sont les signes d'orientation vers une érythrodermie d'origine hématologique (lymphome) ?","Érythrodermie chronique, prurit intense, infiltration, pigmentation, pachydermie, adénopathies périphériques, présence de cellules de Sézary dans le sang.","'mycosis fongoïde ... érythrodermie chronique, prurigineuse et infiltrée, pigmentée, pachydermie, ADP périphérique, cellule de Sézary circulantes'.","Medium"
"Expliquez le mécanisme de la déperdition hydro-électrolytique au cours de l'érythrodermie.","La vasodilatation cutanée, la desquamation (perte de la barrière cutanée), le suintement des lésions, l'œdème et la fièvre entraînent une perte massive d'eau et d'électrolytes par la peau.","'Vasodilation + desquamation + suintement + œdème + fièvre → déperdition hydro-électrolytique'.","Medium"
"Pourquoi le diagnostic de sepsis est-il difficile chez un patient érythrodermique ?","Car la fièvre et les frissons sont des manifestations habituelles de l'érythrodermie elle-même, et les hémocultures sont fréquemment contaminées par les germes cutanés présents sur les lésions.","'fièvre et frissons habituels dans l’érythrodermies, hémocultures : fréquemment contaminées par germes au niveau des lésions cutanées'.","Medium"
"Quels sont les trois types de bilan complémentaire systématique devant une érythrodermie ?","Bilan inflammatoire (NFS, VS, CRP, électrophorèse), bilan rénal (ionogramme, créatininémie, urée), bilan hépatique (transaminases, GGT, PAL).","Document examens complémentaires.","Medium"
