"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'érythrodermie ?","Érythème localisé avec desquamation","Érythème confluent généralisé associé à une desquamation intéressant >=90% de la surface corporelle, d'évolution prolongée","Éruption vésiculeuse généralisée","Desquamation sans érythème","2","'Erythrodermie : Erythème confluant généralisé, Associé à une desquamation intéressant l’ensemble du tégument (>= 90% de la surface corporelle), Et qui est d’évolution prolongée (plusieurs semaines)'.","Easy"
"Quel pourcentage de la surface corporelle est atteint dans l'érythrodermie ?","50%","70%",">=90%","100%","3","'Associé à une desquamation intéressant l’ensemble du tégument (>= 90% de la surface corporelle)'.","Easy"
"L'érythrodermie est considérée comme une urgence dermatologique.","True","'Urgence dermatologique : prise en charge hospitalière immédiate !!!'","Easy"
"Quel est le signe fonctionnel constant de l'érythrodermie ?","Douleur","Prurit constant, féroce","Fièvre","Brûlure","2","'SF : prurit constant, féroce'.","Easy"
"Quelle complication est mentionnée comme ayant une mortalité de 19% ?","Trouble hydro-électrolytique","Complication infectieuse","Décompensation cardiaque","Escarres","2","'Complication infectieuse (19% mortalité des érythrodermies)'.","Easy"
"Quel est le délai d'apparition moyen d'une toxidermie érythrodermique ?","1-3 jours","7-21 jours","4-6 semaines","2-3 mois","2","'Délai d’apparition moyen : 7 – 21 jours après début de la prise du médicament suspecté'.","Easy"
"Quel syndrome associe érythrodermie, fièvre, œdème du visage, adénopathies et hyperéosinophilie ?","DRESS syndrome","Syndrome de Lyell","Syndrome de Stevens-Johnson","Maladie de Kaposi","1","'DRESS sydrom (drug rash with hyperesoiphilia and systemic symptoms) : Délai d’apparition plus long (4 – 6 semaines), Fièvre, Exanthème maculo-papuleuse puis érythrodermie, Œdème : visage et extrémité, ADP +++, PNE > 1500/mm3'.","Easy"
"Chez le nourrisson de moins de 3 mois, quelle entité se présente comme un 'bébé collodion' ?","Erythrodermie desquamante de Leiner-Moussous","Ichtyose érythrodermie congénitale","Epidermolyse staphylococcique","Dermatite atopique","2","'ichtyose érythrodermie congénitale : « bébé collodion », génodermatose, anomalie de kératinisation'.","Easy"
"Quel tableau réalise l'épidermolyse staphylococcique du nouveau-né ?","Bébé collodion","Bébé ébouillanté","Bébé farineux","Bébé ictérique","2","'Epidermolyse staphylococcique du nouveau-né : Tableau de bébé « ébouillanté », fièvre, AEG, urgence vitale, vaste décollement épidémique'.","Easy"
"Quelle est la principale cause d'érythrodermie chez l'enfant de plus de 3 mois ?","Psoriasis","Dermatite atopique","Toxidermie","Lymphome cutané","2","'Nourrisson > 3 mois et un enfant : Etiologie idem à l’adulte, Mais dominés par dermatite atopique'.","Easy"
"Quel signe au niveau des ongles peut apparaître après plusieurs semaines d'érythrodermie ?","Ongle vert","Ligne de Beau","Panaris","Onycholyse","2","'Atteintes des phanères après quelque semaine : ... ongle dystrophique et de croissance ralentie : linge de Beau, voire chute de l’ongle'.","Easy"
"Quel est le diagnostic différentiel principal de l'érythrodermie ?","Psoriasis","Exanthème (morbiliforme)","Eczéma","Urticaire","2","'Différentiels : Exanthème (morbiliforme +++)'","Easy"
"L'érythrodermie peut s'accompagner d'une atteinte des muqueuses : chéilite, conjonctivite, stomatite.","True","'Atteint des muqueuses : chéilite, conjonctivite, stomatite'.","Easy"
"Quel est le délai d'apparition du DRESS syndrome ?","7-21 jours","4-6 semaines","24-48 heures","3 mois","2","'DRESS sydrom : Délai d’apparition plus long (4 – 6 semaines)'.","Easy"
"Quel médicament est particulièrement cité comme cause fréquente de toxidermie érythrodermique ?","Paracétamol","Carbamazépine","Amoxicilline","Ibuprofène","2","'Plusieurs médicaments, carbamzépine +++'","Easy"
"Quel lymphome cutané T épidermotrope peut se manifester par une érythrodermie chronique ?","Mycosis fongoïde","Lymphome de Hodgkin","Lymphome B diffus","Lymphome de Burkitt","1","'mycosis fongoïde (= lymphome cutané T épidermotrope) et sd de Sézary (forme leucémique)'.","Easy"
"Quelle infection parasitaire peut donner une érythrodermie 'farineuse' crouteuse et hyperkératosique ?","Gale norvégienne","Pédiculose","Teigne","Leishmaniose","1","'Gales routeuse ou gale hyperkératosique (gale norvégienne) : Erythrodermie « farineuse », Crouteuse et hyperkératosique'.","Easy"
"Quel est le pourcentage d'érythrodermies sans cause retrouvée ?","5%","10-15%","20-25%","30%","2","'10 – 15% des cas : pas de cause retrouvé, à surveiller'.","Easy"
"Dans l'érythrodermie, la desquamation peut être fine ou en larges lambeaux, avec pachydermie aux plis.","True","'desquamation constante : fine ou larges lambeaux pachydermie aux plis'.","Easy"
"Quel est l'aspect de l'érythème dans l'érythrodermie ?","Uniquement au niveau du visage","Violacé aux points déclives, intensité variable","Pétéchial","Urticarien","2","'érythème inflammation généralisés, violacé aux points déclives, intensité variable d’un jour à l’autre'.","Medium"
"Quels sont les trois mécanismes conduisant à la déperdition hydro-électrolytique dans l'érythrodermie ?","Vasodilatation, desquamation, suintement, œdème, fièvre","Anorexie, vomissements, diarrhée","Insuffisance rénale, diabète","Brûlures, hémorragie","1","'Vasodilation + desquamation + suintement + œdème + fièvre → déperdition hydro-électrolytique'.","Medium"
"Pourquoi le diagnostic de sepsis est-il difficile chez un patient érythrodermique ?","Car la fièvre et les frissons sont habituels dans l'érythrodermie, et les hémocultures sont fréquemment contaminées par les germes cutanés","Parce que les patients sont souvent immunodéprimés","Parce que les marqueurs inflammatoires sont normaux","Parce que les antibiotiques sont inefficaces","1","'Diagnostic de sepsis difficile : fièvre et frissons habituels dans l’érythrodermies, hémocultures : fréquemment contaminées par germes au niveau des lésions cutanées'.","Medium"
"Quels sont les trois diagnostics étiologiques graves à rechercher devant une érythrodermie ?","Toxidermie, hémopathies, lymphomes cutanés","Psoriasis, eczéma, lichen plan","Gale, VIH, DRESS","Ichtyose, Leiner-Moussous, épidermolyse","1","'Etiologies grave : toxidermie, hémopathies, lymphomes cutanés'.","Medium"
"Quelles sont les quatre principales causes d'érythrodermie chez l'adulte ?","Psoriasis, eczéma, lichen plan, toxidermie","VIH, gale, mycosis fongoïde, DRESS","Ichtyose, Leiner, épidermolyse","Médicaments, infections, lymphomes, psoriasis","1","'Principale cause : psoriasis, dermatite atopique, lymphomes cutané, lichen plan, réaction médicamenteuse (toxidermie)' – on peut citer psoriasis, eczéma (dermatite atopique), lichen plan, toxidermie.","Medium"
"Quel bilan biologique fait partie du bilan inflammatoire dans l'érythrodermie ?","NFS, VS, CRP, électrophorèse des protéines","Ionogramme, créatininémie","Transaminases, GGT, PAL","Hémocultures","1","'Bilan inflammatoire : NFS, VS, CR, électrophorèse des protéines sérique'.","Medium"
"Quel est l'aspect de l'érythrodermie dans le mycosis fongoïde ?","Aiguë et fébrile","Chronique, prurigineuse, infiltrée, pigmentée, avec pachydermie et adénopathies","Sèche et farineuse","Bulleuse","2","'érythrodermie chronique, prurigineuse et infiltrée, pigmentée, pachydermie, ADP périphérique'.","Medium"
"Chez le nourrisson de moins de 3 mois, quelle forme d'érythrodermie est de bon pronostic et succède à une dermatite séborrhéique ?","Ichtyose congénitale","Erythrodermie desquamante de Leiner-Moussous","Epidermolyse staphylococcique","Déficit immunitaire","2","'Erythrodermie desquamantes de Leiner-Moussous : Succède à une dermatite séborrhéique bipolaire, Bon état général, évolution bénigne'.","Medium"
"Quel examen complémentaire est le plus important pour identifier l'étiologie de l'érythrodermie ?","Biopsie cutanée","Hémocultures","Ionogramme","Imagerie","1","'Biopsie cutanée : anapath, identification de l’étiologie'.","Medium"
"L'atteinte des phanères dans l'érythrodermie est précoce (dès les premiers jours).","False","'Atteintes des phanères après quelque semaine' – tardive.","Medium"
"Quel est le risque de l'alitement prolongé au cours de l'érythrodermie ?","Escarres, dénutrition, cachexie, complications thromboemboliques","Pneumopathies","Sepsis","Déshydratation","1","'Complication du décubitus : Dénutrition, Cachexie, Escarre liées à l’alitement prolongé, Complication thromboembolique'.","Medium"
"Quel est le délai d'apparition d'une toxidermie par rapport à la prise médicamenteuse ?","7-21 jours","24-48 heures","1-2 heures","Plus de 3 mois","1","'Délai d’apparition moyen : 7 – 21 jours après début de la prise du médicament suspecté'.","Easy"
"Quel virus est cité comme cause d'érythrodermie infectieuse ?","VIH","VHB","VZV","EBV","1","'Erythrodermie d’origines virales : VIH'.","Easy"
"Quel est le signe ophtalmologique possible de l'érythrodermie ?","Ectropion des paupières","Uvéite","Glaucome","Kératite","1","'ectropion des paupières' (dans la description SP).","Medium"
"Quelle est la particularité de l'érythrodermie chez le nourrisson de moins de 3 mois ?","Elle est rare et grave","Elle est toujours bénigne","Elle ne survient jamais","Elle est due aux médicaments","1","'nourrisson < 3 mois : rare et grave'","Easy"
"Quel est le critère d'imputabilité d'une toxidermie ?","Critère intrinsèque et extrinsèque","Dose-dépendance","Réaction croisée","Test de provocation","1","'Critère d’imputabilité intrinsèque, extrinsèque (médicament suspecté)'.","Medium"
"Quelle est la différence entre l'érythrodermie et l'exanthème morbilliforme ?","L'érythrodermie est plus aiguë","L'exanthème a une évolution plus aiguë et pas de trouble de dysrégulation thermique","L'érythrodermie n'a pas de desquamation","L'exanthème touche plus de 90% de la surface","2","'Exanthème : évolution plus aigue, Pas de trouble de dysrégulation cutanée thermiques'.","Difficult"
"Un patient présente une érythrodermie avec hyperéosinophilie >1500/mm3, cytolyse hépatique, adénopathies et œdème du visage apparue 5 semaines après l'introduction d'un médicament. Quel est le diagnostic le plus probable ?","Toxidermie classique","DRESS syndrome","Mycosis fongoïde","Gale norvégienne","2","'DRESS syndrom : délai 4-6 semaines, fièvre, exanthème puis érythrodermie, œdème visage/extrémités, ADP, PNE >1500, cytolyse hépatique'.","Difficult"
"Quelles sont les trois complications infectieuses cutanées possibles de l'érythrodermie ?","Staphylocoque, herpès, varicelle-zona","Streptocoque, candida, aspergillus","Pseudomonas, klebsiella, E. coli","Mycobactéries, leishmanies, toxoplasme","1","'infection cutanée à staphylocoque, à virus herpès, ou varicelle –zona'.","Difficult"
"Un nourrisson de 2 jours présente un aspect de 'bébé collodion' avec une peau épaisse et craquelée. Quel diagnostic évoquez-vous ?","Epidermolyse staphylococcique","Ichtyose érythrodermie congénitale","Erythrodermie de Leiner-Moussous","Dermatite atopique","2","'ichtyose érythrodermie congénitale : « bébé collodion »'","Difficult"
"Expliquez le mécanisme conduisant à une décompensation cardiaque, respiratoire et rénale au cours de l'érythrodermie.","La vasodilatation, la desquamation, le suintement, l'œdème et la fièvre entraînent une déperdition hydro-électrolytique majeure, responsable d'une hypovolémie pouvant décompenser les fonctions cardiaque, respiratoire et rénale.","'Vasodilation + desquamation + suintement + œdème + fièvre → déperdition hydro-électrolytique d’où Décompensation cardiaque, respiratoire et rénale'.","Difficult"
