question, answer, explanation, difficulty
"Pourquoi la recherche de rapports sexuels avant l'aménorrhée est-elle primordiale ?", "Pour évoquer d'emblée une grossesse, principale cause d'aménorrhée secondaire", "Le document : 'Principale cause = grossesse' et interrogatoire recherche 'Rapports sexuels avant l'aménorrhée'", "Easy"
"Expliquez le mécanisme d'une aménorrhée secondaire par synéchies utérines post-curetage.", "Le curetage traumatique endomètre → inflammation → adhérences (synéchies) → obstruction partielle ou totale de la cavité utérine → aménorrhée", "Le document : antécédents de curetage récent, synéchies diagnostiquées à l'hystéroscopie", "Medium"
"Pourquoi le syndrome de Sheehan entraîne-t-il une absence de montée laiteuse après accouchement ?", "Car la nécrose hypophysaire post-hémorragique supprime la sécrétion de prolactine", "Le document : 'Sd de Sheehan : pas de montée laiteuse'", "Medium"
"Quelle est la différence physiopathologique entre une aménorrhée par ménopause précoce et une aménorrhée par insuffisance hypophysaire globale ?", "Ménopause précoce = épuisement ovarien primitif (FSH élevée) ; insuffisance hypophysaire = déficit central (FSH basse)", "Le document donne FSH élevée vs effondrée", "Difficult"
"Comment le test aux progestatifs permet-il d'orienter le diagnostic étiologique d'une aménorrhée secondaire ?", "Saignement après progestatifs = endomètre fonctionnel + imprégnation oestrogénique → ovulation possible ; absence = anomalie endométriale ou carence oestrogénique", "Document : test positif = endomètre normal", "Medium"
"Pourquoi une aménorrhée hypothalamique peut-elle survenir chez une sportive de haut niveau ?", "L'entraînement intense associé à un déficit énergétique inhibe la sécrétion pulsatile de GnRH", "Document : 'augmentation de LH' probablement paradoxe ou erreur, mécanisme réel = hypoGnRH", "Difficult"
"Quel est le risque d'une hyperprolactinémie prolongée non traitée sur la densité osseuse ?", "Ostéoporose par hypoestrogénie secondaire à l'inhibition de l'axe gonadotrope", "Document non dit mais conséquence clinique importante", "Difficult"
"Expliquez la prise en charge d'une aménorrhée secondaire iatrogène aux neuroleptiques.", "Arrêt si possible du neuroleptique ; sinon antiprolactine (bromocriptine, cabergoline)", "Document : 'Traitement : arrêt des médicaments; antiprolactines'", "Medium"
"Pourquoi une cirrhose peut-elle entraîner une aménorrhée secondaire ?", "Par insuffisance hépatique → trouble du métabolisme oestrogénique, hyperoestrogénie relative", "Document : 'Maladies générales : cirrhose' – mécanisme non détaillé", "Difficult"
"Quelle est la particularité du traitement du syndrome de Sheehan par rapport à une ménopause précoce ?", "Sheehan nécessite hydrocortisone + extraits thyroïdiens en plus des oestroprogestatifs", "Document donne traitements spécifiques différents", "Medium"
"Comment l'interrogatoire peut-il diagnostiquer 80% des causes d'aménorrhée secondaire ?", "En recherchant grossesse, prise médicamenteuse, antécédents chirurgicaux, stress, changements de poids, signes fonctionnels évocateurs", "Document : 80% des étiologies sont diagnostiquées à l’interrogatoire", "Easy"
"Pourquoi une dystrophie ovarienne peut-elle être traitée par chirurgie ?", "Résection partielle d'ovaire pour lever une anovulation chronique (ex: électrocoagulation ovarienne)", "Document mentionne chirurgie sans détail", "Difficult"
