"question","answer","explanation","difficulty"
"L’hypotrophie néonatale est aussi appelée RCIU.","True","Le document : ''RCIU = hypotrophie''.","Easy"
"Un RCIU harmonieux touche 80% des cas.","False","Harmonieux = 20%, disharmonieux = 80%.","Easy"
"Dans le RCIU disharmonieux, le périmètre crânien est respecté (épargne céphalique).","True","Le document : ''Disharmonieux – respect du PC et de la taille (épargne céphalique)''.","Easy"
"L’hypotrophie est la première cause de mortalité néonatale.","True","Conclusion : ''première cause de mortalité néonatale''.","Easy"
"Le gain pondéral d’un hypotrophe au premier mois est de 10 g/kg/j.","False","C’est 20 g/kg/j (10 pour eutrophe, 15 pour prématuré).","Easy"
"La taille des hypotrophes rattrape 100% à 12 mois.","False","La taille rattrape 75% sur plusieurs années.","Easy"
"Les causes placentaires représentent 5% des cas.","True","Document : ''CAUSES PLACENTAIRES (5%)''.","Easy"
"La polyglobulie est une complication hématologique de l’hypotrophie.","True","Document : ''Polyglobulie''.","Easy"
"L’hypothermie est une complication de l’hypotrophie.","True","Document : ''Hypothermie, hypoxie''.","Easy"
"Le RCIU harmonieux a un meilleur pronostic que le disharmonieux.","False","Harmonieux a un pronostic plus mauvais.","Medium"
"Le tabagisme maternel est une cause maternelle d’hypotrophie.","True","Document : ''Tabagisme, alcoolisme, toxicomanie''.","Medium"
"La trisomie 21 est une cause fœtale d’hypotrophie.","True","Document : ''Anomalies chromosomiques (syndrome de Down, trisomie 21)''.","Medium"
"L’insertion vélamenteuse du cordon est une cause placentaire.","True","Document : ''Insertions velamenteuses''.","Medium"
"Le RCIU disharmonieux s’accompagne d’une hypotonie.","False","Tonus en quadri flexion (hypertonie relative).","Medium"
"La vigilance est parfaite dans le RCIU harmonieux.","True","Document : ''Vigilance parfaite, le tonus paraît exagéré''.","Medium"
"L’entérocolite ulcéro-nécrosante est une complication neurologique.","False","C’est une complication digestive.","Medium"
"La supplémentation martiale fait partie de la prise en charge.","True","Document : ''Supplémentation vitaminique et martiale''.","Medium"
"Le risque de décès est identique entre hypotrophe seul et hypotrophe prématuré.","False","Risque 3x plus si prématurité + hypotrophie.","Medium"
"Les doppler utérin, ombilical et cérébral sont des éléments de diagnostic de gravité.","True","Document : ''Problème au niveau des doppler''.","Medium"
"La cholestase prolongée peut être une complication de l’hypotrophie.","True","Document : ''Cholestase prolongée (dans le cadre d’un RCIU d’ordre nutritionnel)''.","Difficult"
"Le score de Manning évalue la vitalité fœtale.","True","Document : ''Score de Manning'' dans diagnostic de gravité.","Difficult"
"Le rattrapage du PC se fait à 100% à 12 mois.","False","50% sur plusieurs années.","Difficult"
"Les nouveau-nés hypotrophes doivent être alimentés précocement sauf en cas d’asphyxie périnatale.","True","Document : ''Alimentation précoce en l’absence de contexte d’asphyxie périnatale (pour éviter l’ECUN)''.","Difficult"
