"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Selon le document, l’hypotrophie néonatale (RCIU) est définie par un poids de naissance :","< 3ème percentile","< 5ème percentile","< 10ème percentile","< 15ème percentile","3","Le document : ''Si poids de naissance < 10ème percentile''.","Easy"
"Quelles courbes sont utilisées en France pour définir l’hypotrophie ?","Courbes de Usher","Courbes de Leroy et Lefort","Courbes de l’OMS","Courbes de Mounoud","2","Le document : ''En France : courbes de Leroy et Lefort''.","Easy"
"Un RCIU disharmonieux concerne environ :","20% des cas","50% des cas","80% des cas","95% des cas","3","Le document : ''Disharmonieux = segmentaire, asymétrique 80%''.","Easy"
"Dans le RCIU disharmonieux, on observe :","Poids, taille et PC diminués","Poids faible, taille et PC normaux","PC diminué, taille normale","Poids normal, PC diminué","2","Le document : ''RCIU disharmonieux – Poids faible pour le terme, T et PC normaux''.","Easy"
"L’aspect clinique du RCIU harmonieux est :","Tête paraît grosse, visage triangulaire","Maigreur impressionnante, aspect fripé des téguments","Membres longs et grêles","Peau plissée","2","Le document : ''RCIU harmonieux – Maigreur impressionnante, Aspect fripé des téguments (comme marastiques)''.","Easy"
"Quel est le pourcentage de causes maternelles dans l’hypotrophie ?","40%","25%","5%","30%","1","Le document : ''CAUSES MATERNELLES (40%)''.","Easy"
"Parmi les causes fœtales, laquelle est citée ?","Tabagisme","Rubéole","Insertion vélamenteuse","Primiparité","2","Le document : ''Infections : rubéole, toxoplasmose, syphilis, ...''.","Easy"
"Le pourcentage de causes idiopathiques est de :","5%","25%","30%","40%","3","Le document : ''CAUSES IDIOPATHIQUES (30%)''.","Easy"
"Parmi les complications de l’hypotrophie, on trouve :","Hyperglycémie","Hypocalcémie","Hypercalcémie","Hypernatrémie","2","Le document cite ''hypocalcémie'' dans les complications.","Easy"
"Quel est le gain pondéral attendu chez un nouveau-né hypotrophe au 1er mois de vie ?","10 g/kg/j","15 g/kg/j","20 g/kg/j","25 g/kg/j","3","Le document : ''Hypotrophe : 20g/kg/j''.","Easy"
"À 12 mois, le poids de l’hypotrophe atteint en général :","50% du poids normal","75% du poids normal","100% du poids d’un nouveau-né à terme eutrophe","120%","3","Le document : ''Poids : atteint à 100% à 12 mois (arrive à atteindre le poids d’un nouveau-né à terme eutrophe à 12 mois)''.","Easy"
"La taille de l’hypotrophe ne rattrape que :","25% sur plusieurs années","50% sur plusieurs années","75% sur plusieurs années","100% sur plusieurs années","3","Le document : ''Taille : 75% de rattrapage sur plusieurs années''.","Easy"
"Le risque de décès est multiplié par combien si prématurité + hypotrophie ?","2","3","4","5","2","Le document : ''Risque de décès 3x plus si prématurité + hypotrophie''.","Easy"
"Un RCIU sévère à terme est défini par un poids de naissance < :","3ème percentile","5ème percentile","10ème percentile","15ème percentile","2","Le document : ''A terme : si PN < 5ème percentile''.","Medium"
"Dans le RCIU disharmonieux, la vigilance et le tonus sont :","Vigilance absente, tonus diminué","Vigilance présente, tonus en quadri flexion","Vigilance normale, hypertonie","Somnolence, hypotonie","2","Le document : ''Vigilance présente, tonus en quadri flexion''.","Medium"
"Le pronostic est plus mauvais dans :","RCIU disharmonieux","RCIU harmonieux","RCIU isolé","RCIU tardif","2","Le document : ''Caractère symétrique ou asymétrique (harmonieux : pronostic plus mauvais, ou disharmonieux)''.","Medium"
"Parmi les complications hématologiques de l’hypotrophie, on trouve :","Anémie ferriprive","Polyglobulie","Leucocytose","Thrombocytose","2","Le document : ''Polyglobulie, Neutropénie, Thrombopénie''.","Medium"
"L’entérocolite ulcéro-nécrosante est une complication :","Neurologique","Digestive","Infectieuse","Hépatique","2","Le document : ''Digestives : Entérocolites ulcéro-nécrosantes''.","Medium"
"Quelle est la première cause de mortalité néonatale selon le document ?","Prématurité","Hypotrophie","Infections","Malformations","2","Le document : ''première cause de mortalité néonatale'' (dans conclusion).","Medium"
"Le dépistage des complications chez l’hypotrophie doit inclure :","Surveillance dextro régulière","Échographie cardiaque","IRM cérébrale","Bilan thyroïdien","1","Le document : ''Surveillance dextro régulière'' dans prise en charge.","Medium"
"Le rattrapage du périmètre crânien chez l’hypotrophie est de :","25% sur plusieurs années","50% sur plusieurs années","75% sur plusieurs années","100% sur plusieurs années","2","Le document : ''PC : 50 % de rattrapage sur plusieurs années''.","Difficult"
"Le score de Manning est utilisé dans le diagnostic :","Positif","De gravité","Différentiel","Étiologique","2","Le document le cite dans ''Diagnostic de gravite'' (vitalité fœtale).","Difficult"
"Les anomalies placentaires comme le chorangiome sont des causes :","Maternelles","Fœtales","Placentaires (5%)","Idiopathiques","3","Le document : ''CAUSES PLACENTAIRES (5%) – Anomalies placentaires : chorangiome, ischémie''.","Difficult"
