"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Qu'est-ce qu'un vaccin ?","Préparation contenant des substances antigéniques destinées à induire une immunité active et spécifique","Médicament curatif contre les infections","Antibiotique préventif","Sérum contenant des anticorps","1","Document: 'Vaccins = préparations contenant des substances antigéniques destinées à induire chez le sujet une immunité active et spécifique'","Easy"
"Quel est l'objectif de la vaccination ?","Traiter une infection déjà déclarée","Prévenir la survenue d'une maladie ou diminuer le risque de forme grave","Remplacer les antibiotiques","Éradiquer tous les virus","2","Document: 'Objectif : PRÉVENIR LA SURVENUE D'UNE MALADIE ou DIMINUER LE RISQUE DE FORME GRAVE'","Easy"
"Qu'est-ce que l'immunité collective ?","Immunité transférée de la mère à l'enfant","Immunité acquise après une infection naturelle","Immunité qui apparait lorsqu'une population vaccinée confère une protection à des individus non protégés","Immunité obtenue par injection d'anticorps","3","Document: 'Immunité qui apparait lorsqu'une population vaccinée confère une protection à des individus non protégés'","Easy"
"Quel facteur influence négativement la réponse immunitaire à la vaccination chez le nourrisson ?","La présence d'anticorps maternels","La malnutrition","L'âge","La voie d'administration","1","Document: 'La présence d'Ac maternels (s’il y a encore des Ac maternels, la vaccination est inefficace)'","Easy"
"Quel type de réponse immunitaire est observé après la primo-vaccination ?","Réponse secondaire rapide avec IgG","Réponse primaire lente avec IgM puis décroissance rapide","Réponse immédiate avec IgA","Absence de réponse","2","Document: 'Réponse primaire : Ascension différée et lente des Ac (IgM+++) puis décroissance rapide'","Easy"
"Quel type de réponse immunitaire est observé après une injection de rappel ?","Réponse primaire","Réponse secondaire rapide, importante et durable des IgG","Réponse tertiaire","Absence de réponse","2","Document: 'Réponse secondaire : Ascension rapide, importante et durable des Ac (IgG)'","Easy"
"Le BCG est un exemple de :","Vaccin inactivé","Vaccin vivant atténué (bactérie)","Anatoxine","Vaccin conjugué","2","Document: 'Vaccins vivants atténués (VVA) : Bactérie : vaccin BCG'","Easy"
"Le vaccin antipoliomyélite oral (VPO) est un exemple de :","Vaccin inactivé","Vaccin vivant atténué (virus)","Anatoxine","Vaccin sous-unitaire","2","Document: 'Virus: vaccin antipoliomyélite oral (VPO)'","Easy"
"Le vaccin antipoliomyélite inactivé (VPI) est un exemple de :","Vaccin vivant atténué","Vaccin inactivé","Anatoxine","Vaccin conjugué","2","Document: 'Virus : vaccin antipoliomyélite inactivé (VPI)'","Easy"
"Les anatoxines tétanique et diphtérique sont des exemples de :","Vaccins vivants atténués","Vaccins inactivés","Anatoxines","Vaccins sous-unitaires","3","Document: 'Anatoxines : Anatoxine tétanique, anatoxine diphtérique'","Easy"
