"front","back","cognitive_level"
"Qu'est-ce qu'un vaccin selon le document ?","Préparations contenant des substances antigéniques destinées à induire chez le sujet une immunité active et spécifique contre un agent infectieux donné.","Recall"
"Quel est l'objectif de la vaccination ?","Prévenir la survenue d'une maladie ou diminuer le risque de forme grave.","Recall"
"Qu'est-ce que l'immunité active ?","Stimulation du système immunitaire conduisant à une immunité humorale spécifique de l'antigène et une immunité cellulaire, durant plusieurs années grâce aux cellules mémoires.","Recall"
"Citez 3 facteurs influençant la réponse immunitaire à la vaccination.","1) Présence d'Ac maternels ; 2) Nature de l'Ag, dose, voie d'administration, adjuvant ; 3) Facteurs liés à l'hôte : âge, nutrition, génétique, maladie coexistante.","Recall"
"Qu'est-ce que l'immunité passive ?","Transfert d'un anticorps produit par un être humain ou un animal à un autre (naturelle : mère-enfant ; artificielle). Protection temporaire.","Recall"
"Qu'est-ce que l'immunité collective ?","Immunité qui apparaît lorsqu'une population vaccinée confère une protection à des individus non protégés. Plus la proportion d'immunisés est élevée, moins un sujet sensible entre en contact avec l'agent infectieux.","Understanding"
"Quels sont les 2 éléments induits par la vaccination contribuant à la défense ?","Immunité humorale (anticorps neutralisant toxines ou agents pathogènes) et immunité cellulaire (cellules T cytotoxiques détruisant les cellules infectées).","Recall"
"Décrivez la réponse primaire à la vaccination.","Observée après la primo-vaccination : ascension différée et lente des anticorps (IgM+++), puis décroissance rapide. Peu spécifique.","Recall"
"Décrivez la réponse secondaire (rappel).","Observée après une nouvelle injection rapprochée : ascension rapide, importante et durable des anticorps (IgG). Spécifique et intensifiée.","Recall"
"Quelles sont les 4 classes de vaccins selon leur type ?","1) Vaccins vivants atténués ; 2) Vaccins inactivés (antigènes tués) ; 3) Anatoxines ; 4) Sous-unitaires (antigènes purifiés : protéiques, polysaccharidiques, conjugués).","Recall"
"Citez 2 exemples de vaccins vivants atténués bactériens et viraux.","Bactérie : BCG. Virus : antipoliomyélite oral (VPO), antirougeoleux, antiourlien, antirotavirus, antiamaril, encéphalite japonaise inactivé.","Recall"
"Citez 2 exemples de vaccins inactivés.","Bactérie : anticoquelucheux à cellules entières. Virus : antipoliomyélite inactivé (VPI).","Recall"
"Citez 2 exemples d'anatoxines.","Anatoxine tétanique, anatoxine diphtérique.","Recall"
"Citez 3 types de vaccins sous-unitaires avec exemples.","Protéiques : anti-hépatite B, anticoquelucheux acellulaire. Polysaccharidiques : antiméningococcique, antipneumococcique, antityphoïdique Vi. Conjugués : anti-Hib, antiméningococcique A et B, PCV7, PCV10, PCV13.","Recall"
"Quels sont les 4 types d'excipients dans les vaccins ?","Adjuvants, antibiotiques, conservateurs, stabilisants.","Recall"
"Citez 2 exemples d'adjuvants.","Sels d'aluminium (phosphate d'aluminium potassique, sulfate d'aluminium potassique).","Recall"
"Citez 2 exemples de conservateurs.","Thiomersal, dérivés phénolés.","Recall"
"Citez 2 exemples de stabilisants.","Chlorure de magnésium (MgCl2), sulfate de magnésium (MgSO4), lactose-sorbitol, sorbitol-gélatine.","Recall"
"Quelles sont les 5 catégories de MAPI (manifestations aigues post-immunisation) ?","1) Réaction liée au produit vaccinal ; 2) Réaction liée à un défaut de qualité du vaccin ; 3) Réaction liée à une erreur de vaccination ; 4) Réaction liée à l'anxiété ; 5) Événement concomitant (cause autre que le vaccin).","Recall"
"Quelle est la contre-indication commune à tous les vaccins vivants atténués ?","Immunodépression, femme enceinte.","Recall"
"Quel est le calendrier vaccinal PEV à Madagascar à la naissance (avant 14 jours) ?","BCG - polio 0.","Recall"
"Quel est le calendrier vaccinal PEV à 6 semaines ?","DTCP HepB Hib-1 Rota-1 PCV10-1.","Recall"
"Quel est le calendrier vaccinal PEV à 14 semaines ?","DTCP HepB Hib-3 PCV10-3.","Recall"
"Quel est le calendrier vaccinal PEV à 9 mois ?","Anti-rougeoleux.","Recall"
"Citez 4 indications de la vaccination contre l'hépatite B.","1) NN de mère Ag HBs positif ; 2) Entourage d'un sujet infecté par VHB ; 3) Partenaires sexuels de sujet AgHBs+ ; 4) Insuffisants rénaux dialysés ; 5) Toxicomanes utilisant drogues parentérales ; 6) Enfants avant entrée en collectivité ; 7) Personnes à partenaires multiples.","Recall"
"Citez 3 populations spécifiques à risque pour la vaccination antipneumococcique.","Splénectomisés, drépanocytaires homozygotes, syndrome néphrotique, infection VIH, traitement immunosuppresseur, bronchite chronique, insuffisants respiratoires, alcooliques avec hépatopathie, insuffisants cardiaques, antécédent d'infection pulmonaire.","Recall"
"Quels vaccins sont proscrits chez les personnes infectées par VIH ?","Rubéole et BCG.","Recall"
"Quelle est la conduite à tenir pour la vaccination contre la fièvre jaune chez un allergique ?","Faire d'abord un prick-test (test allergologique chez un allergologue).","Recall"
"Comparez les réactions locales des vaccins inactivés vs BCG.","Vaccins inactivés : réaction précoce durant les 3 premiers jours (douleur, infiltration). BCG : réaction différée entre la 3ème et 12ème semaine (lésion suppurée + adénite satellite = BCGite).","Analysis"
"Comparez la fièvre post-vaccinale des vaccins inactivés vs vaccins vivants (rougeole, fièvre jaune).","Vaccins inactivés : fièvre précoce durant les 3 premiers jours. Vaccins vivants : fièvre différée entre le 5ème et 11ème jour.","Analysis"
