"question","answer","explanation","difficulty"
"La vaccination a pour but de traiter une infection déjà déclarée.","False","Document: 'Objectif : PRÉVENIR LA SURVENUE D'UNE MALADIE ou DIMINUER LE RISQUE DE FORME GRAVE'","Easy"
"L'immunité active dure plusieurs années grâce aux cellules mémoires.","True","Document: 'Dure plusieurs années : en cas de nouvelle exposition au même Ag, les cellules mémoires commencent à se diviser et à produire très rapidement des Ac'","Easy"
"L'immunité passive naturelle est transférée de la mère à l'enfant.","True","Document: 'Peut-être naturelle (mère à l'enfant)'","Easy"
"La présence d'anticorps maternels améliore l'efficacité de la vaccination.","False","Document: 'la présence d'Ac maternels (s’il y a encore des Ac maternels, la vaccination est inefficace)'","Easy"
"La réponse primaire après primo-vaccination est rapide avec production d'IgG.","False","Document: 'Réponse primaire : Ascension différée et lente des Ac (IgM+++)'","Easy"
"La réponse secondaire après rappel est spécifique et intensifiée avec des IgG.","True","Document: 'Réponse secondaire : Ascension rapide, importante et durable des Ac (IgG) ; Spécifique et intensifiée'","Easy"
"Le BCG est un vaccin vivant atténué bactérien.","True","Document: 'Bactérie : vaccin BCG'","Easy"
"Le vaccin antipoliomyélite inactivé (VPI) est un vaccin vivant atténué.","False","Document: 'Virus : vaccin antipoliomyélite inactivé (VPI)' (inactivé)","Easy"
"Les anatoxines sont obtenues à partir de toxines bactériennes inactivées.","True","Document: 'Obtenus par purification de la toxine en l'altérant chimiquement'","Easy"
"Les vaccins conjugués associent un antigène polysaccharidique à une protéine porteuse.","True","Document: 'Conjugué : anti-Hib, antiméningococcique A et B, PCV7, PCV10, PCV13'","Easy"
"Les adjuvants sont des substances qui diminuent la réponse immunitaire.","False","Document: 'Substances capables de stimuler la réaction immunitaire'","Easy"
"Le thiomersal est un exemple de conservateur.","True","Document: 'Ex : thiomersal, dérivés phénolés'","Easy"
"Les stabilisants permettent de maintenir l'efficacité du vaccin pendant le stockage.","True","Document: 'Permettent de maintenir l'efficacité du vaccin pendant son stockage'","Easy"
"Le vaccin contre l'hépatite B est recommandé pour les enfants avant l'entrée en collectivité.","True","Document: 'Enfants avant l'entrée en collectivité'","Medium"
"Le vaccin contre la grippe est recommandé pour tous les enfants de plus de 6 mois.","False","Document: Indications spécifiques (insuffisance respiratoire, etc.)","Medium"
"Le vaccin contre le pneumocoque est indiqué chez les splénectomisés.","True","Document: 'Splénectomisés, drépanocytaires homozygotes'","Medium"
"Chez les personnes infectées par le VIH, le BCG est contre-indiqué.","True","Document: 'Proscrire rubéole et BCG'","Medium"
"Les vaccins vivants atténués sont contre-indiqués chez la femme enceinte.","True","Document: 'Contre-indications : Vaccins vivants atténués : immunodépression, femme enceinte'","Easy"
"Les MAPI sont uniquement des réactions allergiques.","False","Document: '5 catégories de MAPI' incluant réaction liée au produit, défaut de qualité, erreur de vaccination, anxiété, évènement concomitant","Medium"
"Une réaction locale après un vaccin inactivé survient dans les 3 premiers jours.","True","Document: 'Vaccins inactivés : réaction précoce durant les 3 premiers jours : douleur, infiltration'","Medium"
"La fièvre après un vaccin vivant (rougeole) survient entre le 5ème et 11ème jour.","True","Document: 'Vaccins vivants (rougeole, fièvre) : différée entre 5ème-11ème jour'","Medium"
"Les convulsions hyperthermiques peuvent survenir après le vaccin coqueluche.","True","Document: 'Convulsions hyperthermiques : vaccins coqueluche, rougeole'","Medium"
"Le vaccin anti-ourlien peut provoquer une parotidite.","True","Document: 'Parotidite, réaction méningée (anti-ourlien)'","Medium"
"Les arthralgies après vaccination sont fréquentes chez l'enfant.","False","Document: 'Arthralgies chez l'adulte (vaccins rubéole, hépatite B)'","Medium"
"À Madagascar, le BCG est administré à la naissance.","True","Document: 'Naissance (avant 14 jours) : BCG-polio 0'","Easy"
"À Madagascar, le vaccin anti-rougeoleux est administré à 6 semaines.","False","Document: '9 mois : Anti-rougeoleux'","Easy"
"Le vaccin Rota-1 est administré à 6 semaines à Madagascar.","True","Document: '6 semaines : DTCP HepB Hib-1 Rota-1 PCV10-1'","Easy"
"Le vaccin PCV10-3 est administré à 14 semaines.","True","Document: '14 semaines : DTCP HepB Hib-3 PCV10-3'","Easy"
"Les vaccins inactivés sont affectés par les anticorps maternels.","False","Document: 'Non affectés par les Ac maternels circulants'","Difficult"
"Les vaccins vivants atténués peuvent provoquer une réversion chez les immunodéprimés.","True","Document: 'Possibilité de réversion de pathogène chez les immunodéprimés (VIH)'","Difficult"
"Les anatoxines sont très immunogènes et ne nécessitent pas de rappel.","False","Document: 'Pas très immunogènes et nécessitent des doses de rappel'","Medium"
"Les vaccins conjugués sont particulièrement utiles chez les jeunes enfants.","True","Document: 'Conjugué' (car les polysaccharides seuls sont peu immunogènes avant 2 ans)","Difficult"
"La vaccination des personnes VIH+ avec le vaccin contre la fièvre jaune est possible si CD4 > 200/mm3.","True","Document: 'Fièvre jaune si CD4 200/mm3'","Medium"
"L'immunité collective protège même les individus non vaccinés si la couverture vaccinale est élevée.","True","Document: 'lorsqu'une population vaccinée confère une protection à des individus non protégés'","Easy"
"Les vaccins vivants atténués sont contre-indiqués chez les patients sous corticothérapie prolongée.","True","Document: 'immunodépression' (corticothérapie prolongée est immunosuppressive)","Medium"
"Les vaccins inactivés peuvent être administrés aux patients immunodéprimés.","True","Document: non contre-indiqué (seuls les vivants atténués le sont)","Medium"
"Le vaccin anti-hépatite B est un vaccin vivant atténué.","False","Document: 'Protéiques : anti-hépatite B' (sous-unitaire)","Easy"
"Le vaccin antipoliomyélite oral (VPO) est un vaccin inactivé.","False","Document: 'Virus: vaccin antipoliomyélite oral (VPO)' (vivant atténué)","Easy"
"Le vaccin antipoliomyélite inactivé (VPI) peut être administré aux immunodéprimés.","True","Document: non contre-indiqué car inactivé","Medium"
"Le BCG peut entraîner une adénite satellite (BCGite) entre la 3ème et 12ème semaine.","True","Document: 'réaction différée entre 3ème-12ème semaine : lésion suppurée + adénite satellite (BCGite)'","Medium"
"Les antibiotiques dans les vaccins sont utilisés comme conservateurs.","False","Document: 'Utilisés pendant la phase de fabrication pour empêcher la contamination bactérienne'","Medium"
"Les stabilisants peuvent inclure du chlorure de magnésium.","True","Document: 'Ex : chlorure de magnésium (MgCl2)'","Medium"
"Le vaccin contre la fièvre jaune est un vaccin vivant atténué.","True","Document: 'Vaccins vivants atténués (VVA) : Virus: ... antiamaril'","Medium"
"Le vaccin contre l'encéphalite japonaise est un vaccin inactivé.","True","Document: 'vaccin de l'encéphalite japonaise inactivé'","Medium"
"Le vaccin anticoquelucheux à cellules entières est un vaccin vivant atténué.","False","Document: 'Vaccins inactivés (antigènes tués) : anticoquelucheux à cellules entières'","Medium"
"Le vaccin anticoquelucheux acellulaire est un vaccin sous-unitaire protéique.","True","Document: 'Sous-unitaires (antigènes purifiés) : Protéiques : ... anticoquelucheux acellulaire'","Medium"
"Le vaccin antiméningococcique polysaccharidique est efficace chez les enfants de moins de 2 ans.","False","Document: nécessité de conjugaison pour être immunogène chez les jeunes enfants","Difficult"
"La vaccination est obligatoire pour tous les voyageurs se rendant en zone tropicale.","False","Document: certains vaccins recommandés, pas tous obligatoires","Medium"
"Le vaccin contre l'hépatite A est recommandé pour les personnels de restauration collective.","True","Document: 'Personnel de restauration collective'","Medium"
"Le vaccin contre le pneumocoque est recommandé pour les insuffisants cardiaques.","True","Document: 'insuffisants cardiaques'","Medium"
"Le vaccin contre la grippe est recommandé pour les enfants préscolaires sous aspirine au long cours.","True","Document: 'Enfants préscolaires, traitement prolongé par aspirine (Maladie de Kawasaki)'","Medium"
"La vaccination des personnes allergiques aux œufs est contre-indiquée pour tous les vaccins.","False","Document: seule la fièvre jaune nécessite un prick-test","Medium"
"Le vaccin contre la rubéole est contre-indiqué chez les femmes enceintes.","True","Document: vaccin vivant atténué, contre-indiqué chez la femme enceinte","Easy"
