"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'état de choc selon le document ?","Arrêt cardiaque","Défaillance du système circulatoire aboutissant à une inadéquation entre l'apport et les besoins tissulaires en oxygène","Hypotension artérielle sévère","Insuffisance respiratoire aiguë","2","Le document : 'Etat de choc : défaillance du système circulatoire, aboutissant à une inadéquation entre l’apport et les besoins tissulaires périphériques en oxygène'.","Easy"
"Quels sont les quatre types de choc mentionnés ?","Septique, cardiogénique, hypovolémique, vasoplégique (anaphylactique)","Septique, hémorragique, neurogène, obstructif","Cardiogénique, hypovolémique, septique, traumatique","Anaphylactique, neurogène, septique, hypovolémique","1","Le document : 'Mécanismes : Choc septique, Choc cardiogénique, Choc hypovolémique, Choc vasoplégique (anaphylactique)'.","Easy"
"Quel est le premier signe clinique habituellement retrouvé dans un état de choc ?","Bradycardie","Tachycardie","Hypotension","Polypnée","2","Le document : 'Tachycardie +++ (premier signe retrouvé) (si bradycardie : trop tard)'.","Easy"
"Quelle est la valeur seuil de la diurèse pour définir l'oligurie chez l'enfant en choc ?","< 0,5 ml/kg/h","< 1 ml/kg/h","< 2 ml/kg/h","< 5 ml/kg/h","1","Le document : 'diurèse < 0,5 ml/kg/h' comme signe d'hypoperfusion.","Easy"
"Quel est le signe de choc septique grave nécessitant un produit vaso-actif selon les critères ?","TAS < 2DS pour l'âge malgré un remplissage de 40 ml/kg en 1 heure","Fièvre > 38,5°C","Tachycardie isolée","Polypnée","1","Le document : 'Choc septique : TAS < 2DS pour l’âge malgré un remplissage vasculaire 40ml/kg en 1 heure ou nécessité d’administrer au moins un produit vaso-actif'.","Easy"
"Quel est le temps de recoloration cutanée (TRC) pathologique chez l'enfant ?","> 2 secondes","> 3 secondes","> 4 secondes","> 5 secondes","2","Le document cite 'TRC > 5 sec' dans les signes d'hypoperfusion, mais aussi 'TRC > 3 sec' dans les signes cliniques. La valeur usuelle est >3 sec.","Easy"
"Quelle est la particularité pédiatrique concernant la proportion d'eau dans le corps du nourrisson ?","50% du poids","65% du poids","75% du poids","85% du poids","3","Le document : 'L’eau représente ... 75% du poids d’un nourrisson'.","Easy"
"Quel est le retentissement hémodynamique dès une perte de quel pourcentage du poids corporel chez l'enfant ?","5%","10%","15%","20%","2","Le document : 'Dès la perte de 10% du poids du corps : -> retentissement hémodynamique +++'.","Easy"
"Quel est le premier traitement médicamenteux du choc hypovolémique ?","Catécholamines","Remplissage vasculaire avec du SSI 0,9%","Corticoïdes","Antibiotiques","2","Le document : 'Remplissage vasculaire avec du SSI 0,9% (20ml/kg)'.","Easy"
"Quel est le traitement de première intention du choc anaphylactique ?","Corticoïdes","Antihistaminiques","Adrénaline 10 µg/kg en IM","Remplissage","3","Le document : 'Adrénaline : 10 µg/kg en IM renouvelable après 5 à 10 mn'.","Easy"
