"front","back","cognitive_level"
"Quelle est la définition de l'état de choc ?","Défaillance du système circulatoire aboutissant à une inadéquation entre l’apport et les besoins tissulaires périphériques en oxygène, due soit à une diminution de l’apport en oxygène, soit à un défaut d’utilisation de l’oxygène par la cellule, soit une combinaison des deux.","Recall"
"Citez les quatre mécanismes de choc mentionnés dans le document.","1. Choc septique
2. Choc cardiogénique
3. Choc hypovolémique
4. Choc vasoplégique (anaphylactique)","Recall"
"Quels sont les critères du SRIS (Syndrome de Réponse Inflammatoire Systémique) chez l’enfant ?","Au moins 2 des critères suivants, dont au moins la température ou l’anomalie leucocytaire :
- Température > 38,5°C ou < 36°C
- FC > 2DS pour l’âge ou bradycardie (<1 an)
- FR > 2DS pour l’âge ou ventilation mécanique
- Leucocytose > 12 000/mm3 ou < 4 000/mm3","Recall"
"Quelle est la définition du sepsis ?","SRIS + infection (prouvée ou suspectée).","Recall"
"Quelle est la définition du sepsis grave ?","Sepsis + défaillance cardiovasculaire (tachycardie, troubles vasomoteurs) OU SDRA (Syndrome de Détresse Respiratoire Aiguë) OU deux autres défaillances d’organes au moins.","Recall"
"Quelle est la définition du choc septique ?","Sepsis grave + défaillance cardiovasculaire avec :
- TAS < 2DS pour l’âge malgré un remplissage vasculaire de 40 ml/kg en 1 heure
OU nécessité d’administrer au moins un produit vaso-actif
OU au moins 2 signes d’hypoperfusion : lactatémie > 2 fois normale / acidose avec DB > 5 mmol/L, diurèse < 0,5 ml/kg/h, TRC > 5 sec, différence température centrale-périphérique > 3°C","Recall"
"Expliquez le mécanisme du choc cardiogénique.","Défaillance de la pompe cardiaque → diminution du débit cardiaque (Qc = FC x VES) + élévation des pressions de remplissage.","Understanding"
"Expliquez le mécanisme du choc hypovolémique.","Diminution du volume intravasculaire (volume sanguin circulant) → diminution du retour veineux au cœur (diminution de la précharge cardiaque) → diminution du débit cardiaque.","Understanding"
"Quels sont les deux mécanismes compensateurs du choc hypovolémique ?","1. Vasoconstriction artérielle périphérique → redistribution des débits sanguins régionaux vers les organes “nobles” (cerveau, myocarde)
2. Vasoconstriction veineuse → augmentation de la pré-charge cardiaque","Recall"
"Quelles sont les particularités pédiatriques concernant l’eau corporelle ?","L’eau représente 90% du poids d’un extrême prématuré, 75% du poids d’un nourrisson. Dès la perte de 10% du poids du corps, il y a un retentissement hémodynamique important.","Recall"
"Expliquez le mécanisme du choc anaphylactique.","Défaillance circulatoire aiguë après pénétration d’un allergène dans un organisme préalablement sensibilisé. Il s’agit d’une hypovolémie relative : anomalie de la distribution du volume sanguin due à une vasodilatation systémique majeure.","Understanding"
"Quels sont les signes cliniques du choc (diagnostic positif) ?","- Tachycardie +++ (premier signe, bradycardie = trop tard), hypotension
- Signes d’insuffisance circulatoire périphérique : teint gris, marbrure, extrémités froides, TRC > 3 sec
- Signes de défaillance d’organes : troubles de la conscience (agitation, coma), oligurie (<0,5 ml/kg/h)
- Choc chaud (anaphylactique et septique) : extrémités chaudes/rouges, pouls ample, PA normale ou basse","Recall"
"Quels examens paracliniques sont recommandés devant un état de choc ?","Lactatémie élevée (évalue le retentissement et aide au diagnostic étiologique).","Recall"
