"question","answer","explanation","difficulty"
"L'insuffisance rénale chronique est définie par une incapacité irréversible des reins à assurer leurs fonctions.","True","Le document définit : ''IRC : incapacité des reins à assurer leurs fonctions suite à une destruction anatomique irréversible des néphrons''.","Easy"
"L'IRC est définie par un DFG < 90 ml/mn/1,73 m².","False","Le document précise : ''DFG <60ml/mn/1,73 m²''.","Easy"
"L'IRCT (stade terminal) correspond à un DFG < 15 ml/mn/1,73 m².","True","Le document le confirme.","Easy"
"La maladie rénale chronique (MRC) touche 20% de la population mondiale.","False","Le document indique 10% selon l'Atlas Mondial du Rein.","Easy"
"L'IRC touche 2-3 fois plus les hommes que les femmes.","True","Le document le confirme.","Easy"
"L'âge moyen de survenue de l'IRC à Madagascar est de 71 ans.","False","Le document indique 71 ans en France et 45 ans à Madagascar.","Easy"
"Les étiologies vasculaire et diabétique sont les plus fréquentes de l'IRC.","True","Le document précise : ''Etiologie : vasculaire et diabétique+++''.","Easy"
"L'albuminurie A1 correspond à une albuminurie < 30 mg/g.","True","Le document l'indique dans le tableau.","Easy"
"L'albuminurie A2 correspond à une albuminurie > 300 mg/g.","False","A2 est 30-300 mg/g, A3 est >300 mg/g.","Easy"
"L'albuminurie A3 correspond à une albuminurie > 300 mg/g.","True","Le document le confirme.","Easy"
"La consultation néphrologique est recommandée à partir du stade G3a.","True","Le document précise : ''A partir de 3A : consultation néphrologue''.","Easy"
"La prévention de l'épuration extrarénale (EER) débute à partir du stade G3b.","True","Le document l'indique.","Easy"
"La fonction endocrinienne du rein inclut la production d'érythropoïétine et de vitamine D active.","True","Le document le confirme.","Easy"
"L'anémie de l'IRC est microcytaire hypochrome.","False","Le document précise : ''normochrome normocytaire arégénérative''.","Easy"
"La cible d'hémoglobinémie chez un sujet jeune sans cardiopathie est 10 g/dl.","True","Le document le confirme.","Easy"
"La cible d'hémoglobinémie chez un sujet diabétique ou avec cardiopathie est 10 g/dl.","False","Le document indique 11-12 g/dl.","Easy"
