"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'insuffisance rénale chronique selon le document ?","Capacité des reins à assurer leurs fonctions suite à une destruction réversible des néphrons","Incapacité des reins à assurer leurs fonctions suite à une destruction anatomique irréversible des néphrons","Incapacité temporaire des reins à filtrer","Diminution brutale du DFG réversible","2","Le document définit : ''IRC : incapacité des reins à assurer leurs fonctions suite à une destruction anatomique irréversible des néphrons''.","Easy"
"Quel est le seuil de DFG définissant l'IRC selon le document ?","DFG < 90 ml/mn/1,73 m²","DFG < 60 ml/mn/1,73 m²","DFG < 45 ml/mn/1,73 m²","DFG < 30 ml/mn/1,73 m²","2","Le document précise : ''Diminution progressive et irréversible du DFG <60ml/mn/1,73 m²''.","Easy"
"Quel est le seuil de DFG définissant l'IRCT (stade terminal) ?","DFG < 30 ml/mn/1,73 m²","DFG < 20 ml/mn/1,73 m²","DFG < 15 ml/mn/1,73 m²","DFG < 10 ml/mn/1,73 m²","3","Le document indique : ''MRC : peut aboutir à l'IRC stade 5(terminale) avec un DFG < 15ml/mn/1,73 m²''.","Easy"
"Quel est le pourcentage de la population mondiale atteinte de maladie rénale chronique selon l'Atlas Mondial du Rein ?","5%","10%","15%","20%","2","Le document précise : ''10% de la population mondiale (Atlas Mondial du Rein)''.","Easy"
"Quel est le sexe le plus touché par l'IRC selon le document ?","Femmes (2-3 fois plus)","Hommes (2-3 fois plus)","Égalité hommes-femmes","Enfants","2","Le document indique : ''2-3 fois chez l'homme que chez la femme''.","Easy"
"Quel est l'âge moyen de survenue de l'IRC à Madagascar selon le document ?","71 ans","55 ans","45 ans","60 ans","3","Le document précise : ''Age de survenue : 71 ans en France, 45 ans Madagascar''.","Easy"
"Quelles sont les deux étiologies les plus fréquentes de l'IRC selon le document ?","Glomérulaires et tubulaires","Vasculaire et diabétique","Interstitielles et héréditaires","Lithiasiques et obstructives","2","Le document indique : ''Etiologie : vasculaire et diabétique+++''.","Easy"
"Quel est le seuil d'albuminurie définissant l'albuminurie modérément augmentée (A2) selon la classification ?","<30 mg/g","30-300 mg/g",">300 mg/g","<30 mg/mmol","2","Le document précise dans le tableau : ''A2 : 30-300 mg/g, 3-30 mg/mmol''.","Easy"
"Quel est le seuil d'albuminurie définissant l'albuminurie sévèrement augmentée (A3) ?","<30 mg/g","30-300 mg/g",">300 mg/g",">30 mg/mmol","3","Le document indique : ''A3 : >300mg/g, >30mg/mmol''.","Easy"
"À partir de quel stade de MRC faut-il prévenir l'épuration extrarénale (EER) selon le document ?","G1","G2","G3a","G3b","4","Le document précise : ''À partir de 3b : prévention à l'EER''.","Easy"
"À partir de quel stade de MRC faut-il consulter un néphrologue selon le document ?","G1","G2","G3a","G3b","3","Le document indique : ''A partir de 3A : consultation néphrologue''.","Easy"
"Quel est l'objectif de protéinurie à atteindre pour ralentir la progression de l'IRC ?","<1g/24h","<0,7g/24h","<0,5g/24h","<0,3g/24h","3","Le document précise : ''Contrôle de la protéinurie <0,5g/24h''.","Easy"
"Quel est le rôle de l'érythropoïétine dans l'organe selon le document ?","Fonction d'épuration","Fonction d'homéostasie","Fonction endocrinienne","Fonction musculaire","3","Le document liste : ''Rôle endocrinien : rénine, vitamine D active, érythropoïétine''.","Easy"
"Quel est le type d'anémie observé dans l'IRC selon le document ?","Anémie microcytaire hypochrome","Anémie normochrome normocytaire arégénérative","Anémie mégaloblastique","Anémie hémolytique","2","Le document définit : ''Anémie normochrome normocytaire arégénérative''.","Easy"
"Quelle est la cible d'hémoglobinémie chez un sujet jeune sans cardiopathie ?","8-9 g/dl","10 g/dl","11-12 g/dl","13-14 g/dl","2","Le document indique : ''Hémoglobinémie : 10g/dl sujet jeune, sans diabète, sans problème cardiaque ni coronnaire''.","Easy"
"Quelle est la cible d'hémoglobinémie chez un sujet diabétique ou avec cardiopathie ?","10 g/dl","11-12 g/dl","13 g/dl","14 g/dl","2","Le document précise : ''Hémoglobinémie : 11-12g/dl en présence d'un antécédent d'une cardiopathie, diabétique ou sujet âgé''.","Easy"
"Quel est le seuil de phosphate à ne pas dépasser pour éviter les calcifications diffuses des vaisseaux ?","<1,0 mmol/l","<1,5 mmol/l","<2,0 mmol/l","<2,5 mmol/l","2","Le document indique : ''Phosphatémie < 1,5 mmol/l (si >3 : risque de calcification diffuse des vaisseaux)''.","Easy"
"Quel est l'objectif de PTH dans le traitement des troubles minéraux et osseux ?","PTH normale","PTH 1-2 fois la normale","PTH 2-9 fois la normale","PTH > 10 fois la normale","3","Le document précise : ''PTH 2-9 fois de la normale (traitement à initier si PTH10 fois de la normale)''.","Easy"
"Quel est le traitement de l'acidose métabolique dans l'IRC selon le document ?","Bicarbonate de sodium 3-6 g/j ou eau de Vichy","Restriction hydrique","Diurétiques","IEC","1","Le document indique : ''Bicarbonate de sodium : 3-6 g/j - Eau de Vichy (rano visy, visy gasy)''.","Easy"
"Quel est le coefficient de saturation en fer optimal avant traitement par érythropoïétine ?",">10%",">15%",">20%",">25%","3","Le document précise : ''Coefficient de saturation en fer > 20%''.","Easy"
"Quel est le seuil de ferritinémie optimal avant traitement par érythropoïétine ?",">100 ng/ml",">200 ng/ml",">300 ng/ml",">400 ng/ml","2","Le document indique : ''Ferritinémie >200ng/ml''.","Easy"
"Quel est le seuil de kaliémie définissant une urgence thérapeutique nécessitant une dialyse ?",">5,5 mmol/l",">6,0 mmol/l",">6,5 mmol/l",">7,0 mmol/l","4","Le document précise : ''Urgence thérapeutique si potassium > 7mmol/L -> Dialyse''.","Easy"
"Quelle est la particularité du syndrome urémique selon le document ?","L'urée (6 Daltons) est légère et diffusible, pénètre dans les tissus (cerveau, gencives, muqueuses)","L'urée est totalement non toxique","L'urée n'affecte que les reins","L'urée est éliminée uniquement par dialyse","1","Le document explique : ''urée: 6Dalton : léger, facilement diffusible... toxicité urémique''.","Easy"
"Quelle est la formule de Cockcroft et Gault pour les hommes ?","(140 - âge) x poids x 1,03 / créatinine","(140 - âge) x poids x 1,23 / créatinine","(140 - âge) x poids / créatinine","(150 - âge) x poids x 1,23 / créatinine","2","Le document donne : ''K= 1,23 pour les hommes''.","Easy"
"Quelle est la formule de Cockcroft et Gault pour les femmes ?","(140 - âge) x poids x 1,23 / créatinine","(140 - âge) x poids x 1,03 / créatinine","(150 - âge) x poids x 1,03 / créatinine","(140 - âge) x poids / créatinine","2","Le document donne : ''K= 1,03 pour les femmes''.","Easy"
"Quelle formule est recommandée pour évaluer le DFG selon le document ?","Cockcroft et Gault","MDRD","CKD EPI","BIS 1","3","Le document indique : ''DFG selon la formule CKD EPI : formule recommandée''.","Easy"
"Quelle formule est utilisée ''dans la brousse'' selon le document ?","CKD EPI","MDRD","Cockcroft et Gault","BIS 2","3","Le document précise : ''Cockroft et Gault - Dans la brousse''.","Easy"
"Quel est le terme à utiliser pour évaluer le stade de l'IRC selon le document ?","Clairance","DFG","Créatininémie","Urémie","2","Le document indique : ''Terme DFG : pour évaluer le stade IRC''.","Easy"
"Quel est le terme à utiliser pour évaluer la fonction rénale avant prescription de médicaments ?","DFG","Clairance","Créatininémie","Albuminurie","2","Le document précise : ''Clairance : pour évaluer la fonction rénale avant prescription de médicament''.","Easy"
"Quelle est la principale cause de tendance hémorragique dans l'IRC selon le document ?","Thrombopénie","Syndrome urémique (urée diffuse dans les muqueuses)","Anémie","Déficit en facteurs de coagulation","2","Le document explique : ''A cause du syndrome urémique - Urée [...] pénètre [...] muqueuse digestive -> HD''.","Easy"
"Quelle est la présentation clinique de l'origine glomérulaire d'une néphropathie ?","Oedème, HTA, hématurie microscopique, protéinurie avec albuminurie >50%","Souffle abdominal, HTA réfractaire, hypokaliémie","Lithiases, hypertrophie prostatique, obstacle","Antécédents familiaux, surdité, troubles de la vue","1","Le document détaille les signes glomérulaires.","Medium"
"Quelle est la présentation clinique de l'origine vasculaire d'une néphropathie ?","Oedème, HTA, hématurie","Souffle abdominal, HTA réfractaire, hypokaliémie, sédiment pauvre","Protéinurie <1g/24h, leucocyturie sans germes","Antécédents familiaux, surdité","2","Le document détaille les signes vasculaires.","Medium"
"Quelle est la présentation clinique de l'origine interstitielle d'une néphropathie ?","HTA et rétention hydrosodée précoces","HTA et rétention hydrosodée tardives, protéinurie <1g/24h, leucocyturie sans germes","Syndrome néphrotique, hématurie","Lithiases, troubles mictionnels","2","Le document précise : ''HTA et la rétention hydrosodée sont plus tardives - Protéinurie généralement <1g/24h - Leucocyturie sans germes''.","Medium"
"Quelles sont les deux néphropathies héréditaires les plus fréquentes selon le document ?","Syndrome d'Alport et maladie de Berger","Polykystose rénale et syndrome d'Alport","Maladie de Goodpasture et purpura rhumatoïde","Maladie de Cushing et syndrome de Conn","2","Le document liste : ''Polykystose rénale, Syndrome d'Alport''.","Medium"
"Quels sont les trois types de fonction du rein selon le document ?","Filtration, réabsorption, sécrétion","Épuration, homéostasie, endocrinienne","Glomérulaire, tubulaire, interstitielle","Vasculaire, parenchymateuse, obstructive","2","Le document détaille les trois rôles.","Medium"
"Quels sont les facteurs de risque cardiovasculaire spécifiques à l'IRC cités dans le document ?","HTA, diabète, tabagisme","Troubles du métabolisme phosphocalcique, hyperhomocysténémie, anémie, toxines urémiques","Âge, dyslipidémie, obésité","Inactivité physique, stress, alcool","2","Le document donne le tableau comparatif.","Medium"
"Quel est le mécanisme de la péricardite urémique selon le document ?","Infection bactérienne","Pénétration de l'urée dans le péricarde entraînant une inflammation","Ischémie myocardique","Auto-immunité","2","Le document explique : ''péricardite urémique (pénétration de l'urée dans le péricarde et entraîne une inflammation)''.","Medium"
"Quelle est la définition des TMO-MRC (Troubles minéraux et osseux de la maladie rénale chronique) ?","Anomalies uniquement osseuses","Trouble systémique du métabolisme minéral et osseux secondaire à l'IRC","Calcifications uniquement vasculaires","Hyperparathyroïdie isolée","2","Le document donne la définition complète.","Medium"
"Quelles sont les trois manifestations des TMO-MRC selon le document ?","Anomalies du Ca/P/PTH/vit D, anomalies du turn over osseux, calcifications vasculaires","Anémie, hyperkaliémie, acidose","HTA, œdèmes, protéinurie","Douleurs osseuses, fractures, hypercalcémie","1","Le document liste les trois manifestations.","Medium"
"Quel est l'aspect histomorphologique le plus fréquent de la maladie rénale osseuse ?","Ostéomalacie","Ostéite fibreuse","Ostéopathie adynamique","Ostéopathie mixte","2","Le document précise : ''Ostéite fibreuse : plus fréquente''.","Medium"
"Quel est le mécanisme de l'ostéite fibreuse dans l'IRC ?","Hyperparathyroïdie","Déficit en vitamine D","Intoxication aluminique","Diabète","1","Le document indique : ''Ostéite fibreuse liée à la présence d'une hyperparathyroïdie''.","Medium"
"Quel est le signe radiologique caractéristique de l'ostéomalacie ?","Lacunes osseuses","Stries de Looser-Milkman","Résorption des extrémités osseuses","Déminéralisation diffuse","2","Le document décrit : ''stries de Looser-Milkman : bandes radiotransparents perpendiculaires à la corticale''.","Medium"
"Quels sont les facteurs de risque de l'ostéopathie adynamique ?","Âge, dose cumulée en aluminium, diabète, excès de calcium en dialyse","Hyperparathyroïdie sévère","Déficit en vitamine D","Hyperphosphatémie","1","Le document liste : ''FDR : âge, dose cumulée en aluminium, diabète, excès de calcium en dialyse, DPCA''.","Medium"
"Quelles sont les indications de la biopsie osseuse dans l'IRC ?","Fractures inexpliquées, hypercalcémie inexpliquée, progression rapide des calcifications vasculaires, avant parathyroïdectomie","Toute insuffisance rénale","Toute douleur osseuse","Suspicion d'anémie","1","Le document liste six indications.","Medium"
"Quel est le traitement préventif des troubles minéraux et osseux ?","Restriction phosphorée, apport calcique sans excès (1,5g/j), apport de vitamine D3","Corticothérapie","Hémodialyse quotidienne","Transplantation rénale","1","Le document détaille la prévention.","Medium"
"Quelle est la cible de carbonatémie dans le traitement de l'acidose métabolique ?",">20 mmol/l",">22 mmol/l",">24 mmol/l",">26 mmol/l","2","Le document indique : ''Carbonatémie > 22mmol/l''.","Medium"
"Quels sont les facteurs d'aggravation de l'anémie urémique à corriger ?","Carence martiale, inflammation, carence folates, hyperparathyroïdie, hémolyse, saignement, toxicité aluminium, hypothyroïdie","Hypertension, diabète, tabac","Hyperkaliémie, acidose","Dyslipidémie, obésité","1","Le document liste les huit facteurs.","Medium"
"Quelle est la tendance de l'hémostase dans l'IRC ?","Uniquement hémorragique","Uniquement thrombotique","Tendance thrombotique + tendance hémorragique","Hémostase normale","3","Le document décrit les deux tendances.","Medium"
"Quel est le mécanisme de l'hyperkaliémie dans l'IRC ?","Défaut d'élimination rénale du potassium","Excès d'apport alimentaire","Destruction cellulaire","Hypoaldostéronisme","1","Le document indique : ''Défaut d'élimination rénale''.","Medium"
"Quels sont les médicaments favorisant l'hyperkaliémie selon le document ?","Diurétiques de l'anse","IEC, ARA2, diurétiques épargneurs de potassium","AINS, paracétamol","Bêta-bloquants, calcium-bloquants","2","Le document précise : ''Favorisée par : acidose, certains médicaments (IEC, ARA2, diurétiques épargneurs de potassium)''.","Medium"
"Quelles sont les deux résines échangeuses d'ions citées dans le document ?","Resikali et Kayexalate","Kaleorid et Diffu-K","Kalium et Potassium","Calcium et Sodium","1","Le document mentionne : ''Resikali(calcium contre potassium) - Kayexalate (sodium contre potassium)''.","Medium"
"Quelle est l'attitude face à une hyperuricémie asymptomatique dans l'IRC ?","Traiter par allopurinol","Ne pas traiter sauf en cas de crise de goutte","Traiter par furosémide","Traiter par bicarbonate","2","Le document indique : ''Hyperuricémie - Asymptomatique et ne doit pas être traitée sauf en cas de crise de goutte''.","Medium"
"Quelle est l'anomalie lipidique caractéristique de l'IRC ?","Hypertriglycéridémie + diminution HDL + hypercholestérolémie","Hypercholestérolémie pure","Augmentation du LDL uniquement","Augmentation du HDL","1","Le document précise : ''Hypertriglycéridémie associée à une diminution du HDL-cholestérol - une hypercholestérolémie majeure''.","Medium"
"Quelle est la complication de l'intoxication urémique sur l'appareil digestif ?","Nausées, vomissements, gastrite, ulcère, dénutrition protéino-énergétique","Diarrhée, constipation","Pancréatite","Hépatite","1","Le document liste ces complications.","Medium"
"Quand faut-il arrêter les IPP chez les patients dialysés selon le document ?","Jamais","Toujours","Arrêt en dialyse car entraîne une résistance à l'IPP","Arrêt en pré-dialyse","3","Le document précise : ''Arrêt de l'IPP en dialyse (car sinon entraîne une résistance à l'IPP)''.","Medium"
"Quelles sont les conséquences de l'IRC sur la fonction sexuelle ?","Homme : impuissance, fertilité diminuée ; Femme : aménorrhée, fertilité diminuée","Aucune conséquence","Hyperfertilité","Troubles uniquement chez l'homme","1","Le document détaille ces conséquences.","Medium"
"Quel est le mécanisme des polynévrites urémiques selon le document ?","Pénétration de l'urée dans les nerfs","Carence en vitamines B","Diabète associé","Toxines aluminiques","1","Le document explique : ''Polynévrites urémiques (mitsofoka anaty nerfs ilay urée -> marary ny tongotr'ilay marary)''.","Medium"
"Quel est le traitement de suppléance de l'IRCT selon le document ?","Hémodialyse ou dialyse péritonéale","Transplantation rénale uniquement","Médicaments uniquement","Restriction hydrique","1","Le document précise : ''EER : Hémodialyse (HD) ou DP (Dialyse péritonéale) = traitement de suppléance''.","Medium"
"Quel est le traitement de remplacement de l'IRCT selon le document ?","Hémodialyse","Dialyse péritonéale","Greffe rénale = traitement de remplacement : le greffon assure les fonctions endocriniennes","Traitement médicamenteux","3","Le document distingue suppléance et remplacement.","Medium"
"Quelle est la conduite à débuter à partir du stade G2 selon le document ?","Consultation néphrologue","Prévention EER","Généraliste + NEPHROPROTECTION","Dialyse","3","Le document indique : ''G2 miakatra : généraliste + NEPHROPROTECTION''.","Medium"
"Quel est le niveau de risque cardiovasculaire des patients en IRC stade 5 selon le document ?","Risque modéré","Risque élevé","Risque très élevé","Risque identique à la population générale","3","Le document précise : ''IRC stade 5 : RCV très élevé''.","Medium"
"Quels sont les deux scores d'évaluation du risque cardiovasculaire cités dans le document ?","SCORE et REGICOR","Score de Framingham et RISK score","QRISK et PROCAM","ASCVD et Reynolds","2","Le document liste : ''Score de Framingham - RISK score''.","Medium"
"Quel est l'effet du tabac sur la pression artérielle selon le document ?","Diminution de la PA","Augmentation immédiate de la PA pendant les 30 premières minutes","Aucun effet","Augmentation tardive","2","Le document précise : ''Augmentation immédiate de la PA pendant les 30 premières minutes''.","Medium"
"Quel est le délai d'apparition des complications rénales après un facteur déclenchant dans la maladie des emboles de cholestérol ?","24-48h","8 jours à 8 semaines","3 mois","6 mois","2","Ceci est rappelé du chapitre précédent mais fait partie des connaissances.","Medium"
"Quelle est la formule de Cockcroft et Gault avec les unités en µmol/l ?","(140 - âge) x poids x K / créatininémie","(150 - âge) x poids x K / créatininémie","(140 - âge) x poids / créatininémie x K","(140 - poids) x âge x K / créatininémie","1","Le document donne : ''(140 - âge) x poids (kg) x K/créatinine sérique (en µmol/l)''.","Difficult"
"Un patient a une clairance calculée à 55 ml/mn. Quelle formule doit-il utiliser pour évaluer le stade d'IRC ?","Cockcroft et Gault","DFG selon CKD EPI","MDRD","Clairance mesurée","2","Le document indique : ''Terme DFG : pour évaluer le stade IRC''.","Difficult"
"Un patient a une protéinurie à 2g/24h avec albuminurie >80%. Quelle est l'origine la plus probable ?","Glomérulaire","Vasculaire","Tubulaire","Interstitielle","1","Le document précise pour l'origine glomérulaire : ''Protéinurie faite d'albuminurie > 50%''.","Difficult"
"Un patient a une HTA réfractaire, un souffle abdominal, des flash OAP à répétition, une hypokaliémie et une asymétrie des tailles rénales. Quelle est l'origine la plus probable ?","Glomérulaire","Vasculaire (sténose de l'artère rénale)","Tubulaire","Interstitielle","2","Le document associe ces signes à l'origine vasculaire.","Difficult"
"Un patient a une protéinurie à 0,8g/24h, une leucocyturie aseptique, une acidose tubulaire hyperchlorémique, une HTA tardive. Quelle est l'origine la plus probable ?","Glomérulaire","Vasculaire","Tubulaire","Interstitielle","4","Le document décrit l'origine interstitielle.","Difficult"
"Un patient a des antécédents familiaux de néphropathie, une surdité et une hématurie. Quelle est l'origine la plus probable ?","Glomérulaire acquise","Vasculaire","Tubulaire","Héréditaire (syndrome d'Alport)","4","Le document associe antécédents familiaux, surdité et hématurie.","Difficult"
"Un patient a une PTH à 12 fois la normale malgré un traitement médical bien conduit. Quelle est l'indication chirurgicale selon le document ?","Transplantation rénale","Parathyroïdectomie","Surveillance","Augmentation du traitement médical","2","Le document précise : ''Parathyroïdectomie indiquée seulement en cas d'échec de traitement médical''.","Difficult"
"Un patient dialysé depuis 2 ans a une hypercalcémie inexpliquée, des douleurs osseuses diffuses et une PTH normale basse. Quel diagnostic évoquer et quel examen demander ?","Ostéopathie adynamique - Biopsie osseuse","Ostéite fibreuse - Biopsie osseuse","Ostéomalacie - Biopsie osseuse","Myélome multiple - Biopsie médullaire","1","Le document mentionne l'ostéopathie adynamique avec PTH normale ou basse, et la biopsie osseuse.","Difficult"
"Un patient a une hémoglobinémie à 9 g/dl, une ferritinémie à 50 ng/ml, un coefficient de saturation à 15%. Quelle est la première étape du traitement de l'anémie ?","Correction de la carence martiale (ferritine >200, saturation >20%)","Érythropoïétine d'emblée","Transfusion sanguine","Acide folique","1","Le document précise l'optimalisation du stock martial avant EPO.","Difficult"
"Un patient sous érythropoïétine voit son hémoglobine monter de 8 à 12 g/dl en 2 semaines. Quel est le risque ?","Risque cardiovasculaire (thrombose, HTA, accident vasculaire)","Risque hémorragique","Résistance à l'EPO","Hyperkaliémie","1","Document mentionne des cibles prudentes; correction trop rapide dangereuse.","Difficult"
"Un patient en IRC a une kaliémie à 6,8 mmol/l avec des signes ECG (T pointues). Quel est le traitement le plus indiqué selon le document ?","Dialyse (30 min)","Kayexalate per os","Bicarbonate","Insuline + glucose","1","Le document précise : ''Dialyse : 30mn dia tafidina ilay potassium, le plus indiqué''.","Difficult"
