"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition d'un retard de croissance (RC) selon le document ?","Taille < -2 DS ou IMC < 3ème percentile","Poids < -2 DS","Périmètre crânien < -2 DS","Âge osseux < âge chronologique de 2 ans","1","Document: 'Taille < -2 Déviations Standards (DS) Ou IMC < 3ème percentile'","Easy"
"Quel est l'intérêt du diagnostic précoce d'un retard de croissance ?","Diagnostiquer certaines pathologies sévères et prendre en charge de façon adaptée","Éviter les vaccinations","Obtenir une ordonnance de GH","Rassurer les parents","1","Document: 'Diagnostic précoce d'un RC est important pour Diagnostiquer certaines pathologies sévères, Prendre en charge de façon adaptée'","Easy"
"À quelle fréquence faut-il évaluer les paramètres (poids, taille, PC) chez un nourrisson de moins de 6 mois ?","Tous les 15 jours","Tous les mois","Tous les 2 mois","Tous les 3 mois","2","Document: 'Tous les mois jusqu'à 6 mois'","Easy"
"Quelle est la vitesse de croissance normale en phase pré-pubertaire (4 ans à la puberté) ?","3-4 cm par an","5-6 cm par an","7-9 cm par an","1-2 cm par an","2","Document: 'Phase de croissance linéaire de 4 ans à la puberté (5-6cm par an)'","Easy"
"Quelle est la taille moyenne à la naissance selon le document ?","45 cm","50 cm","55 cm","48 cm","2","Document: 'Naissance : Taille (cm) : 50'","Easy"
"Quel est le poids moyen à 1 an selon le document ?","8 kg","9 kg","10 kg","11 kg","3","Document: '1 an : Poids (Kg) : 10 (PN x 3)'","Easy"
"Quel est le périmètre crânien moyen à 4 ans ?","47 cm","50 cm","52 cm","55 cm","2","Document: '4 ans : PC (cm) : 50'","Easy"
"Comment calcule-t-on la taille cible génétique chez un garçon ?","(taille père + taille mère)/2 + 6,5","(taille père + taille mère)/2 - 6,5","(taille père + taille mère)/2 + 10","(taille père + taille mère)/2","1","Document: 'Taille cible = (taille père + taille mère) /2 + 6,5 chez le garçon'","Easy"
"Quelle méthode est utilisée pour évaluer l'âge osseux ?","Méthode de Greulich et Pyle","Méthode de Sempé","Méthode de Tanner","Méthode de Dubowitz","1","Document: 'Méthode de Greulich et Pyle'","Easy"
"Quel est l'IMC normal chez l'enfant ?","IMC = Poids (kg) / Taille² (m)","IMC = Taille (cm) / Poids (kg)","IMC = Poids (kg) x Taille (m)","IMC = Taille (m) / Poids (kg)","1","Document: 'IMC = Poids (kg) / Taille2 (m)'","Easy"
"Quels sont les 4 facteurs de contrôle de la croissance cités ?","Génétiques, nutritionnels, psycho-affectifs, hormonaux","Génétiques, environnementaux, sportifs, médicamenteux","Nutritionnels, infectieux, traumatiques, toxiques","Hormonaux, métaboliques, rénaux, cardiaques","1","Document: 'Facteurs de contrôle de la croissance : Génétiques et raciaux, Nutritionnels, Psycho-affectifs, Hormonaux'","Easy"
"Quelle hormone est sécrétée par l'hypophyse ?","Hormone de croissance (GH)","GHRH","Ghréline","IGF-1","1","Document: 'Hormone de croissance (GH) : Origine hypophysaire'","Easy"
"Quel facteur est important pour la croissance du nourrisson ?","Facteurs nutritionnels","Facteurs hormonaux","Facteurs génétiques","Facteurs psycho-affectifs","1","Document: 'Croissance du nourrisson : Facteurs nutritionnels sont importants+++'","Easy"
"Quelle est la vitesse de croissance en phase post-pubertaire ?","5-6 cm/an","7-9 cm/an","1 cm/an","2-3 cm/an","3","Document: 'Phase post-pubertaire : Vitesse de croissance : 1cm / an'","Easy"
"Quel est le diagnostic positif d'un retard de croissance ?","Taille < -2 DS ou IMC < 3ème percentile, ralentissement de la VC, croissance -1,5 DS par rapport à la taille cible","Poids < 3ème percentile uniquement","Âge osseux < âge chronologique","Retard pubertaire isolé","1","Document: 'DIAGNOSTIC POSITIF : Taille < -2 DS ou IMC < 3ème percentile ; Ralentissement de la VC ; Croissance staturale -1,5 DS par rapport à la taille cible génétique'","Easy"
"Quelle est la définition d'un retard statural ?","Ralentissement de la vitesse de croissance staturale antérieur ou contemporain à celui de la prise de poids","Ralentissement de la prise de poids isolé","Ralentissement du périmètre crânien","Ralentissement de l'âge osseux","1","Document: 'Retard statural : ralentissement de la vitesse de croissance staturale antérieur ou contemporain à celui de la prise de poids'","Easy"
"Quel examen paraclinique est spécifique pour la mucoviscidose ?","Test de la sueur","Biopsie intestinale","Caryotype","Dosage de la TSH","1","Document: 'test de la sueur (spécifique à la mucoviscidose)'","Easy"
"Quel est le dépistage systématique de l'hypothyroïdie congénitale ?","Test de Guthrie à J3 de vie","Dosage de la TSH à 1 mois","Échographie thyroïdienne à la naissance","Caryotype","1","Document: 'Hypothyroïdies congénitales : Dépistage systématique par test Guthrie à J3 de vie'","Easy"
"Quelle est la cause la plus fréquente de retard statural à l'adolescence ?","Retard simple de puberté","Déficit en hormone de croissance","Hypothyroïdie","Syndrome de Turner","1","Document: 'Retard simple de puberté : Cause la plus fréquente de retard statural à l'adolescence'","Easy"
"Quelle est l'incidence du syndrome de Turner ?","1 cas/2500 filles","1 cas/1000 filles","1 cas/5000 filles","1 cas/10000 filles","1","Document: 'Syndrome de Turner : 1 cas/2500 filles'","Easy"
"Quelle est la taille finale moyenne des filles atteintes du syndrome de Turner en France ?","150 cm","142 cm","145 cm","148 cm","2","Document: 'Taille finale en France : 142 cm'","Easy"
"Quel est le poids de naissance normal à terme selon l'OMS ?","< 2500 g","> 2500 g","> 3000 g","Entre 2500 et 4000 g","2","Document: 'OMS : poids de naissance (PN) < 2500 g' pour PAG, mais normal >2500g","Easy"
"Quel pourcentage des enfants nés petits pour l'âge gestationnel (PAG) normalisent leur taille dans les 2 premières années ?","50%","70%","90%","95%","3","Document: '90% : normalisation de la taille dans les 2 premières années de la vie'","Easy"
"Quelle est la caractéristique de la petite taille constitutionnelle ou idiopathique ?","Vitesse de croissance régulière, âge osseux peu retardé, retard harmonieux isolé","Retard de croissance sévère avec malformations","Déficit hormonal associé","Cassure de la courbe de taille","1","Document: 'Petite taille constitutionnelle ou idiopathique : Vitesse de croissance régulière, âge osseux peu retardé ou en rapport, Retard harmonieux, isolé'","Medium"
"Quel signe morphologique est évocateur du syndrome de Turner chez le nouveau-né ?","Lymphoedème des extrémités","Macrocéphalie","Hypertélorisme","Syndactylie","1","Document: 'Naissance : lymphoedème des extrémités'","Medium"
"Quel est le traitement de première intention du retard de croissance par carence affective ?","Prise en charge psycho-sociale","Hormone de croissance","Supplémentation nutritionnelle","Corticothérapie","1","Document: 'Prise en charge psycho-sociale'","Medium"
"Quel examen permet de confirmer le diagnostic du syndrome de Turner ?","Caryotype standard ou immunofluorescence","Test de la sueur","Dosage des gonadotrophines","Échographie pelvienne","1","Document: 'Confirmation du diagnostic : Étude du nombre du chromosome X par immunofluorescence ou Caryotype standard'","Medium"
"Quelle tumeur peut être responsable d'un retard de croissance après 4 ans ?","Craniopharyngiome","Médulloblastome","Astrocytome","Épendymome","1","Document: 'Craniopharyngiome : Retard de croissance : Début après 4 ans'","Medium"
"Quelle est la valeur du débit de filtration glomérulaire (FG) à partir de laquelle on observe un ralentissement statural dans l'insuffisance rénale chronique ?","FG < 30 ml/min/1,73m²","FG < 50 ml/min/1,73m²","FG < 70 ml/min/1,73m²","FG < 90 ml/min/1,73m²","2","Document: 'Ralentissement statural : FG< 50ml /mn/ 1,73 m2'","Medium"
"Quel est le rôle de l'IGF-1 dans la croissance ?","Facteur de croissance généré par la GH au niveau du foie","Hormone hypophysaire","Facteur nutritionnel","Hormone thyroïdienne","1","Document: 'Génère au niveau du foie un facteur de croissance : IGF-1'","Medium"
"Quel est l'âge de début du déficit en GH congénital ?","Entre 0 et 3 ans","À la naissance","Après 5 ans","À la puberté","1","Document: 'Déficit en GH congénital : Infléchissement de la croissance staturale entre 0 et 3 ans'","Medium"
