"question","answer","explanation","difficulty"
"Décrivez le circuit complet de l’humeur aqueuse depuis sa sécrétion jusqu’à son drainage.","L’humeur aqueuse est sécrétée par les procès ciliaires du corps ciliaire. Elle passe à travers les fibres de la zonule dans la chambre postérieure, puis traverse la pupille pour arriver dans la chambre antérieure. Ensuite, elle est résorbée dans l’angle irido-cornéen à travers le trabéculum, drainée dans le canal de Schlemm, puis se jette dans les veines conjonctivales et la circulation générale.","Le document décrit ce circuit.","Easy"
"Quelles sont les quatre causes physiopathologiques d’hypertonie oculaire mentionnées dans le document ?","1) Augmentation de la sécrétion ciliaire (rare, uvéites). 2) Blocage pupillaire (GAFA, cristallin, synéchies). 3) Diminution de l’élimination par obstruction de l’AIC (membrane de Barkan, sclérose trabéculaire, fermeture anatomique). 4) Fermeture de l’AIC dans le GAFA.","Le document détaille ces mécanismes.","Easy"
"Quel est le mécanisme exact du blocage pupillaire décrit dans le document ?","Avec l’âge, le cristallin s’opacifie et augmente de volume. En cas de semi-mydriase, le cristallin peut bloquer l’orifice pupillaire, empêchant le passage de l’humeur aqueuse de la chambre postérieure vers la chambre antérieure. L’humeur aqueuse s’accumule derrière l’iris, bombant celui-ci vers l’avant et fermant l’angle.","Le document explique ce mécanisme.","Medium"
"Expliquez pourquoi l’hypermétrope est prédisposé au GAFA.","L’hypermétrope a un œil trop court en antéro-postérieur, ce qui rend la chambre antérieure trop plate et l’angle irido-cornéen constitutionnellement étroit. Toute mydriase (médicamenteuse, stress, obscurité) peut alors entraîner un blocage pupillaire et une fermeture aiguë de l’angle.","Le document le précise.","Medium"
"Quelle est la différence entre la cause de l’hypertonie dans le glaucome congénital et dans le glaucome chronique à angle ouvert ?","Glaucome congénital : obstruction de l’angle par une membrane résiduelle embryonnaire (membrane de Barkan). Glaucome chronique à angle ouvert : sclérose progressive du trabéculum liée à l’âge.","Le document distingue clairement ces deux mécanismes.","Medium"
"Pourquoi une uvéite antérieure aiguë peut-elle entraîner une hypertonie oculaire par deux mécanismes différents ?","1) Par augmentation de la sécrétion ciliaire (uvéite hypertensive, rare). 2) Par blocage pupillaire secondaire aux synéchies irido-cristalliniennes si l’uvéite est mal traitée.","Le document mentionne ces deux mécanismes distincts.","Medium"
"Quel est le rôle des facteurs de risque vasculaires dans l’aggravation du glaucome chronique à angle ouvert, indépendamment de la PIO ?","L’HTO chronique agit sur la qualité de la microcirculation du nerf optique. Les facteurs de risque vasculaires (HTA, diabète, tabac, hypercholestérolémie) aggravent l’artériosclérose, réduisent la perfusion du nerf optique et accélèrent l’atrophie optique même si la PIO est contrôlée.","Le document les mentionne comme facteurs de risque du GCAO.","Medium"
"Un patient de 55 ans, hypermétrope, stressée, consulte pour une baisse d’acuité visuelle. À l’examen, PIO à 28 mmHg, angle étroit à la gonioscopie. Quel mécanisme physiopathologique est en cause ?","Le terrain hypermétrope + femme cinquantaine + stressée est typique. L’hypermétropie donne un œil court, une chambre antérieure plate, un angle étroit. Le stress peut provoquer une semi-mydriase, favorisant un blocage pupillaire. Le mécanisme est une diminution de l’élimination par fermeture de l’AIC.","Basé sur le terrain et les mécanismes décrits.","Difficult"
"Un patient présente un glaucome par augmentation de la sécrétion ciliaire. Quelle pathologie associée doit-on rechercher en priorité ?","Une uvéite antérieure aiguë compliquée d’HTO (uvéite hypertensive), car l’hypersécrétion ciliaire est rare et survient dans ce contexte inflammatoire.","Le document associe hypersécrétion aux uvéites.","Difficult"
"Pourquoi une PIO à 60 mmHg pendant 12 heures entraîne-t-elle une perte fonctionnelle totale et irréversible ?","À ce niveau d’hypertonie extrême, la compression des artères de la tête du nerf optique est majeure, interrompant totalement la perfusion du nerf optique. L’ischémie prolongée (12 heures) provoque une nécrose irréversible des fibres optiques avant toute possibilité de récupération.","Document : compression des artères + irréversibilité.","Difficult"
"Comparez les mécanismes de l’hypertonie dans le blocage pupillaire du GAFA et dans les synéchies irido-cristalliniennes post-uvéitiques.","Dans le GAFA, le blocage pupillaire est aigu, sur cristallin sain mais gros chez l’hypermétrope, déclenché par une mydriase. Dans les synéchies, il s’agit d’un blocage chronique progressif par des brides fibreuses entre iris et cristallin après une inflammation mal traitée. Les deux aboutissent à une fermeture de l’angle mais l’urgence n’est pas la même.","Le document distingue ces étiologies.","Difficult"
