"front","back","cognitive_level"
"Quelle est la définition d’une angine ?","Infection des tonsilles palatines et de tout l’oropharynx.","Recall"
"Quel est le premier motif d’automédication à Madagascar concernant l’ORL ?","L’angine.","Recall"
"Selon le document, que signifie la phrase « maux de gorge sans fièvre n’est jamais angine » ?","Angine = odynophagie + fièvre.","Recall"
"Quels sont les deux signes pathognomoniques des angines à connaître ?","Le document mentionne « Citer les 2 signes pathognomoniques des angines » en objectifs, mais ne les énumère pas explicitement dans le texte. Les signes décrits sont : odynophagie intense + fièvre et enduit pultacé limité aux tonsilles.","Recall"
"Quelles sont les 7 formes cliniques des angines décrites ?","1) Angine érythémato-pultacée. 2) Angine érythémateuse. 3) Mononucléose infectieuse. 4) Diphtérie. 5) Angine vésiculeuse. 6) Angine ulcéro-nécrotique. 7) Angine au cours des maladies infectieuses.","Recall"
"Quel est le type d’angine le plus fréquent et son abréviation ?","Angine érythémato-pultacée (AEP).","Recall"
"Quels sont les signes généraux de l’angine érythémato-pultacée ?","Fièvre 39°-39°5, état général plus ou moins conservé.","Recall"
"Quels sont les signes fonctionnels de l’AEP ?","Odynophagie intense, céphalées, vomissements et douleurs abdominales chez l’enfant.","Recall"
"Quels sont les trois signes physiques de l’AEP ?","1) Tonsilles palatines rouges, hypertrophiées, recouvertes d’enduit pultacé. 2) Enduit limité aux tonsilles (épargne la luette). 3) Adénopathies sous-angulo-maxillaires inflammatoires.","Recall"
"Pourquoi ne faut-il pas demander au patient de dire « aaaaa » lors de l’examen ?","Car cela empêche une bonne visualisation. Il faut ne pas sortir la langue, mais appuyer doucement avec l’abaisse-langue.","Recall"
"Quels examens paracliniques sont demandés dans l’AEP ?","NFS (hyperleucocytose neutrophile), CRP élevée, bilan diabète (glycémie à jeun, HbA1c), bilan hépatique, TDR SBHA positif, prélèvement de gorge (Streptocoque béta-hémolytique A).","Recall"
"Pourquoi réalise-t-on un bilan hépatique devant une angine ?","Car l’angine est la première cause d’automédication au paracétamol.","Application"
"Quelles sont les trois complications graves de l’angine non traitée ?","1) Phlegmon péri-tonsillaire. 2) Rhumatisme articulaire aigu (RAA). 3) Glomérulonéphrite aiguë (GNA) et cardite rhumatismale.","Recall"
"Quelle est l’origine de l’angine érythémateuse ?","Virale (angine de la grippe).","Recall"
"Quels sont les signes de l’angine érythémateuse ?","Début progressif, myalgie, conjonctivite, coryza, rougeur diffuse du pharynx, tonsilles peu augmentées sans exsudat. Syndrome oro-pharyngo-conjonctival.","Recall"
"Quels sont les signes de la mononucléose infectieuse (MNI) ?","Angine à fausses membranes limitées aux tonsilles (non extensive), fièvre, rash cutané, purpura du voile du palais, splénomégalie, polyadénopathie cervicale, sérologie EBV positive. Phlegmon : luette œdémateuse et déviée.","Recall"
"Quels sont les signes de l’angine diphtérique ?","Angine à fausses membranes adhérentes et extensives à l’uvule. Fièvre modérée (+38°C). Gravité : extension laryngotrachéale, reflux nasal, paralysie du voile du palais.","Recall"
"Quels sont les signes de l’angine vésiculeuse ?","Début brutal avec fièvre et dysphagie intense. Herpangine diffuse (macules puis vésicules mains-pieds) ou angine herpétique (vésicules limitées au voile).","Recall"
"Quels sont les signes de l’angine ulcéro-nécrotique ?","Dysphagie très intense, souvent unilatérale. Angine de Vincent : ulcération amygdalienne bilatérale. Prélèvement : association fusospirillaire. Toujours rechercher une hémopathie maligne.","Recall"
"Quelles maladies infectieuses peuvent donner une angine ?","Fièvre typhoïde, tularémie, scarlatine, rougeole, rubéole, varicelle, HIV, toxoplasmose.","Recall"
"Quelle est la différence entre amygdalite et angine ?","Amygdalite : infection ou inflammation d’une seule tonsille palatine. Angine : infection des deux tonsilles et de tout l’oropharynx.","Recall"
"Quelle est la différence entre pharyngite et angine ?","Pharyngite : inflammation du pharynx sans fièvre. Angine érythémateuse : avec fièvre.","Recall"
"Quel est le pourcentage d’angines d’origine virale ?","80%","Recall"
"Quel est le pourcentage d’angines d’origine bactérienne ?","20-30%","Recall"
"Citez 5 virus responsables d’angine.","Myxovirus, Herpes virus, Epstein-Barr virus (MNI), Adénovirus, Entérovirus (coxsackie a et b).","Recall"
"Citez 6 bactéries responsables d’angine.","Streptocoque béta-hémolytique A, Haemophilus influenzae, association fuso-spirillaire, pneumocoque, Klebsiella pneumoniae, Corynebacterium diphteriae.","Recall"
"Quel est le traitement de première intention de l’angine ?","Pénicilline ou association amoxicilline-acide clavulanique.","Recall"
"Pourquoi faut-il éviter les bêtalactamines en cas de mononucléose infectieuse ?","Le document l’indique sans préciser ; contre-indication classique.","Recall"
"Pourquoi faut-il éviter les AINS dans l’angine ?","Risque de cellulite.","Recall"
"Quel traitement est indiqué en cas d’angines vésiculeuses ?","Traitement symptomatique.","Recall"
"À partir de quel âge peut-on proposer une tonsillectomie ?","Âge > 6 ans (avant 6 ans : maladies d’adaptation).","Recall"
"Quelle est la définition de l’angine à répétition selon Madagascar ?","Au moins 4 épisodes d’angine par an pendant 2 années successives.","Recall"
"Quelles sont les trois indications de la tonsillectomie ?","1) Âge > 6 ans. 2) Angine à répétition (4 épisodes/an pendant 2 ans). 3) Présence de complications.","Recall"
"Un patient a 39,5°C, odynophagie intense, enduit blanc limité aux amygdales sans atteinte de la luette. Quel est le diagnostic probable ?","Angine érythémato-pultacée (AEP).","Application"
"Un enfant a une angine avec fausses membranes étendues à la luette, fièvre modérée à 38°C. Quel diagnostic redouter et pourquoi ?","Diphtérie, car extension laryngotrachéale, reflux nasal, paralysie du voile.","Application"
