"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition correcte d'une hernie hiatale ?","Passage de l'œsophage dans l'estomac","Passage d'une partie de l'estomac dans le thorax à travers le hiatus","Reflux permanent du contenu gastrique dans l'œsophage","Inflammation du cardia","2","La hernie hiatale correspond au passage d'une partie de l'estomac dans le thorax à travers le hiatus, comme indiqué dans l'introduction du document.","Easy"
"Quel facteur physiopathologique est essentiel dans le RGO du nourrisson ?","Relaxation transitoire du SIO hors déglutition","Hypertonie du pylore","Hyperactivité intestinale","Inflammation gastrique primaire","1","Le RGO pathologique est lié à des relaxations transitoires inappropriées du SIO, indépendantes de la déglutition.","Medium"
"Quel est l'âge d'apparition du RGO physiologique le plus fréquent chez le nourrisson ?","À la naissance","1 mois","3 mois","6 mois","3","Le RGO physiologique se retrouve chez environ la moitié des enfants durant les 3 premiers mois, favorisé par la position allongée et l'alimentation liquide.","Easy"
"Quel examen permet d'évaluer la dynamique du couple SIO-SSO ?","Echographie post-prandiale","Radio TOGD","Manométrie œsophagienne","pHmétrie","3","La manométrie œsophagienne explore la dynamique du SIO et SSO et permet de détecter des asynchronismes œsophagiens nécessitant traitement.","Difficult"
"Quel médicament est un IPP adapté à l'enfant à partir de 1 an ?","Ranitidine","Oméprazole","Domperidone","Atropine","2","L'Oméprazole est un IPP, administré à 1 mg/kg/jour vespéral, avec AMM à partir de 1 an pour réduire l'acidité gastrique.","Medium"
"Quelle complication respiratoire peut résulter d'un RGO sévère ?","Asthme","Insuffisance cardiaque","Diarrhée","Polypes gastriques","1","Le RGO sévère peut déclencher des complications respiratoires comme l'asthme, dues à l'irritation œsophagienne et micro-aspirations.","Medium"
"Quel traitement hygiéno-diététique est recommandé pour le RGO ?","Position allongée","Fractionnement des repas","Régime riche en lait entier","Allaitement exclusif prolongé","2","Le fractionnement des repas réduit le volume à chaque prise et diminue le reflux gastro-œsophagien.","Easy"
"Quel examen est limité dans le temps à 30 minutes et explore les RGO à estomac plein ?","pHmétrie","Radio TOGD","Echographie post-prandiale","Endoscopie","3","L'échographie post-prandiale et la radio du TOGD sont limitées à 30 minutes et n'explorent que les RGO à estomac plein.","Medium"
"Quel médicament prokinétique a une efficacité d'environ 50 % chez le nourrisson ?","Domperidone","Cisapride","Oméprazole","Ranitidine","1","La Dompéridone (Motilium) est efficace à 50 % pour améliorer la motricité gastrique et diminuer le RGO chez le nourrisson.","Medium"
"Quelle complication ORL peut être associée au RGO ?","Otite moyenne","Sinusite","Stridor","Laryngite virale","3","Le RGO peut provoquer des complications ORL, notamment le stridor, par irritation et reflux vers le larynx.","Medium"
