"question","answer","explanation","difficulty"
"Le reflux gastro-œsophagien chez le nourrisson est toujours pathologique.","False","La majorité des RGO chez le nourrisson est physiologique et bien tolérée, particulièrement avant 3 mois.","Easy"
"L'échographie post-prandiale est non invasive et explore uniquement les RGO à estomac plein.","True","L'échographie post-prandiale est non invasive et limitée aux reflux à estomac plein.","Easy"
"Le SIO subit une relaxation physiologique lors de la déglutition.","True","Le sphincter inférieur de l'œsophage se relâche pendant la déglutition pour permettre le passage du bol alimentaire.","Easy"
"Le traitement chirurgical de RGO est la première intention chez tous les nourrissons.","False","Le traitement chirurgical n'est indiqué que si les mesures médicales et hygiéno-diététiques échouent ou en cas de complications.","Medium"
"Les IPP ont un effet prokinétique significatif sur le RGO.","False","Les IPP réduisent l'acidité gastrique mais n'ont pas d'effet prokinétique.","Medium"
"Le RGO peut être déclenché ou aggravé par un spasme pylorique.","True","Un spasme pylorique augmente le gradient de pression gastro-œsophagien, favorisant le reflux.","Medium"
"Le RGO peut provoquer de l'apnée ou des bradycardies chez certains nourrissons.","True","Certaines formes neurologiques de RGO peuvent entraîner apnée et bradycardie simulant une mort subite manquée.","Medium"
"Le traitement hygiéno-diététique comprend le fractionnement des repas et l'épaississement du lait.","True","Ces mesures réduisent le volume par prise et facilitent la vidange gastrique, limitant le RGO.","Easy"
"Le Cisapride est librement prescrit en pédiatrie pour traiter le RGO.","False","Le Cisapride nécessite prescription hospitalière et surveillance ECG et kaliémie.","Medium"
"Le stridor peut être une manifestation ORL du RGO.","True","Le reflux peut irriter le larynx et provoquer des symptômes ORL tels que le stridor.","Medium"
"La hernie hiatale est un phénomène physiopathologique alors que le RGO est un phénomène anatomopathologique.","False","Le document : Hernie hiatale = phénomène anatomopathologique ; RGO = phénomène physiopathologique.","Easy"
"Le RGO chez le nourrisson peut se manifester par des laryngites à répétition.","True","Le document : ""expression clinique s''étend ... aux complications ... inattendues (laryngites à répétition)"".","Easy"
"Le RGO physiologique est rare chez le prématuré.","False","Le document : ""RGO non compliqué : 3 à 5 fois par heure chez le prématuré"" donc fréquent.","Easy"
"Avant 1 an, seulement 10% des nourrissons présentent des régurgitations.","False","Le document : ""Avant 1 an : 50% des nourrissons présentent des régurgitations"".","Easy"
"Le gène GERD1 responsable du RGO sévère est localisé sur le chromosome 13q14.","True","Le document : ""GERD 1 localisé sur le Chromosome 13q14"".","Easy"
"Le sphincter inférieur de l'œsophage (SIO) se relaxe normalement au moment de la déglutition.","True","Le document : ""Au moment de la déglutition, le SIO subit une relaxation qui permet au bol alimentaire de franchir le cardia"".","Easy"
"Dans le RGO pathologique, les relaxations du SIO surviennent uniquement pendant la déglutition.","False","Le document : ""Relaxations transitoires et inappropriée du SIO, en dehors de la déglutition"".","Easy"
"La muqueuse œsophagienne tolère bien l'acidité gastrique.","False","Le document : ""La muqueuse œsophagienne tolère très mal ... l'acidité"".","Easy"
"Le RGO peut être liquide, solide, gazeux, acide ou non acide.","True","Le document : ""En fonction de la qualité du contenu gastrique, RGO : liquide, solide, gazeux, acide ou non acide"".","Easy"
"La position proclive ventrale est recommandée dans les mesures hygiéno-diététiques du RGO.","False","Le document : ""Posture : proclive dorsale"".","Easy"
"Le cisapride est un prokinétique de première intention sans restriction.","False","Le document : ""Cisapride ... Restriction de prescription : médicale hospitalière"".","Easy"
"Les pansements œsophagiens doivent être donnés avant le repas.","False","Le document : ""à donner après le repas"".","Easy"
"L'oméprazole a une AMM chez le nourrisson dès la naissance.","False","Le document : ""AMM à partir de 1 an"".","Easy"
"Les régurgitations simples disparaissent spontanément avant 5-6 mois dans la majorité des cas.","True","Le document : ""Régurgitations simples : Evolution : disparition spontanée avant 5-6 mois"".","Easy"
"La forme neurologique du RGO se manifeste par un stridor.","False","Le document : forme ORL = stridor ; forme neurologique = apnée, bradycardie, pâleur.","Easy"
"La fundoplicature de Nissen est actuellement réalisée par coelioscopie sous péridurale.","True","Le document : ""Réalisée actuellement par coelioscopie, sous péridurale"".","Easy"
"L'échographie post-prandiale explore les reflux acides à estomac vide.","False","Le document : ""Explore le RGO à estomac plein"".","Medium"
"Le TOGD peut se pratiquer à tout âge et est peu invasif.","True","Le document : ""Avantages : peu invasif, peut se pratiquer à tout âge"".","Medium"
"La pHmétrie œsophagienne permet d'explorer tous les types de reflux (acides et non acides).","False","Le document : ""Inconvénients : n''explore que les reflux acides (estomac vide)"".","Medium"
