"front","back","cognitive_level"
"Définition d'une hernie hiatale","Passage d'une partie de l'estomac dans le thorax à travers le hiatus, entraînant un risque de reflux gastro-œsophagien.","Recall"
"Définition du reflux gastro-œsophagien","Passage permanent ou intermittent du contenu gastrique dans l'œsophage, physiologique ou pathologique.","Recall"
"Rôle du SIO","Tonique pour assurer l'étanchéité du cardia, se relâche physiologiquement lors de la déglutition.","Understanding"
"Facteurs favorisant le RGO chez le nourrisson","Immaturité du cardia, faible capacité gastrique, position allongée, alimentation liquide.","Understanding"
"Complications respiratoires du RGO","Asthme, pneumonies récidivantes, toux nocturne, micro-aspirations.","Application"
"Traitements hygiéno-diététiques","Fractionnement des repas, position proclive dorsale, épaississement du lait, éviter suralimentation.","Application"
"Indication des IPP","Réduire l'acidité gastrique et protéger l'œsophage, sans effet prokinétique.","Understanding"
"Rôle des prokinétiques","Améliorer la vidange gastrique et réduire le reflux (Domperidone, Cisapride).","Understanding"
"Fundoplicature de Nissen","Traitement chirurgical réservé si traitement médical échoue, correction anatomique de l'incompétence SIO.","Application"
"Signes cliniques du RGO","Régurgitations, vomissements, irritabilité, troubles du sommeil, stridor, apnées dans formes sévères.","Recall"
"Quelle est la définition d'une hernie hiatale ?","Passage d'une partie de l'estomac dans le thorax à travers l'orifice hiatale. C'est un phénomène anatomopathologique.","Recall"
"Quelle est la définition du reflux gastro-œsophagien (RGO) ?","Passage permanent ou intermittent d'une partie du contenu gastrique dans l'œsophage. C'est un phénomène physiopathologique. Une autre définition : passage à travers le cardia d'une partie du contenu gastrique vers l'œsophage.","Recall"
"Quelle est la fréquence du RGO chez le nourrisson ?","D'une extrême fréquence. Les formes non compliquées : 3 à 5 fois par heure chez le prématuré. À 1 mois, on retrouve un RGO symptomatique chez 9 nourrissons sur 10. Avant 1 an, 50% des nourrissons présentent des régurgitations.","Recall"
"Quelle est la fréquence du RGO pathologique avant 1 an et entre 1 et 5 ans ?","Avant 1 an : 1 nourrisson pour 300. Entre 1 an et 5 ans : 8%. Aux USA, le RGO est responsable de 4% des hospitalisations en pédiatrie.","Recall"
"Existe-t-il une hérédité du RGO ? Si oui, quel gène est impliqué ?","Oui, existence de familles à RGO. Un gène responsable de forme sévère chez l'enfant a été identifié : GERD 1 localisé sur le chromosome 13q14.","Recall"
"Quels sont les deux mécanismes physiopathologiques principaux du RGO pathologique ?","1. Incompétence de la jonction œso-gastrique (par relaxations transitoires inappropriées du SIO en dehors de la déglutition, ou hypotonie permanente du SIO). 2. Aggressivité du liquide gastrique (acidité et pepsine mal tolérées par la muqueuse œsophagienne).","Understanding"
"Quelles sont les deux causes possibles de l'incompétence du sphincter inférieur de l'œsophage (SIO) ?","Soit une immaturité du tonus sphinctérien, soit une anomalie anatomique (malposition cardio-tubérositaire ou hernie hiatale).","Recall"
"Quels facteurs peuvent aggraver le RGO en lien avec la vidange gastrique ?","Le spasme pylorique peut, chez certains patients, créer ou aggraver un RGO par augmentation du gradient de pression gastro-œsophagienne.","Recall"
"Quel est le lien entre RGO et allergie alimentaire selon le document ?","Intolérance aux protéines du lait de vache (IPLV) : vomissements ou régurgitations, cassure pondérale puis de la courbe staturale. Certaines poussées de RGO pourraient être déclenchées par une IPLV. Il n'est pas exclu que le RGO pourrait être un facteur de sensibilisation aux PLV.","Understanding"
"Comment expliquer le RGO aux parents selon le document ?","Le RGO est une remontée du contenu gastrique dans l'œsophage, entraînant régurgitations et vomissements. Survient avant 3 mois, favorisé par la position allongée et l'alimentation liquide. Lié à une immaturité du cardia et à une faible capacité gastrique, favorisant le trop-plein et le reflux. Présent chez environ la moitié des enfants lors des 3 premiers mois de vie.","Application"
"Quelles sont les 5 techniques d'exploration du RGO citées dans le document ?","1. Échographie post-prandiale, 2. Radiographie du TOGD (transit œso-gastro-duodénal), 3. Endoscopie œsophagienne, 4. pHmétrie œsophagienne, 5. Manométrie œsophagienne.","Recall"
"Quels sont les avantages et limites de l'échographie post-prandiale pour le RGO ?","Avantages : non invasif, facile à mettre en œuvre, permet de visualiser le cardia, de voir les reflux et de quantifier leur nombre et importance, d'apprécier leur retentissement. Limites : nécessite un examinateur expérimenté, n'explore que les RGO à estomac plein, examen limité à 30 minutes, fiabilité incertaine avant 4 à 5 mois.","Understanding"
"Quels sont les avantages et limites de la pHmétrie œsophagienne ?","Avantages : applicable à tout âge, peu invasif, complète l'imagerie, précise la concordance entre épisodes de reflux acide et symptomatologie. Limites : n'explore que les reflux acides (estomac vide), nécessite la plupart du temps une hospitalisation.","Understanding"
"Quelles sont les mesures hygiéno-diététiques pour le RGO ?","Posture : proclive dorsale. Diététique : éviter la suralimentation, fractionnement des repas, épaississement du lait, IPLV (intolérance aux protéines du lait de vache) ?, éviter les aliments acides.","Recall"
"Quel est le prokinétique de première intention pour le RGO et sa posologie ?","La dompéridone (Motilium, Péridys) : 0,75 mg/kg/24h = 0,75 ml/kg/24h. Efficacité : 50%.","Recall"
"Quelles précautions sont nécessaires avant prescription de cisapride (Prepulsid) ?","Restriction de prescription : médicale hospitalière. Vérification de l'espace QT à l'ECG et vérification de la kaliémie.","Recall"
"Quels sont les antisécrétoires gastriques cités dans le document et leur posologie chez le nourrisson ?","Antihistaminiques H2 : ranitidine (AZANTAC, RANIPLEX) 3 à 6 mg/kg/24h en deux prises quotidiennes. IPP : oméprazole 1 mg/kg/24h en une prise vespérale (ouvrir la gélule à 10mg, AMM à partir de 1 an), ésoméprazole (Inexium sachets pédiatriques 10mg). Durée 15 jours à 1 mois, très efficace.","Recall"
"Quel est le traitement chirurgical du RGO et comment est-il réalisé actuellement ?","Fundoplicature de Nissen. Réalisée actuellement par cœlioscopie, sous péridurale, avec suites écourtées et beaucoup plus simple qu'auparavant.","Recall"
"Quelles sont les formes digestives du RGO ?","Régurgitations simples (disparition spontanée avant 5-6 mois, parfois 9 mois, exceptionnellement 1 an) et œsophagite.","Recall"
"Quelles sont les formes neurologiques du RGO ?","Malaise grave : non obstructif, mais apnée, bradycardie, pâleur, simulant un accès de « mort subite manquée », de résolution spontanée.","Recall"
"Quelles sont les formes respiratoires et ORL du RGO ?","Formes respiratoires : asthme, pneumonie récidivante, toux nocturne. Formes ORL : stridor.","Recall"
"Un nourrisson de 2 mois présente des régurgitations abondantes, un refus alimentaire et une cassure pondérale. Quels examens complémentaires pourraient être proposés selon le document ?","Selon les techniques d'exploration : échographie post-prandiale (visualise le cardia, quantifie les reflux), TOGD, pHmétrie (reflux acides), endoscopie (si suspicion d'œsophagite), manométrie.","Application"
"Quelle est l'efficacité de la dompéridone dans le traitement du RGO ?","Efficacité : 50%, selon le document.","Recall"
"Pourquoi les antispasmodiques sont-ils rarement indiqués dans le RGO ?","Indications rares : hypertonie antrale, hypertonie du SIO. Indication difficile car il n'existe pas de spécialité thérapeutique adaptée. Atropine, ou à l'étude : bétanéchol, baclofène.","Recall"
"Quand faut-il donner les pansements œsophagiens (Gaviscon, phosphalugel, smecta, polysylane, topaal) ?","Après le repas.","Recall"
