"front","back","cognitive_level"
"Qu’est-ce qu’une otite séro-muqueuse (OSM) ?","Processus inflammatoire de l’oreille moyenne durant plus de 3 mois, à tympan fermé, avec collection liquidienne (séreuse, muqueuse ou épaisse).","Recall"
"Quelle est la tranche d’âge la plus touchée par l’OSM et sa fréquence ?","Enfant de 3 à 8 ans, avec 50 % des enfants concernés. Rare chez l’adulte.","Recall"
"Pourquoi l’OSM est-elle considérée comme grave ?","Parce qu’elle affecte l’avenir otologique et le langage. Chez l’adulte, elle peut être le signe d’une pathologie tumorale du rhinopharynx.","Recall"
"Quel est le diagnostic positif (TDD) de l’OSM ?","OSM chez un enfant de 3 ans.","Recall"
"Quels sont les signes cliniques de l’OSM chez l’enfant ?","Hypoacousie (enfant isolé, retard de langage, troubles scolaires), bilatérale ++, rythmée par les épisodes de rhinopharyngite, otalgie (OSM sur OMA).","Recall"
"Quels sont les signes otoscopiques de l’OSM ?","Tympan non perforé, mate (opaque, disparition du triangle lumineux), reliefs ossiculaires respectés mais hypervascularisés, tâche jaunâtre (mucus rétro-membranaire), niveau liquidien ou bulles hydro-aériques, tympan rétracté ou bombé. Rarement tympan bleuâtre (hémosidérine).","Recall"
"Quel résultat trouve-t-on à l’acoumétrie au diapason dans l’OSM ?","Surdité de transmission : Weber latéralisé du côté atteint, Rinne négative.","Recall"
"Quel est le résultat caractéristique de l’audiométrie tonale dans l’OSM ?","Surdité de transmission de 20 à 40 dB (CO normale, CA diminué).","Recall"
"Quel examen est considéré comme la « clé du diagnostic » de l’OSM ?","La tympanométrie.","Recall"
"Quel aspect retrouve-t-on au tympanogramme dans l’OSM ?","Courbe plate (tympan immobile sous l’effet de la pression du liquide) ou pic décalé vers la pression négative.","Recall"
"Qu’est-ce qu’un tympanogramme « en Tour Eiffel » ?","Tympan trop mince et flaccide.","Recall"
"Quelle est l’évolution spontanée de l’OSM ?","Favorable dans plus de 50 % des cas. Dans 6 à 10 % des cas : réchauffement d’OMA récidivante, séquelles tympano-ossiculaires (rétraction tympanique, perforation, atélectasie, lyse ossiculaire, cholestéatome) ou séquelles fonctionnelles (surdité de transmission persistante).","Recall"
"Qu’est-ce qu’une poche de rétraction tympanique ?","Une lésion pré-cholestéatomateuse.","Recall"
"Quelles sont les particularités de l’OSM chez l’adulte ?","Hypoacousie de transmission unilatérale, otalgie, vertige. À l’otoscopie : tympan non perforé. Devant une OSM unilatérale chez l’adulte, il faut rechercher un processus tumoral du cavum par fibroscopie nasopharyngée et imagerie.","Recall"
"Quelles sont les particularités de l’OSM à l’âge scolaire (à partir de 5 ans) ?","Troubles du comportement et retard scolaire.","Recall"
"Quels sont les facteurs étiologiques de la théorie « ex vacuo » (dysfonctionnement tubaire) chez l’enfant ?","Hypertrophie des végétations adénoïdes (VA), polypose nasale, hypertrophie du cornet, malformations (fente vélaire, fente vélo-palatine), mauvaise habitude (reniflement), tabagisme passif.","Recall"
"Quels sont les facteurs étiologiques de la théorie « ex vacuo » (dysfonctionnement tubaire) chez l’adulte ?","Tumeurs rhinopharyngiennes, rhinosinusite chronique (inflammation du cavum perturbant la trompe d’Eustache).","Recall"
"Quelle est la théorie de l’inflammation dans l’OSM ?","L’OSM fait suite dans 1/3 des cas à une OMA et dans 2/3 des cas à une infection des voies aériennes supérieures.","Recall"
"Quels sont les diagnostics différentiels de l’OSM ?","OMA collectée, OMA congestive, otite chronique séro-muqueuse à tympan ouvert (otorrhée claire par perforation).","Recall"
"Quels sont les cinq buts du traitement de l’OSM ?","1) Évacuation de l’épanchement ; 2) Amélioration de l’audition ; 3) Lutte contre l’inflammation rhinopharyngée ; 4) Reperméabilisation de la trompe auditive ; 5) Prévention des récidives et des complications.","Recall"
"Quels sont les moyens thérapeutiques médicamenteux de l’OSM ?","Antibiotiques (bêtalactamines, macrolides), corticoïdes, aérosols, mucolytiques (carbocystéine).","Recall"
"Quels sont les moyens thérapeutiques chirurgicaux de l’OSM ?","Curetage des végétations adénoïdes, mise en place d’ATT (aérateur transtympanique), paracentèse, réfection des éventuelles fentes.","Recall"
"Quels sont les moyens thérapeutiques non médicamenteux de l’OSM ?","Auto-insufflation (Valsalva), arrêt du reniflement, mouchage, orthophonie, DRP (décongestionnants).","Recall"
"Quelle est l’indication du traitement non chirurgical dans l’OSM de l’enfant de 3 ans ?","Traitement non chirurgical d’abord : corticothérapie + antibiothérapie + mucolytique + mesures non médicales.","Recall"
"Quand doit-on recourir à la chirurgie dans l’OSM de l’enfant de 3 ans ?","En cas de surdité importante, de rétraction du tympan, ou de troubles du langage (orthophonie associée).","Recall"
"Quelle est l’indication de la pose d’aérateur transtympanique (ATT) ?","OSM avec hypoacousie ou modification tympanique (rétraction).","Recall"
"Quelle est l’indication chirurgicale en cas d’OSM récidivante ?","Chirurgie (curetage des VA ± pose d’ATT).","Recall"
"Un enfant de 4 ans présente une hypoacousie, un retard de langage et des épisodes rhinopharyngitiques répétés. L’otoscopie montre un tympan mat avec niveau liquidien. Quel est le diagnostic ?","Otite séro-muqueuse (OSM).","Application"
"Quel examen complémentaire confirme le diagnostic d’OSM et quel aspect retrouve-t-on ?","La tympanométrie, qui montre une courbe plate (tympan immobile) ou un pic décalé vers les pressions négatives.","Analysis"
"Un adulte présente une OSM unilatérale résistante au traitement médical. Quelle étiologie grave doit être systématiquement recherchée ?","Un cancer du rhinopharynx (tumeur du cavum). Le document précise : « OSM adulte : cancer du rhinopharynx ??? » et « fibroscopie nasopharyngée : processus tumoral (cavum) ».","Analysis"
"Pourquoi l’OSM chez l’enfant peut-elle entraîner des troubles scolaires ?","Parce que l’hypoacousie de transmission (20-40 dB) peut passer inaperçue mais affecte l’acquisition du langage et la compréhension scolaire, avec risque de retard scolaire et troubles du comportement.","Understanding"
"Quelle est la séquence évolutive menant de l’OSM au cholestéatome ?","OSM non traitée ou mal prise en charge → modifications tympaniques → poche de rétraction (lésion pré-cholestéatomateuse) → cholestéatome.","Understanding"
