question,answer,explanation,difficulty
"L’OSM est un processus inflammatoire de l’oreille moyenne évoluant depuis plus de 3 mois à tympan fermé.",True,"Le document indique : processus inflammatoire de l’oreille moyenne > 3 mois à tympan fermé + collection liquidienne.","Easy"
"L’OSM touche principalement les enfants de 3 à 8 ans.",True,"Le document précise : Fréquente : enfant 3-8 ans (50%).","Easy"
"L’OSM est rare chez l’adulte.",True,"Le document indique : rare chez l’adulte.","Easy"
"L’OSM n’a aucun impact sur le langage de l’enfant.",False,"Le document précise : Grave : affecte l’avenir otologique ; le langage.","Easy"
"L’hypoacousie de l’OSM est souvent la première manifestation chez l’enfant.",True,"Le document indique : Hypoacousie : enfant parfois isolé, retard du langage, trouble scolaire.","Easy"
"L’OSM chez l’enfant est généralement unilatérale.",False,"Le document précise : Bilatérale ++","Easy"
"À l’otoscopie, le tympan de l’OSM est perforé.",False,"Le document indique : Tympan non perforé.","Easy"
"Le tympan de l’OSM est mate (opaque) avec disparition du triangle lumineux.",True,"Le document décrit : Tympan non perforé, Mate (membrane opaque, disparition de la semi-transparente, du triangle lumineux).","Easy"
"Les reliefs ossiculaires sont respectés mais hypervascularisés dans l’OSM.",True,"Le document précise : Reliefs ossiculaire respectés mais hypervascularisé (par opposition à l’OMA).","Easy"
"La tympanométrie est l’examen clé du diagnostic de l’OSM.",True,"Le document indique : Tympanométrie : clé du diagnostic.","Easy"
"La courbe plate en tympanométrie indique un tympan normal.",False,"Le document précise : Courbe plate : tympan immobile sous l’effet de la pression du liquide (ce que l’on retrouve dans l’OSM).","Easy"
"La radiographie du cavum en incidence de profil recherche une hypertrophie des VA.",True,"Le document mentionne : Radiographie du cavum en incidence de profil pour l’étiologie.","Medium"
"La poche de rétraction est une lésion pré-cholestéatomateuse.",True,"Le document indique : Poche de rétraction : lésion pré-cholestéatomateuse.","Medium"
"La théorie ex vacuo de l’OSM repose sur un dysfonctionnement de la trompe auditive.",True,"Le document décrit : Théorie ex vacuo (dysfonctionnement tubaire) : Trompe auditive : rôle d’équipression et drainage.","Medium"
"Le tabagisme passif est un facteur étiologique de l’OSM chez l’enfant.",True,"Le document cite : tabagisme passif comme étiologie chez l’enfant.","Medium"
"Le reniflement est une mauvaise habitude contribuant à l’OSM.",True,"Le document mentionne : mauvaise habitude (reniflement).","Medium"
"La fente vélaire est une malformation favorisant l’OSM.",True,"Le document cite : malformations (fente vélaire, fente vélo-palatine).","Medium"
"L’OSM chez l’adulte est sans gravité et ne nécessite pas d’investigation.",False,"Le document précise : OSM adulte : cancer du rhinopharynx ???, nécessite fibroscopie et imagerie.","Medium"
"L’auto-insufflation (Valsalva) est un traitement non médicamenteux de l’OSM.",True,"Le document cite : Non médicamenteux : auto-insufflation (valsalva).","Medium"
"Les corticoïdes font partie du traitement médicamenteux de l’OSM.",True,"Le document mentionne : Corticoïdes dans les moyens médicamenteux.","Medium"
"Le traitement chirurgical de l’OSM repose sur la pose d’aérateurs transtympaniques.",True,"Le document indique : mise en place d’ATT (aérateur transtympanique).","Medium"
"L’orthophonie est indiquée en cas de troubles du langage liés à l’OSM.",True,"Le document précise : Troubles du langage : orthophonie.","Medium"
"L’évolution spontanée de l’OSM est défavorable dans plus de 50% des cas.",False,"Le document indique : Evolution spontanée : Favorable > 50%.","Medium"
"L’OSM peut évoluer vers un cholestéatome.",True,"Le document cite : Séquelles tympano-ossiculaire : cholestéatome.","Medium"
"La tympanométrie en Tour Eiffel correspond à un tympan trop épais.",False,"Le document précise : En Tour Eiffel : tympan trop mince : tympan flaccide.","Medium"
"L’aérateur transtympanique est posé pour drainer le liquide rétrotympanique.",True,"Le document indique : ATT (aérateur transtympanique pour drainer le liquide rétrotympanique).","Medium"
"L’OSM avant 1 an se manifeste par des otites à répétition.",True,"Le document précise : OSM avant un an : Otites à répétition.","Medium"
"Le tympan bleuâtre dans l’OSM est dû à la présence d’hémosidérine.",True,"Le document mentionne : Tympan bleuâtre : présence d’hémosidérine (fer dans la sécrétion).","Medium"
"Le traitement de l’OSM chez l’enfant de 3 ans est d’abord chirurgical.",False,"Le document indique : Traitement non chirurgical d’abord.","Medium"
"L’OSM est une pathologie exclusivement infectieuse.",False,"Le document mentionne des causes mécaniques (dysfonctionnement tubaire) et inflammatoires.","Medium"
