"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition du développement somatique selon le document ?","Ensemble des phénomènes psychologiques","Ensemble des phénomènes physiques qui contribuent à la croissance","Ensemble des acquisitions cognitives","Ensemble des capacités motrices","2","Le document : 'Définition : Ensemble des phénomènes physiques qui contribuent à la croissance'.","Easy"
"À quel âge le poids de l'enfant est-il égal au triple du poids de naissance ?","5 mois","12 mois","2 ans","3 ans","2","Le document : 'A 12 mois : P = PN x 3'.","Easy"
"Quelle est la taille moyenne d'un nouveau-né à terme ?","45 cm","50 cm","55 cm","60 cm","2","Le document : 'Nouveau-né à terme : Tn=50cm'.","Easy"
"Quelle est la taille moyenne à 12 mois ?","65 cm","70 cm","75 cm","80 cm","3","Le document : '12 mois : 75'.","Easy"
"Quel est le périmètre crânien moyen d'un nouveau-né à terme ?","32 cm","35 cm","38 cm","40 cm","2","Le document : 'Nouveau-né à terme : PC =35'.","Easy"
"Quelle est la formule du périmètre crânien jusqu'à 12 mois ?","T/2+5","T/2+10","T/2+15","T/2+20","2","Le document : 'Jusqu'à 12 mois : T/2+10'.","Easy"
"Quelle est la valeur normale de l'IMC (indice de Quetelet) ?","15-20","18-24","20-25","22-28","2","Le document : 'Indice de QUETELET : IMC (Kg/m2) = P/T2 (M2) normal : 18-24'.","Easy"
"Quelle est la fermeture normale de la fontanelle antérieure ?","Entre 6 et 12 mois","Entre 12 et 15 mois","Entre 15 et 18 mois","Entre 18 et 24 mois","3","Le document : 'Ant : losange 3cm, fermeture entre 15-18, anomalie si dépasse 24 mois'.","Easy"
"Quel est le rythme de surveillance de la croissance jusqu'à 6 mois ?","Hebdomadaire","Mensuel","Trimestriel","Semestriel","2","Le document : 'Jusqu'à 6 mois : Mensuel : 1er certificat de santé à J8'.","Easy"
"Quel est le périmètre thoracique à la naissance ?","Environ 30 cm","Environ 32 cm","Environ 35 cm","Environ 38 cm","2","Le document : 'Naissance : PTPC ; environ 32 cm'.","Medium"
"À quel âge le périmètre thoracique égale-t-il le périmètre crânien ?","6 mois","9 mois","12 mois","18 mois","1","Le document : '6 mois : PT = PC'.","Medium"
"Quel est l'ordre d'apparition des dents temporaires ?","Incisives, canines, molaires","Incisives, premières molaires, canines, deuxièmes molaires","Molaires, incisives, canines","Canines, incisives, molaires","2","Le document : '8 incisives, 4 premières molaires, 4 Canines, 4 deuxièmes molaires'.","Medium"
"Quel est le gain de taille annuel entre 5 et 12 ans ?","2-3 cm","5-6 cm","7-8 cm","9-10 cm","2","Le document : '5-12 ans : Gain de 5 à 6 cm par an'.","Medium"
"Quel est le gain de poids annuel entre 2 ans et la puberté ?","1 kg","2 kg","3 kg","4 kg","2","Le document : 'De 2 ans à la puberté : Gain de 2kg par an environ'.","Medium"
"Quel est le périmètre crânien à 2 ans ?","46 cm","47 cm","48 cm","49 cm","3","Le document : '2 ans : 48'.","Medium"
"Quelle est la principale hormone de croissance mentionnée et quand est-elle sécrétée ?","Hormone thyroïdienne, en journée","Hormone de croissance, pendant le sommeil profond","Cortisol, le matin","Testostérone, à la puberté","2","Le document le précise.","Medium"
"Quel est l'âge osseux mesuré par ?","Échographie","Radiographie","IRM","Scanner","2","Le document : 'Mesure de la maturation osseuse : radiographie : âge osseux'.","Medium"
"Quelle est la conséquence d'une fermeture trop précoce de la fontanelle antérieure ?","Rachitisme","Craniosténose","Déshydratation","Hypertension intracrânienne","2","Le document : 'Fermeture trop tôt : craniosténose'.","Medium"
"Un enfant de 4 ans a une taille de 100 cm. Sa taille de naissance était de 50 cm. La taille à 4 ans doit être environ le double de la taille de naissance.","Vrai","Le document : '4 ans : TNx2' (taille naissance x2).","Difficult"
"Un enfant de 18 mois a un périmètre crânien à 46 cm. La fontanelle antérieure est encore ouverte. Est-ce normal ?","Non, car la fontanelle antérieure doit se fermer entre 15 et 18 mois. À 18 mois, c'est encore normal si fermeture imminente, mais le document dit 'anomalie si dépasse 24 mois'.","Difficult"
