"question","answer","explanation","difficulty"
"Quel pourcentage des causes d'insuffisance rénale représentent les néphropathies glomérulaires ?","30 à 40% des causes d'insuffisance rénale.","Le document donne ce chiffre.","Easy"
"Quels sont les signes rénaux ''obligatoirement'' présents dans les syndromes glomérulaires ?","Protéinurie (albumine + gammaglobulines), hématurie (microscopique ou macroscopique sans caillot), HTA, œdèmes, insuffisance rénale.","Le document liste ces signes.","Easy"
"Pourquoi l'hématurie macroscopique d'origine glomérulaire ne forme-t-elle pas de caillots ?","Présence d'urokinase dans le parenchyme rénal, une enzyme thrombolytique naturelle.","Le document l'explique.","Easy"
"Quels sont les 5 grands syndromes glomérulaires selon le document ?","1) Syndrome néphrotique ; 2) Syndrome néphritique aigu ; 3) Syndrome de glomérulonéphrite rapidement progressive (GNRP) ; 4) Syndrome hématurique ; 5) Syndrome de glomérulonéphrite chronique.","Le document liste ces 5 syndromes.","Easy"
"Quels sont les signes, causes et particularités du syndrome néphrotique ?","Signes : protéinurie >3g/24h ou 50mg/kg/24h, albuminémie <30g/l. Causes : LGM, HSF, GEM, amylose. Particularités : œdèmes, thrombose, IRA fonctionnelle.","Le document détaille le syndrome néphrotique.","Medium"
"Quels sont les signes, causes et particularités du syndrome néphritique aigu ?","Signes : brutal, oligurie, hématurie macroscopique, HTA, œdèmes, IRA modéré. Cause : GN proliférative endocapillaire (GNA post-streptococcique). Particularités : surtout enfants après carie/angine, baisse du complément, pas de PBR.","Le document détaille le syndrome néphritique aigu.","Medium"
"Quels sont les signes, causes et particularités du syndrome de GNRP ?","Signes : insuffisance rénale en 2-8 semaines, protéinurie et hématurie, signes extra-rénaux (ORL, pulmonaire, cutané, articulaire). Causes : GN proliférative extracapillaire (Wegener, Goodpasture, PAM). Particularités : urgence, PBR absolument, IR = pronostic.","Le document détaille le syndrome de GNRP.","Medium"
"Quels sont les signes, causes et particularités du syndrome hématurique isolé ?","Signes : hématurie macroscopique ou microscopique récidivante. Causes : néphropathies à IgA, syndrome d'Alport (hématurie + surdité), maladie de Berger, purpura rhumatoïde de l'enfant. Particularité : la plus fréquente.","Le document détaille le syndrome hématurique.","Medium"
"Quels sont les signes et causes du syndrome de glomérulonéphrite chronique ?","Signes : protéinurie, hématurie, HTA, IR chronique. Causes : toute néphropathie glomérulaire (forme pré-terminale). Particularité : insuffisance rénale chronique, à prendre en charge précocement.","Le document détaille le syndrome de glomérulonéphrite chronique.","Medium"
"Quels sont les signes extra-rénaux des syndromes glomérulaires cités dans le document ?","Syndrome général : fièvre, asthénie ; arthralgie/myalgie ; douleurs abdominales ; signes cutanés (éruption, purpura, livedo) ; signes pulmonaires/ORL (dyspnée, hémorragie intra-alvéolaire, sinusite, hémoptysie) ; signes neurologiques ; antécédents personnels/familiaux.","Le document liste ces signes.","Medium"
"Quels sont les 8 examens du bilan immunologique des syndromes glomérulaires ?","1) Immunoélectrophorèse ; 2) Dosage pondéral Ig ; 3) Ac anti-nucléaires/Ac anti-DNA natifs ; 4) Compléments (C3,C4,C1q) ; 5) ANCA ; 6) Ac anti-MBG ; 7) Cryoglobulinémie ; 8) Sérologies (HIV, VHC, VHB, bilharzienne, cysticerquienne, paludéenne).","Le document liste ces examens.","Medium"
"Quelle est la différence entre le syndrome néphritique aigu et le syndrome de GNRP concernant la rapidité d'installation et l'indication de la PBR ?","Syndrome néphritique aigu : brutal, pas de PBR nécessaire. GNRP : insuffisance rénale en 2-8 semaines, PBR absolument nécessaire (urgence).","Le document les distingue.","Difficult"
"Quel est l'intérêt pronostique de la PBR dans le syndrome de GNRP ?","La PBR permet de confirmer le diagnostic, d'évaluer l'activité (croissants) et la chronicité, et de guider le traitement immunosuppresseur. L'IR est le pronostic.","Le document précise : ''IR = pronostic''.","Difficult"
"Un patient a une protéinurie à 4g/24h, une albuminémie à 25g/l, des œdèmes des membres inférieurs. Quel syndrome glomérulaire et quelles sont les 4 causes possibles ?","Syndrome néphrotique. Causes possibles : LGM, HSF, GEM, amylose.","Le document permet ce diagnostic.","Difficult"
"Un enfant de 8 ans présente une hématurie macroscopique, une oligurie, une HTA, des œdèmes 2 semaines après une angine. Quel syndrome et quel diagnostic ?","Syndrome néphritique aigu. Diagnostic : GNA post-streptococcique. Particularité : baisse du complément, pas de PBR nécessaire.","Le document le précise.","Difficult"
"Un patient de 40 ans présente une insuffisance rénale progressive sur 4 semaines, une protéinurie à 2g/24h, une hématurie microscopique, et des signes ORL (sinusite aseptique). Quel syndrome et quel bilan immunologique prioritaire ?","Syndrome de GNRP. Bilan immunologique prioritaire : ANCA (anticorps anti-cytoplasme des PNN) pour rechercher une vascularite (Wegener, PAM).","Le document le précise.","Difficult"
"Un patient a des épisodes récurrents d'hématurie macroscopique post-infectieuse, sans protéinurie significative, sans HTA. Quelle est la cause la plus probable et quel syndrome ?","Syndrome hématurique isolé. Cause la plus probable : néphropathie à IgA (maladie de Berger).","Le document le précise.","Difficult"
"Pourquoi le syndrome de glomérulonéphrite chronique est-il important à prendre en charge précocement ?","Car il s'agit d'une forme pré-terminale évoluant vers l'IRC. Une prise en charge précoce peut ralentir la progression vers l'IRCT.","Le document indique : ''à prendre en charge précocement''.","Difficult"
"Quels sont les trois syndromes où la PBR est indiquée et celui où elle ne l'est pas ?","PBR indiquée : syndrome néphrotique (sauf si cause évidente), syndrome de GNRP (absolument), syndrome hématurique persistant. Pas de PBR : syndrome néphritique aigu typique post-streptococcique.","Le document le précise.","Difficult"
"Quels sont les signes de gravité des syndromes glomérulaires selon le document ?","Insuffisance rénale (aiguë ou chronique), HTA sévère, protéinurie massive, thrombose (syndrome néphrotique), signes extra-rénaux sévères (hémorragie intra-alvéolaire, atteinte neurologique).","Synthèse des éléments du document.","Difficult"
