"question","answer","explanation","difficulty"
"Les néphropathies glomérulaires représentent 30 à 40% des causes d'insuffisance rénale.","True","Le document le confirme.","Easy"
"Le pronostic des néphropathies glomérulaires n'est pas modifiable par un traitement précoce.","False","Le document indique : ''pronostic modifiable si on agit précocement''.","Easy"
"La protéinurie dans les syndromes glomérulaires est majoritairement composée d'albumine et de gammaglobulines.","True","Le document le confirme.","Easy"
"L'hématurie macroscopique d'origine glomérulaire s'accompagne de caillots.","False","Le document précise : ''sans caillot (présence d'urokinase dans le parenchyme rénal : thrombolytique)''.","Easy"
"Le syndrome néphrotique est défini par une protéinurie > 3g/24h et une albuminémie < 30g/l.","True","Le document le confirme.","Easy"
"Le syndrome néphritique aigu est d'installation progressive.","False","Le document précise : ''Brutal''.","Easy"
"La GNA post-streptococcique est la cause principale du syndrome néphritique aigu.","True","Le document le confirme.","Easy"
"Dans le syndrome néphritique aigu, la PBR est absolument nécessaire.","False","Le document indique : ''Pas de PBR''.","Easy"
"Le syndrome de GNRP associe une insuffisance rénale survenant en 2 à 8 semaines.","True","Le document le confirme.","Easy"
"Dans le syndrome de GNRP, la PBR est absolument nécessaire.","True","Le document le confirme.","Easy"
"Le syndrome hématurique isolé est la forme la plus rare des syndromes glomérulaires.","False","Le document indique : ''La plus fréquente''.","Easy"
"Le syndrome d'Alport associe une hématurie et une surdité.","True","Le document le confirme.","Easy"
"Le syndrome de glomérulonéphrite chronique associe protéinurie, hématurie, HTA et IR chronique.","True","Le document le confirme.","Medium"
"Les signes extra-rénaux des syndromes glomérulaires sont obligatoires.","False","Le document précise que les signes rénaux sont ''obligatoirement'' présents, tandis que les signes extra-rénaux sont ''accessoires''.","Medium"
"La maladie de Berger est une cause de syndrome néphrotique.","False","La maladie de Berger est une cause du syndrome hématurique isolé.","Medium"
"Le purpura rhumatoïde de l'enfant est une cause de syndrome hématurique isolé.","True","Le document le confirme.","Medium"
"L'amylose est une cause de syndrome néphrotique.","True","Le document cite l'amylose parmi les causes du syndrome néphrotique.","Medium"
"Dans le syndrome néphrotique, on peut observer une thrombose.","True","Le document mentionne la thrombose comme particularité.","Medium"
"La GN proliférative extracapillaire est la cause du syndrome néphritique aigu.","False","Elle est la cause du syndrome de GNRP.","Difficult"
"Les ANCA sont des anticorps anti-cytoplasme des polynucléaires neutrophiles.","True","Le document le définit.","Difficult"
