question, option1, option2, option3, option4, answer, explanation, difficulty
"Quelle est la durée moyenne de la puberté ?", "2 ans", "3 ans", "4 ans", "5 ans", "3", "Le document : 'Cette période dure environ 4 ans'", "Easy"
"À quel âge débute le développement des seins chez la fille ?", "9-10 ans", "10,5-11 ans", "11-12 ans", "12-13 ans", "2", "Le document : 'La première manifestation de la puberté est le développement des seins à partir de 10,5-11 ans'", "Easy"
"Entre quels âges le développement mammaire est-il considéré comme physiologique chez la fille ?", "6-10 ans", "7-12 ans", "8-13 ans", "9-14 ans", "3", "Le document : 'Ce développement est considéré comme physiologique entre 8 et 13 ans'", "Easy"
"Quel est le stade S1 de Tanner pour le développement mammaire ?", "Petit bourgeon mammaire", "Glande dépasse l'aréole", "Absence de développement mammaire", "Aspect adulte", "3", "Le document : 'S1 : absence de développement mammaire'", "Easy"
"Quel est le stade S2 de Tanner pour le développement mammaire ?", "Absence de développement", "Petit bourgeon mammaire avec élargissement de l'aréole", "Développement maximum du sein", "Aspect adulte", "2", "Le document : 'S2 : petit bourgeon mammaire avec élargissement de l'aréole'", "Easy"
"Quel est le stade S5 de Tanner pour le développement mammaire ?", "Développement maximum du sein", "Saillie de l'aréole", "Aspect adulte avec disparition de la saillie de l'aréole", "Glande dépasse l'aréole", "3", "Le document : 'S5 : aspect adulte. Disparition de la saillie de l'aréole'", "Easy"
"À quel âge apparaissent les premières règles (ménarche) en moyenne ?", "11 ans", "12 ans", "13 ans", "14 ans", "3", "Le document : 'Les règles : apparaissent autour de 13 ans'", "Easy"
"Combien de temps après l'apparition des premiers signes pubertaires surviennent les premières règles ?", "1-1,5 ans", "2-2,5 ans", "3-3,5 ans", "4 ans", "2", "Le document : '2-2,5 ans après l'apparition des premiers signes pubertaires'", "Easy"
"Entre quels âges la survenue des premières règles est-elle physiologique ?", "8-13 ans", "9-14 ans", "10-15 ans", "11-16 ans", "3", "Le document : 'Leur survenue est physiologique entre 10-15 ans'", "Easy"
"Quel est le premier signe de puberté chez le garçon ?", "Apparition de la pilosité pubienne", "Augmentation du volume testiculaire", "Modification de la voix", "Gynécomastie", "2", "Le document : 'Le premier signe de puberté est l'augmentation de volume testiculaire vers l'âge de 11,5 ans'", "Easy"
"À partir de quel volume testiculaire parle-t-on de début de puberté chez le garçon ?", "2 ml", "3 ml", "> 4 ml", "5 ml", "3", "Le document : 'Le volume testiculaire devient > 4ml'", "Easy"
"Quelle est la vitesse de croissance chez la fille pendant la puberté ?", "5 cm/an", "7 cm/an", "8 cm/an", "10 cm/an", "3", "Le document : 'La vitesse de croissance passe de 5cm/an avant la puberté à 8cm/an vers l'âge de 12 ans'", "Easy"
"Quelle est la vitesse de croissance chez le garçon pendant la puberté ?", "8 cm/an", "9 cm/an", "10 cm/an", "12 cm/an", "3", "Le document : 'La vitesse de croissance passe de 5 cm/an avant la puberté à 10cm/an vers l'âge de 14 ans'", "Easy"
"Quelle est la croissance pubertaire totale moyenne chez la fille ?", "15-18 cm", "18-20 cm", "23-25 cm", "25-28 cm", "3", "Le document : 'La croissance pubertaire totale moyenne est de 23-25 cm'", "Easy"
"Quelle est la croissance pubertaire totale moyenne chez le garçon ?", "20-23 cm", "23-25 cm", "25-28 cm", "28-30 cm", "3", "Le document : 'La croissance pubertaire totale moyenne est de 25-28cm'", "Easy"
"À quel âge la taille finale est-elle atteinte chez le garçon ?", "16 ans", "17 ans", "18 ans", "19 ans", "3", "Le document : 'La taille finale est atteinte autour de 18 ans'", "Easy"
"À quel âge la taille finale est-elle atteinte chez la fille ?", "14 ans", "15 ans", "16 ans", "17 ans", "3", "Le document : 'Arrêt à 16 ans'", "Easy"
"Quel stade de pilosité pubienne correspond à l'absence de pilosité ?", "P1", "P2", "P3", "P4", "1", "Le document : 'P1 : absence de pilosité'", "Easy"
"Quel stade de pilosité pubienne correspond à quelques poils longs sur le pubis ?", "P1", "P2", "P3", "P4", "2", "Le document : 'P2 : quelques poils longs sur le pubis'", "Easy"
"Quel stade de Tanner pour les organes génitaux externes du garçon correspond à un volume testiculaire de 4 à 6 ml ?", "G1", "G2", "G3", "G4", "2", "Le document : 'G2 : augmentation du volume testiculaire de 4 à 6ml'", "Easy"
"Quel est le pourcentage de garçons présentant une gynécomastie bilatérale en milieu de puberté ?", "10-20%", "20-30%", "30-65%", "50-70%", "3", "Le document : 'Gynécomastie bilatérale : Chez 30 à 65% des garçons'", "Easy"
"Quel est le premier signe pubertaire chez la fille ?", "Pilosité pubienne", "Développement des seins", "Poussée de croissance", "Ménarche", "2", "Le document : 'La première manifestation de la puberté est le développement des seins'", "Easy"
"Quel est le premier signe pubertaire chez le garçon ?", "Pilosité pubienne", "Gynécomastie", "Augmentation du volume testiculaire", "Modification de la voix", "3", "Le document : 'Le premier signe de puberté est l'augmentation de volume testiculaire'", "Easy"
"À partir de quel âge l'augmentation du volume testiculaire est-elle physiologique chez le garçon ?", "8-12 ans", "9,5-14 ans", "10-15 ans", "11-16 ans", "2", "Le document : 'Elle est physiologique entre 9,5 ans et 14 ans'", "Easy"
"Quel est l'aspect de la vulve à la puberté ?", "Horizontalisation", "Verticalisation", "Atrophie", "Hypoplasie", "1", "Le document : 'La vulve : se modifie (Horizontalisation (d'avant en arrière))'", "Medium"
"Combien de temps après les premières règles les cycles deviennent-ils ovulatoires ?", "6-12 mois", "12-18 mois", "18-24 mois", "24-30 mois", "3", "Le document : 'Les cycles : deviennent ovulatoires 18-24 mois après les premières règles'", "Medium"
"Quel est le volume testiculaire au stade G5 de Tanner ?", "6-12 ml", "12-16 ml", "> 16 ml (morphologie adulte)", "4-6 ml", "3", "Le document : 'G5 : morphologie adulte'", "Medium"
"Quel est le stade S4 de Tanner pour le développement mammaire ?", "Petit bourgeon mammaire", "Glande dépasse l'aréole", "Développement maximum du sein avec saillie de l'aréole", "Aspect adulte", "3", "Le document : 'S4 : développement maximum du sein (apparition d'un sillon sous-mammaire). Saillie de l'aréole et du mamelon sur la glande'", "Medium"
"Quel est le stade P4 de Tanner pour la pilosité pubienne ?", "Quelques poils longs", "Pilosité au-dessus de la symphyse", "Pilosité pubienne fournie", "Extension à la racine des cuisses", "3", "Le document : 'P4 : pilosité pubienne fournie'", "Medium"
"Quel est le stade P5 de Tanner pour la pilosité pubienne chez le garçon ?", "Pilosité fournie", "La pilosité s'étend à la racine de la cuisse et s'allonge vers l'ombilic", "Quelques poils", "Absence de pilosité", "2", "Le document : 'P5 : la pilosité s'étend à la racine de la cuisse et s'allonge vers l'ombilic chez le garçon'", "Medium"
