"front","back","cognitive_level"
"Quelle est la définition d’une hémorragie du 3ème trimestre de la grossesse ?","Toute hémorragie d’origine endo-utérine survenant au cours du troisième trimestre de la grossesse (28-41 semaines d’aménorrhée).","Recall"
"Pourquoi les hémorragies du 3ème trimestre sont-elles toujours graves ?","En raison de la morbidité et mortalité materno-fœtales élevées. Elles nécessitent la recherche d’une urgence obstétricale.","Recall"
"Quelles informations personnelles sont essentielles à recueillir à l’interrogatoire ?","État-civil (âge ++), âge de la grossesse (DDR ou mieux DG par échographie), consultations prénatales effectuées, groupe sanguin, rhésus, RAI.","Recall"
"Quelles sont les caractéristiques du saignement à préciser à l’interrogatoire ?","Couleur (rosée/rouge vif, présence de caillots, foncée/noirâtre), abondance (variable, non corrélée à la gravité), signes accompagnateurs (douleurs, contractions, état de choc, signes d’anémie, perte des MAF), mode de survenue, facteurs favorisants, évolution.","Recall"
"Citez cinq facteurs favorisants ou déclenchants d’une hémorragie du 3ème trimestre.","Toilette intime trop poussée, rapports sexuels, toucher vaginal, traumatisme (choc sur le ventre, rapport sexuel traumatisant).","Recall"
"Quels antécédents gynéco-obstétricaux sont importants à rechercher ?","Gestité, parité, avortements (notion de curetage utérin), mode d’accouchement antérieur, intervention chirurgicale sur l’utérus ou annexes.","Recall"
"Quels signes généraux recherche-t-on à l’examen physique ?","TA, FC, T°, FR, pâleur cutanéomuqueuse, état de conscience – recherche de signes de choc.","Recall"
"Quel est le premier geste d’examen en cas d’hémorragie du 3ème trimestre et pourquoi ?","Le spéculum, car il permet de confirmer l’origine endovaginale du saignement (le différencier d’une hématurie, etc.) et d’en préciser les caractéristiques.","Application"
"Quel signe clinique ne doit absolument pas être recherché au toucher vaginal ?","Le matelas placentaire (signe de placenta praevia) – ne pas rechercher.","Recall"
"Quels sont les trois examens paracliniques à prescrire en urgence ?","1) Cardiotocographie (monitoring). 2) Biologie : groupe sanguin, rhésus, ABO, RAI, NFS, plaquettes, Hb, bilan de coagulation. 3) Échographie obstétricale.","Recall"
"Que recherche-t-on spécifiquement au niveau du placenta à l’échographie ?","Localisation (anomalie ?) et décollement placentaire, car le saignement au 3ème trimestre est toujours en relation avec le placenta.","Recall"
"Citez quatre diagnostics différentiels d’une hémorragie du 3ème trimestre (saignement non endo-utérin).","1) Saignement cervico-vaginal (cervicite, cancer du col, polype, lésions traumatiques, vaginite). 2) Saignement urinaire (hématurie). 3) Saignement digestif (rectorragie, méléna, hémorroïdes).","Recall"
"Qu’est-ce qu’un hématome rétro-placentaire (HRP ou DPPNI) ?","Décollement prématuré du placenta normalement inséré avec constitution d’un hématome entre l’utérus et le placenta.","Recall"
"Quelles sont les conséquences de l’HRP ?","1) Hémorragie maternelle importante. 2) Souffrance fœtale aiguë (gêne des échanges fœto-maternels).","Recall"
"Citez trois facteurs étiologiques de l’HRP.","1) HTA gravidique / prééclampsie. 2) Troubles de la coagulation. 3) Traumatisme.","Recall"
"Quels sont les signes cliniques de l’HRP ?","Saignement noirâtre de faible/moyenne abondance (non corrélé à la gravité), état général très altéré avec début de choc (tachycardie, pouls filant, HTA), utérus contracturé (utérus de bois), perte des MAF avec BDCF inaudible.","Recall"
"Quelles sont les deux complications majeures de l’HRP ?","1) Hémorragie grave (sang noirâtre ne coagulant pas). 2) Coagulopathie de consommation (CIVD) dès 500g de caillot. 3) MFIU (mort fœtale in utero).","Recall"
"Qu’est-ce qu’un placenta praevia ?","Insertion basse du placenta au niveau du segment inférieur (partie basse de l’utérus) pendant le 3ème trimestre.","Recall"
"Quel est le mécanisme de l’hémorragie dans le placenta praevia ?","Au moindre contraction ou irritation : cisaillement ou décollement du placenta.","Recall"
"Citez quatre facteurs favorisant le placenta praevia.","1) Altération de l’endomètre (âge, multiparité, cicatrice utérine – césarienne/myomectomie, curetage itératifs). 2) Âge. 3) Parité. 4) Infections génitales hautes, tuberculose génitale.","Recall"
"Quels sont les signes cliniques du placenta praevia ?","Saignement rouge vif de quantité variable avec caillots, état général variable (conservé ou choc/anémie selon gravité), utérus souple (pas de douleur), MAF et BCF conservés.","Recall"
"Quel est le traitement du placenta praevia ?","Hospitalisation en milieu obstétrical et césarienne en urgence.","Recall"
"Qu’est-ce qu’une rupture utérine ?","Solution de continuité non chirurgicale de l’utérus pendant la grossesse ou le travail.","Recall"
"Quelles sont les deux grandes catégories étiologiques de la rupture utérine ?","1) Rupture sur utérus sain (travail prolongé, disproportion fœto-pelvienne, dystocies mécaniques). 2) Rupture sur utérus cicatriciel (césarienne, myomectomie).","Recall"
"Qu’est-ce que l’insertion vélamenteuse du cordon ombilical et sa complication hémorragique ?","Insertion du cordon à la périphérie du placenta réalisant une ramification sur les membranes. La rupture des membranes peut entraîner une rupture des vaisseaux : hémorragie de Benkiser – sang rouge abondant coagulé, sans contraction, EG conservé mais souffrance fœtale extrême car c’est le fœtus qui saigne (rupture des 2 artères ombilicales).","Recall"
"Quelle est la particularité de l’hémorragie de Benkiser concernant l’origine du saignement ?","C’est le fœtus qui saigne (rupture des 2 artères ombilicales) – mortalité fœtale importante.","Recall"
"Quelle est la conduite à tenir en urgence devant une hémorragie du 3ème trimestre ?","URGENCE OBSTÉTRICALE EXTRÊME – référer la patiente en milieu hospitalier obstétrical. La césarienne est presque toujours indiquée.","Application"
"Quelle prévention doit systématiquement être faite en cas d’hémorragie du 3ème trimestre ?","Prévention de l’iso-immunisation fœto-maternelle (injection d’immunoglobulines anti-D chez la femme Rh négatif).","Recall"
