"question","answer","explanation","difficulty"
"Quel est le type histologique prédominant du cancer du rectum ?","Adénocarcinome Lieberkhünien.","Le document : 'Adénocarcinome Lieberkhünien +++'","Easy"
"Quels sont les deux examens clés pour le diagnostic du cancer du rectum ?","Le toucher rectal (diagnostic, pronostic) et la rectoscopie avec biopsies.","Le document : 'Toucher rectal +++' et 'Rectoscopie +++'","Easy"
"Quels sont les signes de rectite associés au cancer du rectum ?","Épreinte, ténesme, faux besoins, selles muco-purulentes ou muco-sanguinolentes, fausses diarrhées.","Le document : 'syndrome rectal (épreinte, ténesme, faux besoins), évacuations anormales (selles muco-purulentes, muco-sanguinolentes, fausses diarrhée)'","Easy"
"Quelle est la particularité anatomique du bas et moyen rectum par rapport à la séreuse ?","Ils sont dépourvus de séreuse.","Le document : 'Bas et moyen rectum : dépourvus de séreuse'","Easy"
"Qu’est-ce que le mésorectum et jusqu’où s’arrête-t-il ?","Le mésorectum est la graisse et les tissus cellulo-lymphatiques entourant le rectum. Il s’arrête à 2-3 cm de la jonction entre le rectum et le canal anal.","Le document : 'Mésorectum : graisse et tissus cellulo-lymphatiques entourant le rectum, s’arrête à 2-3cm de la jonction entre le rectum et le canal anal'","Medium"
"Quelles sont les trois chaînes lymphatiques du cancer du rectum ?","Chaîne mésentérique inférieure, chaîne hémorroïdale supérieure (pour haut rectum), chaîne hémorroïdale moyenne (pour bas rectum).","Le document : 'Chaîne mésentérique inférieure (cancer du haut rectum) ; Chaîne hémorroïdale supérieure (haut rectum) ; Chaîne hémorroïdale moyenne (bas rectum)'","Medium"
"Quelles sont les informations obtenues par le toucher rectal ?","Présence de sang sur le doigtier, caractéristiques de la lésion (mobilité, localisation avec notion que l’antérieur est de plus mauvais pronostic, distance du pôle inférieur par rapport à la marge anale), tonicité du sphincter.","Le document donne ces éléments.","Medium"
"Quels examens d’imagerie sont utilisés pour l’évaluation du cancer du rectum ?","Écho-endoscopie (évaluation de l’infiltration pariétale et ganglionnaire, degré d’infiltration de la sous-muqueuse pour T1), IRM pelvienne (indispensable pour T3-T4, infiltration du mésorectum, marge latérale).","Le document détaille ces deux examens.","Medium"
"Quelle est la classification TNM pour T (de T0 à T4) ?","T0 : absence de tumeur ; Tis : in situ ; T1 : sous-muqueuse ; T2 : musculeuse ; T3 : séreuse ; T4 : cavité péritonéale ou organes de voisinage.","Le document donne cette classification.","Medium"
"Quelle est la classification TNM pour N (N0 à N3) ?","N0 : absence ; N1 : 1-3 ganglions proximaux ; N2 : 4 ganglions ou plus ; N3 : ganglions centraux envahis (tronc vasculaire).","Le document donne cette classification.","Medium"
"Quel est le traitement chirurgical pour une tumeur T1 du rectum ?","Exérèse tumorale transanale ou endoscopique.","Le document : 'T1 : exérèse tumorale transanale ou endoscopique'","Easy"
"Quel est le traitement pour une tumeur du haut rectum ?","Colo-proctectomie (résection antérieure) + anastomose colo-rectale, avec marge de 5 cm, enlevant le mésorectum. Chimiothérapie adjuvante si N+ ou emboles ou R1.","Le document : 'Haut rectum : Colo-proctectomie (résection antérieure) + anastomose colo-rectale'","Medium"
"Quel est le traitement pour une tumeur du 1/3 moyen ou inférieur à plus de 1 cm du sphincter ?","Radiothérapie préopératoire (45 Gray, 6 semaines), puis proctectomie + anastomose colo-rectale (1/3 moyen) ou colo-anale (1/3 inférieur) + iléostomie de protection, marge au moins 1 cm. Chimiothérapie adjuvante si N+ ou emboles ou R1.","Le document détaille cette prise en charge.","Medium"
"Quel est le traitement pour une tumeur à moins de 1 cm du sphincter ?","Amputation abdomino-périnéale (suppression du rectum et de l’anus) + colostomie définitive, puis chimiothérapie adjuvante si N+ ou emboles ou R1.","Le document : 'À moins de 1 cm du sphincter : Amputation abdomino-périnéale + colostomie définitive'","Medium"
"Quel est le traitement palliatif d’une tumeur non résécable symptomatique ?","Colostomie + chimiothérapie.","Le document : 'Tumeur symptomatique : Colostomie + chimiothérapie'","Medium"
