"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le type histologique le plus fréquent du cancer du rectum ?","Adénocarcinome Lieberkhünien","Carcinome épidermoïde","Lymphome","Sarcome","1","Le document : 'Adénocarcinome Lieberkhünien +++'","Easy"
"Quel est l’âge moyen du cancer du rectum ?","60 ans","65 ans","70 ans","75 ans","3","Le document : 'Age moyen : 70 ans'","Easy"
"Quel est le sex-ratio du cancer du rectum ?","Prédominance masculine nette","Légère prédominance féminine (1,5)","Égal","Exclusivement féminin","2","Le document : 'sex-ratio = 1,5 (légère prédominance féminine)'","Easy"
"Quel est le signe d’appel le plus fréquent du cancer du rectum ?","Douleur abdominale","Rectorragie (75%)","Ténesme","Fausses diarrhées","2","Le document : 'Rectorragie +++ (75%)'","Easy"
"Quel examen clinique est le plus important pour le diagnostic et le pronostic ?","Rectoscopie","Toucher rectal +++","Coloscopie","IRM","2","Le document : 'Toucher rectal +++ (diagnostic, pronostic)'","Easy"
"Quelle est la localisation la plus fréquente du cancer du rectum ?","1/3 supérieur","Ampoule rectale (75%)","1/3 inférieur","Canal anal","2","Le document : 'Siège : Ampoule rectale : 75%'","Easy"
"Quelle forme macroscopique est fréquente dans le cancer du rectum ?","Bourgeonnante","Ulcérée","Sténosante : fréquente","Polypoïde","3","Le document : 'Sténosante : fréquente'","Easy"
"Quel examen est indispensable pour les tumeurs T3 ou T4 du rectum ?","Scanner","IRM pelvienne","Échoendoscopie","Rectoscopie au tube rigide","2","Le document : 'IRM pelvienne : indispensable pour les tumeurs T3 ou T4'","Easy"
"Selon la classification TNM, que signifie T1 ?","Envahissant la sous-muqueuse","Atteinte de la musculeuse","Atteinte de la séreuse","Envahissement des organes voisins","1","Le document : 'T1 : envahissant la sous-muqueuse'","Easy"
"Quelle est la définition de N2 dans le cancer du rectum ?","1-3 ganglions proximaux envahis","4 ganglions ou plus","Ganglions centraux envahis","Absence de ganglion","2","Le document : 'N2 : 4' (implicitement 4 ou plus)","Easy"
"Quel traitement est indiqué pour une tumeur T1 du rectum ?","Amputation abdomino-périnéale","Exérèse tumorale transanale ou endoscopique","Proctectomie + colostomie","Radiothérapie seule","2","Le document : 'T1 : exérèse tumorale transanale ou endoscopique'","Easy"
"Quel traitement est indiqué pour une tumeur située à moins de 1 cm du sphincter anal ?","Proctectomie + anastomose","Amputation abdomino-périnéale + colostomie définitive","Résection transanale","Radiothérapie exclusive","2","Le document : 'À moins de 1 cm du sphincter : Amputation abdomino-périnéale (on supprime le rectum et anus) + colostomie définitive'","Easy"
"Quelle est la survie globale à 5 ans du cancer du rectum ?","30%","40%","50%","60%","3","Le document : 'Survie globale à 5 ans : 50%'","Easy"
"Quelle est la survie à 5 ans pour le stade I ?","80%","60%","50%","40%","1","Le document : 'Stade I : 80%'","Easy"
"Quelle est la mortalité globale de la chirurgie du cancer du rectum ?","1%","5%","10%","15%","2","Le document : 'Mortalité globale : 5%'","Easy"
"Quel est le pourcentage d’incontinence anale post-opératoire ?","5%","10%","15%","20%","2","Le document : 'Incontinence anale : 10%'","Easy"
"Quel examen de surveillance est recommandé tous les 6 mois pendant 3 ans puis tous les ans ?","Coloscopie","Écho-endoscopie","Scanner TAP","Dosage ACE","2","Le document : 'Echo-endoscopie tous les 6 mois pendant 3 ans puis tous les ans'","Easy"
"Quelle est la fréquence de la rectocolonoscopie de surveillance après traitement ?","Tous les ans","6 mois, 1 an, 3 ans puis tous les 5 ans","Tous les 2 ans","Une seule fois à 5 ans","2","Le document : 'Rectocolonoscopie à 6 mois, à 1 an, 3 ans puis tous les 5 ans'","Easy"
"Quel est le siège de moins bon pronostic ?","Haut rectum","Ampoule rectale","À proximité du canal anal","1/3 supérieur","3","Le document : 'Siège à proximité du canal anal : mauvais pronostic'","Easy"
"Quelle est la mortalité de la résection transanale ?","5%","1%","Nulle","10%","3","Le document : 'Résection transanale : mortalité nulle'","Easy"
"Quel examen permet d’apprécier la distance entre le pôle inférieur de la tumeur et le sphincter pour les tumeurs non palpables ?","IRM","Rectoscopie au tube rigide","Échoendoscopie","Scanner","2","Le document : 'Rectoscopie au tube rigide pour les tumeurs non palpables au TR. Permet d’apprécier précisément la distance'","Medium"
"Quelle est la particularité du bas et moyen rectum concernant la tunique ?","Présence de séreuse","Dépourvus de séreuse","Double couche musculaire","Présence de mésorectum épais","2","Le document : 'Bas et moyen rectum : dépourvus de séreuse'","Medium"
"Quelles sont les chaînes lymphatiques du cancer du haut rectum ?","Chaîne hémorroïdale moyenne","Chaîne mésentérique inférieure et hémorroïdale supérieure","Chaîne iliaque","Chaîne para-aortique","2","Le document : 'Par voie lymphatique : Chaîne mésentérique inférieure (cancer du haut rectum) ; Chaîne hémorroïdale supérieure (haut rectum)'","Medium"
"Quels sont les signes de rectite associés au cancer du rectum ?","Douleur abdominale et occlusion","Épreinte, ténesme, faux besoins, selles muco-purulentes","Hématémèse, mélæna","Dysphagie, vomissements","2","Le document : 'signes de rectite : syndrome rectal (épreinte, ténesme, faux besoins), évacuations anormales (selles muco-purulentes, muco-sanguinolentes)'","Medium"
"Quelles sont les trois caractéristiques de la lésion au toucher rectal ?","Mobilité, localisation, distance du pôle inférieur par rapport à la marge anale","Taille, consistance, température","Couleur, aspect, douleur","Induration, ulcération, saignement","1","Le document : 'Caractéristiques de la lésion (mobilité, localisation, distance du pôle inférieur par rapport à la marge anale)'","Medium"
"Quelle est la localisation de moins bon pronostic au toucher rectal ?","Postérieur","Antérieur","Latéral","Indifférent","2","Le document : 'antérieur : de plus mauvais pronostic'","Medium"
"Quelle est l’indication de la radiothérapie préopératoire ?","Tumeurs T1","Tumeurs du 1/3 moyen et inférieur à plus de 1 cm du sphincter","Tumeurs du haut rectum","Amputation abdomino-périnéale","2","Le document : '1/3 moyen et 1/3 inférieur à plus de 1cm du sphincter anal : Radiothérapie préopératoire (45 Gray, 6 semaines avant la chirurgie)'","Medium"
"Quelle est la marge chirurgicale recommandée pour une résection antérieure du haut rectum ?","1 cm","5 cm haut et bas","2 cm","Sans marge","2","Le document : 'Chir: marge 5cm haut et bas'","Medium"
"Quelle est la marge minimale pour les tumeurs du 1/3 moyen/inférieur à plus de 1cm du sphincter ?","5 cm","2 cm","Au moins 1 cm","Aucune marge","3","Le document : 'marge au moins 1cm, car il n’y a plus de méso en bas'","Medium"
"Quelle est l’iléostomie associée dans la proctectomie pour tumeur du 1/3 moyen/inférieur ?","Iléostomie définitive","Iléostomie de protection","Colostomie définitive","Aucune stomie","2","Le document : '+ iléostomie de protection'","Medium"
"Quel est le traitement d’une tumeur non résécable symptomatique (douleur, infection, occlusion) chez un patient opérable ?","Chimiothérapie seule","Colostomie + chimiothérapie","Radiothérapie exclusive","Soins palliatifs","2","Le document : 'Tumeur symptomatique : Colostomie + chimiothérapie'","Medium"
"Quelle est la complication post-opératoire fréquente après chirurgie du rectum ?","Fistule anastomotique, sténose anastomotique, incontinence anale (10%), troubles génito-urinaires, récidives","Hémorragie massive","Thrombose veineuse","Infection urinaire","1","Le document liste ces complications.","Medium"
"Quel est le taux de survie pour les stades II-III ?","80%","40-60%","20-30%","70%","2","Le document : 'Stade II-III : 40 - 60%'","Medium"
"Qu’est-ce que le mésorectum ?","Graisse et tissus cellulo-lymphatiques entourant le rectum","La musculeuse rectale","La séreuse rectale","Le ligament suspenseur","1","Le document : 'Mésorectum : graisse et tissus cellulo-lymphatiques entourant le rectum'","Difficult"
"Jusqu’où s’arrête le mésorectum ?","Jusqu’au canal anal","À 2-3 cm de la jonction rectum-canal anal","Jusqu’à la jonction recto-sigmoïdienne","Jusqu’au plancher pelvien","2","Le document : 's’arrête à 2-3cm de la jonction entre le rectum et le canal anal'","Difficult"
