"front","back","cognitive_level"
"Quelle est la définition du cancer du rectum ?","Tumeur maligne qui se développe sur la paroi rectale, située entre le canal anal et la jonction recto‑sigmoïdienne.","Recall"
"Quel est le type histologique le plus fréquent du cancer du rectum ?","Adénocarcinome Lieberkhünien (+++).","Recall"
"Quel est l’âge moyen et le sex‑ratio du cancer du rectum ?","Âge moyen : 70 ans. Sex‑ratio = 1,5 (légère prédominance féminine).","Recall"
"Qu’est‑ce que le mésorectum ?","Graisse et tissus cellulo‑lymphatiques entourant le rectum, s’arrêtant à 2‑3 cm de la jonction entre le rectum et le canal anal.","Recall"
"Quelles sont les trois voies d’extension du cancer du rectum ?","Par contiguïté (vertical et horizontal), par voie lymphatique, par voie sanguine.","Recall"
"Quelles sont les chaînes ganglionnaires impliquées dans l’extension lymphatique selon le niveau du cancer ?","Chaîne mésentérique inférieure et chaîne hémorroïdale supérieure (pour le haut rectum) ; chaîne hémorroïdale moyenne (pour le bas rectum).","Recall"
"Quel est le principal signe fonctionnel du cancer de l’ampoule rectale (75% des cas) ?","Rectorragie (+++).","Recall"
"Citez les trois signes de rectite associés au cancer de l’ampoule rectale.","Épreinte, ténesme, faux besoins ; selles muco‑purulentes ou muco‑sanguinolentes ; fausses diarrhées.","Recall"
"Quel examen clinique est primordial pour le diagnostic et le pronostic du cancer du rectum ?","Le toucher rectal (+++).","Recall"
"Que recherche‑t‑on au toucher rectal ?","Présence de sang sur le doigtier, caractéristiques de la lésion (mobilité, localisation antérieure (mauvais pronostic) ou postérieure, distance du pôle inférieur à la marge anale), tonicité du sphincter.","Recall"
"Quel examen permet des biopsies et l’examen histologique ?","La rectoscopie (+++).","Recall"
"Quels sont les quatre aspects macroscopiques possibles du cancer du rectum ?","Bourgeonnante ou végétante, ulcérée, ulcéro‑végétante, sténosante (fréquente).","Recall"
"Quels sont les deux examens d’imagerie clés pour le cancer du moyen et bas rectum ?","Écho‑endoscopie (évalue infiltration pariétale et extension ganglionnaire) et IRM pelvienne (indispensable pour T3/T4, étudie l’infiltration du mésorectum et la marge latérale avec le fascia recti).","Recall"
"À quoi sert la rectoscopie au tube rigide pour les tumeurs non palpables au TR ?","Permet d’apprécier précisément la distance entre le pôle inférieur de la tumeur et le sphincter.","Recall"
"Quelle est la forme topographique du cancer du 1/3 supérieur du rectum et ses caractéristiques ?","Forme sténosante +++ avec douleur abdominale, occlusion fréquente.","Recall"
"Quelle est la forme topographique la plus fréquente du cancer du rectum ?","Cancer du 1/3 moyen.","Recall"
"Quelle forme topographique présente un syndrome rectal +++ ?","Cancer du 1/3 inférieur.","Recall"
"Citez quatre diagnostics différentiels du cancer du rectum.","Prolapsus du rectum (++++), hémorroïdes, polypes, maladies inflammatoires (RCUH, Crohn).","Recall"
"Dans la classification TNM, que signifie T1 ?","Envahissant la sous‑muqueuse.","Recall"
"Dans la classification TNM, que signifie T3 ?","Envahissement de la séreuse.","Recall"
"Qu’est‑ce que l’amputation abdomino‑périnéale ?","Intervention qui supprime le rectum et l’anus, avec colostomie définitive.","Recall"
"Quelle est l’indication de l’exérèse tumorale transanale ou endoscopique ?","Tumeur T1.","Recall"
"Quelle est la chirurgie standard pour le haut rectum ?","Colo‑proctectomie (résection antérieure) + anastomose colo‑rectale.","Recall"
"Quel traitement préopératoire est indiqué pour le 1/3 moyen et 1/3 inférieur à plus de 1 cm du sphincter ?","Radiothérapie préopératoire (45 Gray, 6 semaines avant la chirurgie).","Recall"
"Quelle est l’intervention pour une tumeur à moins de 1 cm du sphincter anal ?","Amputation abdomino‑périnéale + colostomie définitive.","Recall"
"Quelles sont les indications de la colostomie en urgence ?","Tumeur compliquée (abcès, occlusion, péritonite) ou tumeur symptomatique non résécable.","Recall"
"Quelles sont les quatre complications post‑opératoires du cancer du rectum ?","Fistule anastomotique, sténose anastomotique, incontinence anale (10%), troubles génito‑urinaires, récidives locales ou à distance.","Recall"
"Quel est le rythme de surveillance par écho‑endoscopie après traitement ?","Tous les 6 mois pendant 3 ans, puis tous les ans, associée à un scanner thoraco‑abdomino‑pelvien.","Recall"
"Quel est le rythme de la rectocolonoscopie de surveillance ?","À 6 mois, 1 an, 3 ans, puis tous les 5 ans.","Recall"
"Quelle est la survie globale à 5 ans du cancer du rectum ?","50%.","Recall"
"Quelle est la survie à 5 ans pour le stade I ?","80%.","Recall"
"Quel est le pronostic d’un siège à proximité du canal anal ?","Mauvais pronostic.","Recall"
