"front","back","cognitive_level"
"Pourquoi le cancer de l’œsophage est‑il considéré comme l’un des plus graves ?","En raison de son retentissement nutritionnel et de son extension locorégionale.","Recall"
"Quel est le sex‑ratio du cancer de l’œsophage ?","Sex‑ratio homme/femme = 15/1.","Recall"
"À quel âge se situe le pic d’incidence du cancer de l’œsophage ?","Entre 65 et 70 ans. Exceptionnel avant 35 ans.","Recall"
"Quels sont les deux facteurs exogènes essentiels du cancer de l’œsophage en Europe et Amérique du Nord ?","Alcool et tabac. Ce sont deux facteurs de risque indépendants avec relation dose‑effet, et leur association a un effet multiplicatif.","Recall"
"Quels facteurs alimentaires ont un rôle protecteur et lequel augmente le risque ?","Rôle protecteur : poisson, fruits frais, légumes. Augmentation du risque avec la consommation de beurre.","Recall"
"Quel est l’effet de l’association alcool + tabac sur le risque de cancer œsophagien ?","Effet multiplicatif.","Recall"
"Définissez l’endobrachy‑œsophage (EBO).","C’est une condition précancéreuse : la muqueuse du bas‑œsophage est remplacée de bas en haut par une muqueuse de type glandulaire, également appelée œsophage de Barrett, secondaire à l’agression peptique du reflux.","Recall"
"Citez trois facteurs endogènes favorisant le cancer de l’œsophage.","Œsophagite peptique par reflux avec endobrachy‑œsophage, sténoses cicatricielles après ingestion de caustiques, œsophagite de stase du méga‑œsophage, cancer sur diverticule de Zenker, œsophagite sidéropénique de Plummer‑Vinson (ou Kelly‑Paterson).","Recall"
"Quel est le type histologique le plus fréquent du cancer de l’œsophage et son pourcentage ?","Cancers épidermoïdes (90‑95%), de la bouche de Killian à la jonction œso‑gastrique.","Recall"
"Quel pourcentage représentent les adénocarcinomes de l’œsophage et quelle est leur tendance ?","5% (mais tend à augmenter jusqu’à 35%), situés au segment inférieur de l’organe.","Recall"
"Citez trois types histologiques exceptionnels du cancer de l’œsophage.","Sarcomes, carcinosarcome, carcinome à petite cellule, mélanome primitif.","Recall"
"Décrivez l’aspect macroscopique le plus fréquent (60%) du cancer œsophagien.","Tumeur polypoïde ou ulcéro‑bourgeonnante, souvent volumineuse, sessile ou pédiculée.","Recall"
"Quels sont les trois modes d’extension locale du cancer de l’œsophage ?","Vers la lumière œsophagienne, en hauteur, en profondeur.","Recall"
"Citez trois groupes ganglionnaires atteints par l’extension régionale du cancer œsophagien.","Ganglions para‑œsophagiens, inter‑trachéo‑bronchiques, sous‑claviculaires, coronaire stomachique, cœliaques, cervicaux.","Recall"
"Quels sont les trois principaux sites de métastases générales du cancer de l’œsophage ?","Hépatiques, pulmonaires, osseuses.","Recall"
"Quels sont les quatre signes d’appel du cancer de l’œsophage (9 fois sur 10) ?","1) Gêne intermittente à la déglutition, 2) sensation d’accrochage, 3) blocage alimentaire isolé, 4) odynophagie (douleur à la déglutition).","Recall"
"Quels signes cliniques orientent vers un cancer du 1/3 inférieur de l’œsophage ?","Épigastralgies, éructations bloquées, brûlures rétrosternales.","Recall"
"Quelle est la conduite à tenir devant l’apparition d’un signe d’appel ?","Réaliser une fibroscopie digestive haute.","Recall"
"Quels sont les signes cliniques d’un cancer œsophagien évolué (dysphagie) ?","Dysphagie permanente (solides puis pâteux puis liquides, pouvant aller jusqu’à l’aphagie), hypersialorrhée, régurgitations, fausses routes alimentaires.","Recall"
"Que signifient des douleurs thoraciques dans un cancer de l’œsophage évolué ?","Extension médiastinale.","Recall"
"Quels sont les signes d’extension du cancer œsophagien évolué ?","Dysphonie par atteinte récurrentielle, toux à la déglutition par fistule, ganglion de Troisier, hépatomégalie métastatique, médiastinite ou pleurésie purulente.","Recall"
"Quel est l’examen complémentaire de première intention pour le diagnostic du cancer de l’œsophage ?","L’endoscopie (fibroscopie digestive haute) avec biopsies.","Recall"
"Que recherche l’examen clinique chez un patient suspect de cancer œsophagien ?","Il évalue la dénutrition (pourcentage de perte de poids, déshydratation, pli cutané), recherche une extension (palpation des creux sus‑claviculaires et région cœliaque) et dépiste une pathologie associée.","Recall"
"À quoi sert le transit œsophagien ?","Il intervient en complément de l’endoscopie pour situer la topographie de la lésion ou la hauteur tumorale si elle est non franchissable.","Recall"
"Quels sont les signes radiologiques d’une tumeur œsophagienne localement évoluée au transit ?","Sténose désaxée avec angulation, lacune, image de niche, fistule médiastinale borgne ou en communication (fistule œso‑trachéale).","Recall"
"Citez les cinq examens de base du bilan d’extension du cancer de l’œsophage.","Radiographie pulmonaire, examen ORL, fibroscopie trachéo‑bronchique, échographie abdominale, échographie cervicale.","Recall"
"Quels deux examens complémentaires permettent une précision proche de 80% du stade TNM ?","Le scanner (TDM) et l’échoendoscopie.","Recall"
"Quel est le diagnostic différentiel du cancer de l’œsophage (quatre tumeurs bénignes) ?","Papillome, polype fibro‑vasculaire, tumeur à cellules granuleuses, léiomyome.","Recall"
"Quels sont les stades I et II du cancer de l’œsophage selon le document ?","Stade I : strictement pariétal, muqueuse et sous‑muqueuse. Stade II : atteinte jusqu’à la musculeuse.","Recall"
"Quel est le stade III du cancer de l’œsophage ?","Lésion avec envahissement des ganglions de voisinage ou atteinte de l’adventice ou au‑delà.","Recall"
"Quel traitement curatif est réservé au cancer superficiel de l’œsophage (muqueuse/sous‑muqueuse sans atteinte musculaire) ?","La mucosectomie.","Recall"
"Quel est le traitement curatif de référence du cancer de l’œsophage, et quel pourcentage de patients peut en bénéficier ?","La chirurgie. Seuls 20% peuvent en bénéficier (découverte tardive).","Recall"
"En quoi consiste la chirurgie curative (œsophagectomie) ?","Résection par abord combiné abdominal et thoracique : œsophagectomie passant à 5 cm au‑dessus de la tumeur, curage lymphatique, rétablissement de la continuité digestive par gastroplastie ou œso‑coloplastie.","Recall"
"Décrivez l’intervention de LEWIS.","Laparotomie première pour exploration et préparation du tube gastrique (tubulisation), puis thoracotomie droite pour l’œsophagectomie, anastomose œso‑gastrique à la main ou à l’agrafeuse, et pyloroplastie systématique.","Recall"
"Quelle est l’opération rarement réalisée par thoracotomie gauche ?","Opération de SWEET.","Recall"
"Qu’est‑ce que l’opération d’AKIYAMA ?","Thoracotomie pour vérifier l’extirpabilité, laparotomie pour confection du tube gastrique, incision cervicale pour l’anastomose œso‑gastrique.","Recall"
"Quelles sont les cinq méthodes de traitement palliatif du cancer de l’œsophage ?","Chirurgie palliative (gastrotomie d’alimentation, œsogastroplastie, œsocoloplastie), intubation endoscopique, radiothérapie, chimiothérapie, radiochimiothérapie.","Recall"
"Quel est le pronostic du cancer de l’œsophage ?","Médiocre : 30‑35% de survie à 5 ans dans les formes curables, 10% pour l’ensemble de la population.","Recall"
