"front","back","cognitive_level"
"Qu’est-ce qu’un corps étranger laryngo-trachéo-bronchique ?","Enclavement d’un corps étranger dans les voies aériennes inférieures, accident dû à l’inhalation d’objet ou de substance alimentaire. Urgence vitale d’évolution grave et mortelle.","Recall"
"Quelles sont les deux populations les plus à risque de CE laryngo-trachéo-bronchique ?","Enfants de 1 à 4 ans (prédominance masculine) et adultes de plus de 70 ans (dus à des troubles neurologiques).","Recall"
"Citez trois particularités anatomiques du larynx chez l’enfant favorisant les corps étrangers.","1) Dimensions nettement inférieures (œdèmes). 2) Situation plus haute et plus verticale. 3) Innervation très riche favorisant les laryngospasmes.","Recall"
"Qu’est-ce que le syndrome de pénétration évident ?","Circonstances où un témoin a assisté à la crise : enfant solitaire ou en jeu, ou au cours de l’apéritif (cacahuète). L’enfant en pleine santé présente un accès de suffocation brutale, toux violente expulsive, dyspnée, cyanose, cornage, tirage.","Recall"
"Que faut-il faire même si les symptômes du syndrome de pénétration évident régressent ?","Imposer une endoscopie bronchique en urgence (à visée diagnostique et thérapeutique).","Application"
"Quels sont les signes cliniques discrets d’un syndrome de pénétration passé inaperçu ?","Toux rebelle et récente, polypnée sifflante, état général variable (fièvre, amaigrissement).","Recall"
"Où se bloque le plus souvent un corps étranger dans les formes passées inaperçues ?","Dans une bronche souche, permettant une bonne tolérance de 2 semaines à 3 mois.","Recall"
"Citez sept signes à rechercher à l’examen de l’appareil respiratoire.","1) Asymétrie de ventilation. 2) Hypersonorité (emphysème obstructif). 3) Matité. 4) Emphysème sous-cutané. 5) Wheezing (sifflement expiratoire). 6) Diminution unilatérale du murmure vésiculaire. 7) Râles sibilants inspiratoires.","Recall"
"Où se bloque le CE laryngé et quel est le principal risque ?","Blocage dans l’étage sus-glottique ou sous-glottique (+++ risque élevé de mort subite).","Recall"
"Quels sont les signes du CE laryngé ?","Syndrome de pénétration dramatique, dyspnée avec tirage, cornage, toux rauque, voix éteinte. Risque d’asphyxie aiguë mortelle.","Recall"
"Quels sont les signes du CE trachéal ?","Dyspnée, toux coqueluchoïde, spasmes laryngés. Auscultation de la trachée : « bruit de drapeau ». Risque de mort subite si enclavement dans la sous-glotte.","Recall"
"Comment différencier radiologiquement un CE œsophagien d’un CE trachéo-bronchique ?","Radiographie pulmonaire de profil.","Recall"
"Quels sont les trois diagnostics différentiels d’un CE laryngo-trachéo-bronchique ?","1) CE œsophagien. 2) Laryngite aiguë (dyspnée laryngée + contexte infectieux). 3) Toutes les pathologies broncho-pulmonaires.","Recall"
"Quelle est la règle d’or face à une pathologie broncho-pulmonaire pour ne pas méconnaître un CE ?","Rechercher à tout prix le syndrome de pénétration.","Recall"
"Quand réalise-t-on le bilan lésionnel radiologique ?","Si une endoscopie ne s’impose pas en urgence.","Recall"
"Quelles incidences radiologiques sont réalisées ?","Clichés pulmonaires en inspiration et en expiration, face et profil.","Recall"
"Que recherche-t-on sur la radiographie pour un CE radio-transparent obstructif ?","Signes indirects : atélectasie/emphysème, refoulement médiastinal.","Recall"
"Quelles images peut-on voir au stade de complication ?","Image d’abcès du poumon, images de pneumopathies récidivantes.","Recall"
"Quelles sont les complications post-opératoires exceptionnelles après traitement correct ?","Laryngospasme ++, complications broncho-pulmonaires, complications médiastinales.","Recall"
"Quel tableau clinique réalise un diagnostic méconnu de CE ?","Amélioration passagère due aux antibiotiques et anti-inflammatoires, puis tableau de pathologie infectieuse broncho-pulmonaire traînante et récidivante.","Recall"
"Quel est le CE végétal le plus dangereux et pourquoi ?","La cacahuète +++ car elle migonfle (gonfle) -> devient obstructive -> asphyxie. Risque d’hydratation, gonflement, fragmentation.","Recall"
"Pourquoi les CE végétaux sont-ils dangereux pour l’extraction ?","Risque d’hydratation, de gonflement et de fragmentation, ce qui complique les possibilités d’extraction.","Understanding"
"Quelle est la conduite à tenir en extrême urgence devant un CE laryngo-trachéo-bronchique ?","Trachéotomie expéditive, éviter l’intubation.","Recall"
"Quel est le traitement de référence des CE laryngo-trachéo-bronchiques ?","Extraction endoscopique au tube rigide sous anesthésie générale.","Recall"
"Que sont les manœuvres de Heimlich et Mofenson ?","Manoeuvres provoquant une hyperpression abdominale pour expulser le CE (adulte : Heimlich, enfant : Mofenson). Dangereuses car risque d’asphyxie par enclavement sous-glottique.","Recall"
"Pourquoi toute tentative d’extraction digitale est-elle formellement interdite ?","Le document l’affirme sans préciser ; mais dangereuse car risque d’enclavement.","Recall"
"Un enfant de 3 ans présente une toux rebelle récente sans fièvre. Ses parents ne se souviennent pas d’épisode de suffocation. Que doit-on suspecter ?","Un syndrome de pénétration passé inaperçu avec CE bronchique. Il faut rechercher le syndrome de pénétration par l’interrogatoire.","Application"
"Un patient a un CE trachéal avec auscultation évocatrice. Quel bruit peut-on entendre ?","« Bruit de drapeau » à l’auscultation de la trachée.","Recall"
"Un enfant de 2 ans a une laryngite traînante malgré un traitement bien adapté. Que doit-on suspecter ?","Un corps étranger laryngo-trachéo-bronchique.","Application"
"Pourquoi la bronchoscopie au tube rigide est-elle à la fois diagnostique et thérapeutique ?","Elle permet à la fois de visualiser le CE et de l’extraire.","Understanding"
"Quelles sont les trois grandes familles de CE selon leur nature ?","1) CE en plastique (jouets, capuchon). 2) CE végétal (cacahuète, graines). 3) CE métalliques (attache-fil, punaise, épingle, ressort). 4) Autres (os, arête, perles).","Recall"
