"question","answer","explanation","difficulty"
"Quelle est la définition d''un corps étranger laryngo-trachéo-bronchique ?","Enclavement d''un corps étranger dans les voies aériennes inférieures, dû à l''inhalation d''un objet ou d''une substance alimentaire.","Le document donne cette définition.","Easy"
"Citez les trois localisations possibles des corps étrangers des VAI.","Laryngée, trachéale, bronchique.","Le document présente ces trois formes cliniques.","Easy"
"Quels sont les deux signes pathognomoniques des angines ?","Odynophagie et fièvre.","Le document indique : ''Angine = odynophagie + fièvre''.","Easy"
"Enumérez les 7 formes cliniques des angines.","1) Angine érythémateuse, 2) Mononucléose infectieuse, 3) Diphtérie, 4) Angine vésiculeuse (herpétique/herpangine), 5) Angine ulcéro-nécrotique, 6) Angine érythémato-pultacée, 7) Angine au cours des maladies infectieuses.","Le document liste ces 7 formes.","Easy"
"Quels sont les trois critères de la tonsillectomie selon le document ?","1) Âge > 6 ans, 2) Angine à répétition (au moins 4 épisodes par an pendant 2 années successives à Madagascar), 3) Présence de complications.","Le document donne ces trois indications.","Easy"
"Expliquez le mécanisme de la manœuvre de Heimlich et son risque.","La manœuvre provoque une hyperpression abdominale pour expulser le CE. Le risque est d''enclaver le CE en sous-glotte, aggravant l''asphyxie.","Le document mentionne le risque d''enclavement sous-glottique.","Medium"
"Pourquoi le syndrome de pénétration passé inaperçu est-il le plus fréquent ?","Car aucun témoin n''assiste à l''inhalation, les signes initiaux sont discrets (toux, gêne), et l''enfant peut être seul au moment de l''accident. Le diagnostic est donc retardé.","Le document indique que c''est le cas le plus fréquent et en donne les caractéristiques.","Medium"
"Quelle est la valeur diagnostique de la radiographie pulmonaire de profil dans les corps étrangers ?","Elle permet d''éliminer un corps étranger œsophagien (diagnostic différentiel). Sur le cliché de profil, un CE œsophagien est rétro-trachéal alors qu''un CE trachéal est intra-luminal.","Le document mentionne la radiographie de profil pour éliminer un CE œsophagien.","Medium"
"Pourquoi l''angine érythémato-pultacée est-elle le tableau de diagnostic positif ?","Car c''est la forme la plus typique : tonsilles rouges, hypertrophiées, recouvertes d''un enduit pultacé limité aux tonsilles, associée à une fièvre élevée et une odynophagie intense.","Le document la décrit comme TDD (Tableau de Diagnostic Différentiel positif).","Medium"
"Expliquez la différence entre l''herpangine et l''angine herpétique.","Herpangine : vésicules diffuses des mains et pieds, due aux entérovirus (Coxsackie). Angine herpétique : vésicules limitées au voile du palais, due au virus Herpes simplex.","Le document distingue ces deux sous-types d''angine vésiculeuse.","Medium"
"Pourquoi toute laryngite traînante malgré un traitement adapté doit faire évoquer un corps étranger ?","Car un CE laryngé ou trachéal peut mimer une laryngite infectieuse. L''absence d''amélioration sous traitement antibiotique et anti-inflammatoire doit faire rechercher un CE par endoscopie.","Le document conclut : ''Toute laryngite traînante, malgré un traitement bien adapté, doit faire évoquer le diagnostic''.","Medium"
"Quelles sont les trois complications rénales, cardiaques et articulaires des angines non traitées ?","Glomérulonéphrite aiguë (rénal), cardite rhumatismale (cardiaque), rhumatisme articulaire aigu (articulaire).","Le document liste ces trois complications post-streptococciques.","Medium"
"Pourquoi un corps étranger bronchique non obstructif peut-il passer inaperçu ?","Car la ventilation est conservée, le poumon continue à être aéré par effet valve. Les symptômes sont minimes ou absents, permettant une tolérance de plusieurs semaines à mois.","Le document mentionne la bonne tolérance du CE bronchique.","Medium"
"Quel est le risque de l''utilisation des AINS dans l''angine érythémato-pultacée ?","Les AINS augmentent le risque de cellulite péri-tonsillaire (phlegmon) en masquant les signes inflammatoires et en immunosuppression locale. Ils sont donc contre-indiqués.","Le document indique : ''Eviter les AINS : (risque de cellulite)''.","Medium"
