"front","back","cognitive_level"
"Quelle est la définition de l’eczéma de contact allergique ?","Phénomène inflammatoire cutané dû à une sensibilisation à des substances en contact avec le revêtement cutané, suivi d’une réaction immunitaire lymphocytaire T faisant intervenir l’hypersensibilité retardée.","Recall"
"Combien de temps dure la phase de sensibilisation dans l’eczéma de contact allergique ?","10 à 15 jours, asymptomatique.","Recall"
"Quel est le délai d’apparition des lésions après un nouveau contact avec l’allergène chez un sujet sensibilisé ?","24 à 48 heures.","Recall"
"Quelles sont les quatre phases successives (souvent intriquées) des lésions d’eczéma de contact allergique aigu ?","1) Phase érythémateuse : placard érythémateux ; 2) Phase vésiculeuse : vésicules à liquide clair ; 3) Phase suintante : rupture des vésicules ; 4) Phase desquamative, guérison sans cicatrice.","Recall"
"Quel est le signe fonctionnel cardinal de l’eczéma de contact allergique ?","Prurit intense, apparaissant 24 à 48 heures après le contact avec l’allergène.","Recall"
"Quel est l’aspect typique des lésions de l’eczéma de contact allergique ?","Lésions en placards à contours émiettés (potipotika).","Recall"
"Quels sont les trois éléments d’orientation topographique suivants : eczéma du lobe des oreilles, du poignet et de l’ombilic ?","Sensibilisation au nickel.","Recall"
"Quel diagnostic évoquer devant un eczéma des paupières ?","Allergie aux cosmétiques ou au vernis à ongles.","Application"
"Quel est l’examen paraclinique de certitude pour identifier l’allergène dans l’eczéma de contact allergique ?","Les tests épicutanés (patch-tests).","Recall"
"À quel moment doit-on réaliser les patch-tests ?","À distance de la poussée d’eczéma.","Recall"
"Combien de temps les allergènes sont-ils laissés sous occlusion sur le dos lors des patch-tests ?","48 heures.","Recall"
"Donnez trois critères du tableau différentiel entre eczéma de contact allergique et dermite d’irritation.","Eczéma de contact : bords émiettés, prurit, atteint quelques sujets, histologie avec spongiose, patch-tests positifs. Dermite d’irritation : bords nets, brûlure, atteint la majorité des sujets, nécrose épidermique, patch-tests négatifs ou lésion d’irritation.","Analysis"
"Citez trois diagnostics différentiels d’un œdème du visage pouvant ressembler à un eczéma de contact.","Érysipèle, œdème de Quincke, zona. (Urgence vitale : atteinte de la glotte dans l’œdème de Quincke)","Application"
"Quel est le principe thérapeutique fondamental de l’eczéma de contact allergique ?","Éviction de l’allergène (préventif et curatif). Il n’existe pas de désensibilisation.","Recall"
"Quels sont les trois types de produits professionnels pouvant être en cause chez un coiffeur ?","Paraphénylène diamine (teintures), thioglycolate (permanentes), caoutchouc (gants).","Recall"
"Que signifie une lecture de patch-test cotée « +++ » ?","Fortement positif : érythème, infiltration, vésicules coalescentes aboutissant à une bulle.","Recall"
"Expliquez le mécanisme de la photo-allergie.","Un antigène est modifié par les UV et devient immunogène. L’eczéma n’apparaît qu’après irradiation par les UV, sur les zones photo-exposées (visage, oreilles, dos des mains).","Understanding"
"Quelles sont les deux complications infectieuses possibles de l’eczéma de contact allergique ?","Surinfection (impétiginisation : croûtes jaunâtres, adénopathie, fièvre) et érythrodermie (généralisation des lésions).","Recall"
"Pourquoi les dermocorticoïdes peuvent-ils aggraver un eczéma de contact ?","Ils peuvent eux-mêmes être des allergènes (eczéma de contact aux dermocorticoïdes).","Understanding"
"Quel est le retentissement socio-professionnel majeur des eczémas de contact chroniques des mains ?","Handicap important, pouvant nécessiter un reclassement professionnel.","Application"
